time,CH1,CH2,CH3,CH4,CH5,CH6,
922.105,2153.18,2071.35,2043.85,1746.67,2162.45,2368.54,
922.108,2152.82,2071.58,2043.67,1746.35,2162.31,2368.47,
922.116,2152.99,2071.04,2043.38,1746.18,2162.12,2368.26,
922.123,2152.81,2071.1,2043.05,1745.92,2161.96,2367.97,
922.126,2152.33,2070.71,2042.93,1742.6,2158.86,2365.47,
922.132,2150.65,2069.2,2041.77,1745.02,2160.79,2366.86,
922.135,2151.38,2069.84,2041.74,1744.99,2160.52,2366.32,
922.143,2150.9,2069.16,2041.51,1744.56,2160.12,2366.63,
922.15,2150.53,2069.17,2041.29,1744.51,2159.73,2366.03,
922.153,2150.72,2068.77,2040.98,1744.14,2159.71,2365.32,
922.161,2150.17,2068.58,2040.78,1744.22,2159.47,2365.37,
922.164,2153.76,2068.64,2036.41,1749.12,2152.21,2359.49,
922.169,2156.74,2068.49,2035.77,1745.43,2159.73,2365.83,
922.174,2147.41,2075.58,2034.86,1737.73,2160.93,2366.28,
922.177,2149.75,2068.06,2040.67,1744.57,2160.08,2366.16,
922.182,2151.4,2069.7,2042.28,1745.47,2161.32,2367.26,
922.186,2152.01,2070.26,2042.68,1745.6,2161.52,2367.47,
922.189,2152.22,2071.05,2043.05,1745.79,2161.85,2367.84,
922.196,2152.28,2070.47,2042.99,1745.82,2161.84,2368.24,
922.204,2152.29,2070.71,2042.76,1745.73,2161.54,2367.67,
922.207,2151.93,2031.32,2042.58,1741.98,2168.01,2373.2,
922.214,2184.51,2075.37,2041.05,1741.63,2167.83,2359.28,
922.217,2153,2070.85,2043.29,1746.06,2161.89,2368.17,
922.224,2152.76,2071.03,2043.44,1746.94,2162.61,2368.92,
922.232,2153.27,2071.4,2043.83,1746.45,2162.68,2369,
922.235,2153.21,2071.9,2043.68,1746.41,2162.48,2368.6,
922.243,2153.03,2071.49,2043.46,1746.25,2162.24,2368.72,
922.25,2153.14,2071.06,2043.37,1745.95,2161.86,2368.1,
922.254,2152.41,2070.89,2048.16,1742.77,2158.72,2365.72,
922.26,2150.95,2069.52,2041.88,1745.22,2160.9,2366.66,
922.263,2151.53,2069.52,2041.84,1745.14,2160.36,2366.41,
922.271,2151,2069.37,2041.6,1744.85,2160.44,2366.45,
922.278,2150.75,2069.34,2041.34,1744.63,2160.03,2365.99,
