time,x,y,z,r,p,y,
556.384,-0.32917,0.0430848,0.00550969,4.88406e-05,-3.14159,-5.85058e-05,
556.387,-0.329168,0.0430758,0.00548623,-3.92338e-05,3.14156,-2.15453e-05,
556.393,-0.329184,0.0430743,0.00549894,-5.53548e-05,3.14159,-2.81978e-05,
556.397,-0.329198,0.0430833,0.00549813,6.72525e-05,-3.14159,2.41977e-05,
556.405,-0.329182,0.0430782,0.00549358,0.000108099,-3.14159,-3.51337e-08,
556.412,-0.329161,0.0430737,0.00549076,-3.6313e-05,3.14155,4.16535e-05,
556.415,-0.329197,0.0431041,0.00550815,-2.02382e-05,-3.14156,-4.94158e-05,
556.422,-0.329167,0.0430757,0.00548912,-9.36995e-05,3.14155,-3.35398e-05,
556.429,-0.329173,0.0430961,0.00548375,8.08621e-05,3.14154,-4.14582e-05,
556.432,-0.32919,0.0430754,0.00551348,0.000107106,-3.14153,1.17628e-05,
556.439,-0.329162,0.0430993,0.00549832,7.77341e-05,3.14157,8.28997e-06,
556.447,-0.329155,0.0430829,0.00549303,5.41126e-05,3.14151,-4.65623e-05,
556.45,-0.329165,0.0430643,0.00548742,-9.92297e-05,3.14152,-0.000138262,
556.457,-0.329181,0.043082,0.00549536,-2.85975e-05,3.14159,6.31076e-06,
556.46,-0.329157,0.0430956,0.00548064,2.69017e-05,3.14151,-5.04704e-05,
556.465,-0.329192,0.0431058,0.00550867,-5.30714e-05,-3.14154,-3.46961e-05,
556.473,-0.329193,0.0431172,0.00549685,-0.000124872,-3.14156,-2.08759e-05,
556.476,-0.329148,0.0430487,0.00548024,-3.58548e-05,3.14151,-0.000147966,
556.482,-0.32918,0.0430835,0.00547896,2.92061e-05,3.14153,-5.85695e-05,
556.485,-0.329192,0.043084,0.00549519,-2.96791e-06,3.14159,-1.77095e-05,
556.493,-0.329185,0.0430948,0.00550648,-1.41985e-06,-3.14155,4.83168e-06,
556.5,-0.329163,0.0430905,0.0054844,4.11057e-05,3.14153,-4.42678e-05,
556.503,-0.329166,0.0430867,0.00549951,0.000104897,3.14158,-4.79599e-05,
556.511,-0.329188,0.0430834,0.00549774,-5.09822e-05,3.14159,2.02649e-05,
556.518,-0.329197,0.0430977,0.00550563,-4.34994e-05,-3.14154,3.47138e-05,
556.521,-0.329189,0.043096,0.00551476,-1.954e-07,-3.14158,-4.47352e-05,
556.529,-0.329171,0.0430838,0.00548389,4.35853e-05,3.1415,-2.78529e-05,
556.532,-0.329163,0.0430711,0.00547858,-1.03877e-05,3.14151,-0.000101126,
556.54,-0.329177,0.0431003,0.00550571,2.47927e-05,-3.14156,3.18107e-05,
556.547,-0.329174,0.0430871,0.0054925,3.52857e-05,3.14155,-4.01246e-05,
556.55,-0.329173,0.0430837,0.00549407,-4.85558e-05,-3.14159,5.27052e-05,
556.558,-0.329195,0.0430752,0.00550323,8.84591e-05,-3.14155,1.53285e-06,
556.565,-0.329208,0.0430771,0.00549677,3.54039e-05,-3.14153,1.39231e-05,
556.568,-0.329183,0.0430731,0.00548859,-0.000113697,3.14153,-1.15388e-05,
556.575,-0.32917,0.0430753,0.00548849,-1.55484e-05,3.14153,-7.55585e-05,
556.583,-0.329179,0.0430944,0.00549727,2.87323e-05,3.14153,-4.00265e-06,
556.586,-0.329182,0.0430983,0.0054932,-7.59223e-05,-3.14156,-3.3202e-05,
556.593,-0.329179,0.0430868,0.0054983,2.20357e-05,3.14155,-4.44016e-05,
556.597,-0.329196,0.0430884,0.00549605,7.66685e-05,-3.14157,-4.4367e-05,
556.601,-0.32918,0.0430655,0.00549532,6.76716e-05,-3.14159,-1.23315e-05,
556.607,-0.329175,0.0430736,0.00549184,-6.76028e-05,3.14158,-1.48948e-05,
556.61,-0.329193,0.0430938,0.00549893,-8.8396e-05,3.14159,2.62849e-05,
556.616,-0.329193,0.0431127,0.00550881,-6.74585e-05,-3.14157,-5.13891e-05,
556.625,-0.329183,0.0430879,0.00549385,-6.30601e-05,3.14159,-1.1052e-05,
556.628,-0.329178,0.0430864,0.00548614,-6.51839e-05,3.14153,-7.40645e-06,
556.635,-0.329188,0.0430959,0.00550834,9.23079e-06,-3.14154,-4.04658e-05,
556.638,-0.329182,0.043105,0.00551136,-2.01253e-05,-3.14158,-8.33787e-05,
556.646,-0.329183,0.0430786,0.00549863,5.56732e-05,-3.14159,-3.95471e-05,
556.651,-0.329169,0.0430748,0.00548518,-3.00813e-05,3.14155,-4.73679e-05,
556.654,-0.329173,0.0430868,0.00548782,-2.32513e-05,3.14156,-5.34442e-05,
556.661,-0.329175,0.0430908,0.00550011,5.63087e-05,-3.14159,4.53922e-07,
556.669,-0.329181,0.0430859,0.00548812,2.83443e-05,3.14157,-2.72484e-05,
556.672,-0.329169,0.0430785,0.00548415,-3.07572e-05,3.14153,-2.83497e-05,
556.679,-0.329189,0.0430896,0.00549515,4.05076e-06,-3.14158,-5.40746e-05,
556.682,-0.329179,0.0430786,0.00549819,-2.62001e-05,-3.14159,4.0337e-05,
556.69,-0.329149,0.0430685,0.00549406,2.46116e-05,3.14152,7.01856e-06,
556.696,-0.329167,0.0430715,0.00549298,4.65461e-05,3.14157,-0.00010498,
556.699,-0.329172,0.04308,0.00550158,4.81327e-05,3.14158,-6.64071e-05,
556.706,-0.32918,0.0430877,0.00549535,7.31595e-06,3.14156,7.20545e-05,
556.71,-0.329186,0.0431017,0.0054872,2.75388e-05,3.14155,5.05955e-05,
556.718,-0.329193,0.0430949,0.0055057,-2.70896e-06,-3.14155,-8.22254e-05,
556.725,-0.329194,0.0430792,0.00549804,9.81038e-07,-3.14155,-6.22347e-06,
556.728,-0.329176,0.0430658,0.00549057,-9.96747e-05,3.14157,-5.04327e-05,
556.735,-0.329172,0.04309,0.00549088,1.60383e-05,3.14152,-6.6481e-05,
556.742,-0.3292,0.0431041,0.00549666,-0.00011235,-3.14158,-2.15207e-06,
556.745,-0.329179,0.0430818,0.00550028,-8.10185e-05,3.14159,2.3731e-05,
556.752,-0.329165,0.0430764,0.00547571,-2.30922e-05,3.14149,-8.75505e-05,
556.756,-0.32919,0.0430864,0.00548973,2.92813e-05,3.14157,-3.68289e-05,
556.764,-0.329182,0.0431035,0.0055125,0.000138583,3.14159,9.14819e-05,
556.771,-0.329194,0.0431115,0.00549013,3.89203e-05,3.14158,1.17368e-05,
556.774,-0.329186,0.043086,0.00549335,-4.0045e-05,-3.14157,-3.97439e-05,
556.782,-0.32918,0.043078,0.00549184,-0.00014702,3.14158,3.08785e-06,
556.789,-0.329183,0.0430923,0.00552133,4.77308e-05,-3.14159,-8.70844e-05,
556.792,-0.329173,0.0430747,0.00548346,-6.95605e-05,3.14152,-6.59722e-05,
556.799,-0.329167,0.0430915,0.00550133,2.10471e-05,3.14155,9.217e-06,
556.803,-0.329205,0.0431012,0.0055169,2.27043e-05,-3.14152,-0.000124248,
556.811,-0.32918,0.0431005,0.00550348,-4.54961e-05,-3.14157,-3.46046e-05,
556.818,-0.329194,0.0430854,0.00548786,2.3338e-05,-3.14158,5.70677e-05,
556.821,-0.329185,0.0430878,0.00550098,3.54516e-05,-3.14157,-3.71268e-05,
556.828,-0.329195,0.0430939,0.00550437,1.14079e-05,-3.14154,-1.26367e-05,
556.831,-0.329175,0.0430931,0.00549237,8.90227e-06,3.14159,-5.13097e-05,
556.838,-0.329184,0.0430923,0.00551087,4.9461e-05,-3.14155,-1.20663e-05,
556.846,-0.329203,0.0431154,0.00550299,-4.57326e-05,-3.14158,-6.41317e-05,
556.849,-0.329177,0.0430745,0.00549779,-0.000114594,3.14158,-2.88783e-05,
556.856,-0.329196,0.0430975,0.00550146,-5.46954e-05,-3.14156,8.60678e-06,
556.864,-0.329183,0.0430921,0.00549042,3.36281e-06,-3.14159,-2.26446e-05,
556.867,-0.329181,0.0430833,0.00550267,-0.000114625,3.14158,4.33581e-05,
556.875,-0.329179,0.0430675,0.00549467,-1.70207e-05,-3.14158,3.44392e-05,
556.923,-0.329176,0.043082,0.00548717,4.26285e-05,3.14157,-6.03807e-05,
556.927,-0.329206,0.0431082,0.00551672,2.79174e-07,-3.14149,-8.19616e-05,
556.935,-0.329153,0.0430664,0.00548499,-2.77716e-05,3.14151,-5.89561e-05,
556.938,-0.329169,0.0430946,0.00549527,0.000112373,3.14155,1.46993e-06,
556.945,-0.329174,0.0430846,0.00549241,0.000106403,3.14157,-5.39531e-05,
556.948,-0.32923,0.0431143,0.00551448,4.97122e-05,-3.14146,-0.00010615,
556.956,-0.329179,0.043074,0.00549618,5.11856e-05,-3.14157,1.65424e-05,
556.963,-0.329182,0.0430806,0.00549436,-6.74585e-05,3.14156,1.59025e-05,
557.011,-0.329192,0.0430979,0.0055072,-4.07935e-05,-3.14153,-8.3167e-05,
557.015,-0.329173,0.0431011,0.00550463,0.000109378,3.14157,3.77581e-05,
557.018,-0.329184,0.0430933,0.00549911,-1.38864e-05,-3.14157,-5.27859e-05,
557.026,-0.329179,0.0430855,0.00548176,-3.20706e-06,3.14157,-5.07768e-05,
557.033,-0.329194,0.043074,0.00550443,0.000110935,-3.14155,-1.38708e-06,
557.036,-0.329183,0.0430891,0.00549763,-2.54583e-05,3.14159,-9.53695e-06,
557.044,-0.32918,0.0430838,0.00549197,-3.75057e-05,3.14158,-4.0885e-05,
557.047,-0.329207,0.0430893,0.00548494,6.29131e-05,-3.14158,5.47765e-05,
557.051,-0.329188,0.0430893,0.00548549,-6.51928e-05,3.14156,-1.67102e-05,
557.059,-0.329173,0.0430845,0.00548191,-1.77619e-05,3.14157,2.41192e-05,
557.062,-0.329166,0.0430747,0.00549606,-6.29422e-05,3.14156,-1.91232e-05,
557.07,-0.329209,0.0430911,0.00549752,-1.07064e-05,-3.1415,-4.67506e-05,
557.077,-0.329184,0.0430868,0.00548151,-2.38561e-05,3.14153,-5.29269e-05,
557.08,-0.329175,0.0430914,0.00547162,-4.27387e-05,3.14149,-3.72562e-05,
