time,x,y,z,r,p,y,
1542.78,-0.329198,0.0431073,0.00550435,-2.43725e-06,-3.14157,1.8673e-05,
1542.79,-0.32918,0.0430941,0.00549507,0.000106337,3.14157,6.74229e-06,
1542.8,-0.329181,0.0431085,0.00549567,-6.03165e-05,-3.14155,6.93653e-06,
1542.8,-0.329181,0.0430834,0.00548236,-4.5099e-05,3.14156,-3.16714e-05,
1542.81,-0.329177,0.0431047,0.00547918,0.00010326,3.14156,-7.06588e-05,
1542.81,-0.329182,0.0430963,0.00549522,-5.17685e-05,3.14159,-1.37726e-05,
1542.82,-0.329191,0.0431066,0.00548905,-5.35899e-05,-3.14158,-3.30954e-05,
1542.82,-0.329181,0.0430937,0.00547713,1.9742e-06,3.14156,-4.30714e-05,
1542.83,-0.329171,0.0430861,0.00549398,3.26452e-05,3.14153,-0.000106119,
1542.83,-0.329206,0.0431036,0.00549856,-4.55571e-05,-3.14155,-3.49343e-05,
1542.84,-0.329201,0.0431093,0.00551175,-9.28422e-05,-3.14154,-6.21981e-05,
1542.84,-0.329205,0.0430976,0.00550766,-0.00014495,-3.1415,-5.12108e-05,
1542.85,-0.329187,0.0431116,0.00550362,-0.000202216,-3.14157,2.62957e-06,
1542.85,-0.329191,0.0430934,0.00549697,-2.63018e-05,-3.14158,4.55712e-05,
1542.86,-0.329174,0.0430792,0.00549051,-3.09323e-05,3.14158,-1.62176e-05,
1542.87,-0.329196,0.0431131,0.00550481,-0.000150486,-3.14155,-2.8157e-05,
1542.87,-0.32921,0.0431033,0.0055078,4.12501e-05,-3.14154,-7.31474e-05,
1542.88,-0.329208,0.043095,0.00550879,1.10682e-05,-3.14155,-1.52062e-05,
1542.88,-0.329179,0.0430915,0.0054992,-6.64914e-05,-3.14159,-2.76176e-05,
1542.89,-0.329153,0.0431062,0.00549599,8.89594e-05,3.14154,1.6766e-05,
1542.89,-0.329181,0.0431125,0.00549537,9.86442e-05,3.14158,6.38741e-05,
1542.9,-0.329177,0.043077,0.00551241,-3.22583e-06,3.14158,-7.07649e-05,
1542.9,-0.329188,0.0430817,0.00548898,-8.41511e-05,3.14159,1.35936e-05,
1542.91,-0.329201,0.0431014,0.0054888,-5.22916e-05,-3.14158,1.47638e-05,
1542.91,-0.329175,0.0431049,0.00550043,-3.75021e-05,3.14158,2.20123e-05,
1542.92,-0.329199,0.0431162,0.00550622,7.41652e-06,-3.14157,-3.81477e-05,
1542.92,-0.329198,0.0430961,0.00549833,1.11197e-05,-3.14157,3.95259e-05,
1542.93,-0.329198,0.0431027,0.00549694,-6.55677e-06,-3.14155,-5.36379e-07,
1542.94,-0.329191,0.043095,0.00549304,3.31418e-05,-3.14157,1.58722e-05,
1542.94,-0.329217,0.043113,0.00551682,-4.78557e-05,-3.1415,-9.77574e-05,
1542.95,-0.3292,0.0430942,0.0054949,8.4534e-05,-3.14158,4.79911e-05,
1542.95,-0.329176,0.043108,0.00548851,0.000187282,3.14157,-7.71225e-05,
1542.96,-0.329163,0.0430933,0.00549046,-5.38039e-06,3.14155,-2.67e-05,
1542.97,-0.329201,0.0431159,0.0054982,-7.69902e-05,-3.14155,-2.3584e-05,
1542.97,-0.329172,0.04308,0.00548997,-9.14255e-05,3.14157,-6.06993e-05,
1542.98,-0.329168,0.043086,0.00548294,3.30094e-05,3.14154,-0.000104357,
1542.98,-0.329178,0.0430879,0.00549996,6.8394e-05,-3.14158,-1.62853e-05,
1542.99,-0.329186,0.0430952,0.0054963,0.000118358,3.14158,-2.69849e-06,
1542.99,-0.329189,0.0430922,0.00549706,1.50672e-05,3.14158,-1.18502e-05,
1543,-0.329174,0.0430918,0.00548921,5.92771e-05,3.14154,-4.47191e-05,
1543,-0.329187,0.0431117,0.00548541,0.000143613,3.14156,2.52082e-05,
1543.01,-0.329188,0.0431013,0.00550715,4.53314e-06,-3.14156,-1.01774e-05,
1543.01,-0.3292,0.0431145,0.00550054,1.94347e-05,-3.14158,-3.48724e-05,
1543.02,-0.329178,0.0430962,0.0054957,8.01929e-05,3.14159,-6.29943e-05,
1543.03,-0.329181,0.0430906,0.00549315,9.24139e-05,-3.14157,2.86204e-05,
1543.03,-0.329161,0.0430818,0.00548867,4.29658e-05,3.14151,-9.00378e-05,
1543.04,-0.329169,0.0430936,0.00548081,2.79674e-05,3.14148,-5.09408e-05,
1543.04,-0.329202,0.0431118,0.00550319,-7.2682e-05,-3.14156,-2.19439e-05,
1543.05,-0.329184,0.0431042,0.0054892,-3.81448e-05,3.14156,-2.98781e-05,
1543.05,-0.329195,0.043104,0.00548734,-5.9159e-05,3.14157,-1.94928e-05,
1543.06,-0.329181,0.0430911,0.00549157,-2.33347e-05,3.14159,-2.90604e-05,
1543.06,-0.329179,0.0430945,0.00550475,-6.07766e-05,-3.14157,5.41024e-05,
1543.07,-0.329197,0.0431011,0.00550113,6.01224e-05,3.14159,6.32107e-06,
1543.07,-0.329175,0.0431108,0.00549484,9.35692e-05,3.14157,5.75173e-06,
1543.08,-0.32918,0.0431004,0.0055102,7.13998e-05,3.14159,7.1028e-06,
1543.08,-0.329198,0.0430925,0.00550053,-5.1586e-05,-3.14155,5.96631e-06,
1543.09,-0.329179,0.0430915,0.00548594,2.09269e-05,3.14156,-4.97098e-05,
1543.1,-0.32919,0.0431148,0.00550876,-2.08445e-06,-3.14157,-0.000108092,
1543.1,-0.329204,0.0431082,0.00550556,-3.21074e-05,-3.14154,-4.55454e-05,
1543.11,-0.329197,0.0430991,0.0054953,-2.15823e-05,-3.14156,4.1573e-06,
1543.12,-0.329197,0.0431099,0.00550806,-5.08537e-05,-3.14154,-2.14022e-05,
1543.12,-0.329184,0.0431006,0.00549937,-3.22723e-05,-3.14159,3.53121e-05,
1543.13,-0.329205,0.0430923,0.00549631,2.77905e-05,-3.14156,4.16713e-06,
1543.13,-0.329186,0.0430928,0.00547823,-3.08903e-05,3.14158,-8.01117e-05,
1543.14,-0.329174,0.043107,0.00549646,-5.02878e-06,3.14153,4.6712e-06,
1543.15,-0.329175,0.0430959,0.00548781,0.000138398,3.14158,-5.31306e-05,
1543.15,-0.32922,0.0431189,0.00551702,-3.2101e-05,-3.14147,-5.54704e-05,
1543.15,-0.329176,0.0431186,0.00549451,0.000176535,3.14159,1.61875e-05,
