time,x,y,z,r,p,y,
523.243,-0.32917,0.0430971,0.0154834,9.58615e-05,3.1415,6.02129e-06,
523.246,-0.329174,0.0430796,0.0154848,5.31601e-05,3.14154,-5.48104e-05,
523.255,-0.329189,0.0430968,0.0154903,-5.99105e-05,-3.14158,6.94999e-05,
523.262,-0.329178,0.0430911,0.0154947,-4.55442e-05,3.14155,-3.24419e-05,
523.265,-0.329179,0.0430786,0.0154811,-5.47312e-05,3.14154,-5.738e-05,
523.272,-0.329182,0.0430875,0.0154999,-2.23426e-05,-3.14158,-6.62397e-06,
523.275,-0.329174,0.0430969,0.015498,-0.000151806,-3.14159,-1.72687e-05,
523.283,-0.329201,0.0430961,0.0154984,-7.54542e-05,-3.14156,-3.54323e-05,
523.29,-0.329192,0.0431151,0.0155012,2.09778e-06,-3.14154,-0.000126616,
523.293,-0.329201,0.0431082,0.0154984,-1.40843e-05,-3.14155,-2.09564e-05,
523.301,-0.329186,0.0430897,0.0154862,2.7053e-06,3.14159,4.84602e-06,
523.309,-0.329189,0.0430827,0.0154946,2.98827e-05,3.14157,3.9112e-05,
523.312,-0.329168,0.0430654,0.015474,-0.000158277,3.14151,-3.622e-05,
523.318,-0.329194,0.0430891,0.0154988,-1.99503e-05,3.14157,-1.25574e-05,
523.321,-0.329185,0.0431048,0.0154922,-7.8213e-05,-3.14158,-5.17357e-05,
523.328,-0.329191,0.04309,0.0154946,-2.25241e-05,3.14157,3.95296e-05,
523.336,-0.329191,0.043113,0.0155046,-2.8375e-05,-3.14156,-3.72258e-05,
523.339,-0.329198,0.0430849,0.0155013,4.79211e-05,-3.14157,-1.90234e-06,
523.345,-0.329205,0.0431001,0.0154937,4.37e-05,-3.14152,3.91243e-05,
523.354,-0.329181,0.0430909,0.0154921,-1.48282e-05,3.14157,-6.84379e-05,
523.357,-0.329185,0.0430854,0.0155071,1.05655e-05,-3.14156,-2.13484e-05,
523.363,-0.329211,0.0430854,0.0155066,9.44342e-05,-3.14151,1.50376e-05,
523.366,-0.329175,0.0430727,0.0154954,-2.64493e-05,3.14158,1.87444e-05,
523.374,-0.329186,0.0430844,0.0154975,-4.1035e-05,3.14157,-2.61207e-05,
523.378,-0.329201,0.0430923,0.015501,-2.25053e-05,-3.14155,2.6963e-05,
523.381,-0.329178,0.0430911,0.0155034,1.56509e-05,-3.14158,4.28677e-05,
523.389,-0.329185,0.0430876,0.0155026,2.25426e-05,-3.14158,-2.6764e-05,
523.397,-0.32919,0.0430942,0.0155012,6.29542e-05,-3.14158,-1.01654e-05,
523.4,-0.329173,0.0430835,0.0154819,2.94905e-05,3.14149,-7.20274e-05,
523.407,-0.329171,0.0430976,0.0154896,-2.77601e-05,3.14156,-3.72922e-05,
523.41,-0.32919,0.0430839,0.0154883,2.92436e-05,3.14156,-1.90763e-05,
523.418,-0.329162,0.0430929,0.0154918,-9.17433e-06,3.14154,1.57232e-05,
523.423,-0.329176,0.043074,0.0154894,-6.22099e-05,3.14158,-7.33972e-05,
523.426,-0.329195,0.0430728,0.0154791,-0.000110829,3.14158,-0.000108862,
523.435,-0.329173,0.0430795,0.01549,-4.84879e-05,3.14155,-0.000101274,
523.441,-0.329187,0.0430974,0.015492,0.000108578,3.14157,2.24762e-06,
523.444,-0.329185,0.0430892,0.0154865,4.87056e-05,3.14158,-8.25432e-05,
523.451,-0.329176,0.0430719,0.0154849,-7.78052e-06,3.14157,-8.48532e-06,
523.454,-0.329163,0.0430744,0.0154791,-2.77624e-05,3.14151,-6.70604e-05,
523.462,-0.329183,0.0430921,0.0154858,-1.12731e-05,3.14156,-4.56974e-05,
523.47,-0.329198,0.0430833,0.0155011,-6.48929e-05,-3.14154,-2.56492e-05,
523.473,-0.329203,0.0430878,0.0155044,7.59967e-05,-3.14152,-5.68893e-05,
523.479,-0.329224,0.0430963,0.015507,4.88019e-05,-3.14149,-2.32745e-05,
523.488,-0.329199,0.0430746,0.0154938,-1.72348e-05,-3.14156,6.18562e-05,
523.491,-0.329188,0.0430827,0.0155034,0.000113825,-3.14158,-5.77736e-06,
523.497,-0.329178,0.0430862,0.0154832,-3.36846e-05,3.14155,-7.32577e-05,
523.5,-0.329194,0.0430873,0.0155002,6.05122e-06,3.14159,1.46399e-05,
523.508,-0.329183,0.0430828,0.0155001,-9.79374e-06,-3.14158,5.61799e-05,
523.515,-0.329182,0.0430732,0.0154929,-7.35293e-05,3.14158,1.83862e-07,
523.518,-0.329193,0.0430888,0.0154857,6.0701e-05,3.14156,-2.67123e-05,
523.526,-0.329175,0.0430914,0.0154989,6.74951e-05,3.14158,-4.16633e-05,
523.534,-0.329199,0.0430955,0.0154886,-6.28809e-05,-3.14157,6.07964e-05,
523.537,-0.329183,0.043085,0.015501,4.39811e-06,3.14159,3.34936e-05,
523.542,-0.329195,0.0430877,0.0154927,6.87753e-05,-3.14159,7.13803e-05,
523.545,-0.329178,0.0430828,0.0154867,-5.54547e-05,3.14156,-6.28046e-05,
523.553,-0.329195,0.0430992,0.0154935,3.50594e-05,3.14159,4.45903e-05,
523.559,-0.329187,0.043081,0.015487,-3.48251e-05,3.14158,3.94506e-05,
523.562,-0.329182,0.0430722,0.0154947,3.76849e-06,3.14157,-1.38116e-05,
523.57,-0.32919,0.043114,0.0155052,-1.24672e-05,-3.14156,-8.93388e-05,
523.578,-0.329205,0.0430919,0.0155078,0.000153635,-3.14155,-7.71062e-05,
523.581,-0.329197,0.0430903,0.0155098,3.00391e-05,-3.14154,-3.94182e-05,
523.587,-0.329209,0.0430858,0.0155005,1.4261e-05,-3.14154,4.14234e-06,
523.59,-0.329188,0.043076,0.0154926,-9.94818e-05,3.14158,-6.01054e-05,
523.597,-0.32919,0.0430897,0.0155069,1.126e-05,-3.14156,-1.20187e-05,
523.604,-0.3292,0.0430941,0.0154924,3.60184e-05,-3.14156,4.43281e-05,
523.608,-0.329191,0.0430968,0.0154938,-1.71085e-05,-3.14157,3.00024e-05,
523.615,-0.329176,0.0430861,0.0154975,-2.24695e-05,3.14158,-2.90788e-05,
523.623,-0.329187,0.0430793,0.0154961,-5.70223e-05,-3.14159,6.16202e-05,
523.626,-0.329171,0.0430867,0.0154908,2.16776e-05,3.14156,-3.18597e-05,
523.632,-0.329177,0.0430828,0.0155054,8.99226e-06,3.14159,1.07102e-05,
523.635,-0.329186,0.0430927,0.0155009,2.39205e-05,3.14159,3.36496e-05,
523.643,-0.329173,0.0430865,0.0154978,-4.99455e-05,3.14155,-3.93003e-05,
523.651,-0.329185,0.0430645,0.0154929,-0.000145975,3.14158,-6.88287e-05,
523.654,-0.329176,0.0430721,0.0154825,-6.68745e-05,3.14156,-4.99072e-05,
523.66,-0.329173,0.0430887,0.0154906,7.38737e-06,3.14155,-3.94721e-06,
523.663,-0.329181,0.0430835,0.0154951,-7.34288e-05,-3.14158,7.73041e-05,
523.67,-0.329211,0.0431019,0.0154957,-3.67638e-05,-3.14158,-1.18518e-05,
523.678,-0.329184,0.0430741,0.0154972,0.000107352,-3.14158,-2.20428e-05,
523.681,-0.329188,0.0431019,0.0155149,5.5579e-05,-3.14157,-0.000142594,
523.689,-0.329189,0.0430727,0.0154938,-6.8294e-05,3.14159,1.47077e-05,
523.696,-0.329178,0.0430765,0.0154769,-0.000146877,3.14151,-1.81248e-05,
523.699,-0.329191,0.043104,0.0155122,-3.12056e-06,-3.14155,-5.49649e-06,
523.706,-0.329184,0.0430879,0.0154847,1.07476e-05,-3.14156,9.58987e-05,
523.709,-0.329177,0.043091,0.0154969,8.09049e-05,3.14157,-5.54336e-06,
523.716,-0.329185,0.0430765,0.0154932,-2.91578e-05,3.14158,-5.52829e-05,
523.724,-0.329187,0.0430775,0.0154965,3.38161e-05,-3.14157,2.49577e-05,
523.727,-0.329198,0.0431017,0.0155101,-2.39815e-05,-3.14152,2.7815e-05,
523.735,-0.329183,0.0430877,0.0155058,1.79798e-05,-3.14157,1.47145e-05,
523.739,-0.329202,0.0430964,0.0154967,0.000104194,-3.14158,-2.78224e-05,
523.742,-0.329193,0.0430753,0.0155009,9.99067e-05,-3.14153,4.67331e-07,
523.749,-0.329173,0.0430769,0.0154948,-4.78978e-05,3.14156,-2.95273e-05,
523.758,-0.32921,0.0430933,0.015494,-5.76208e-05,-3.14155,2.48247e-05,
523.761,-0.329176,0.0430963,0.0154865,-2.25196e-05,3.14154,-1.83459e-06,
523.767,-0.32922,0.0430746,0.0155052,0.000177024,-3.14149,-3.05816e-05,
523.77,-0.329178,0.0430925,0.0154972,2.26546e-05,-3.14156,4.58705e-05,
523.778,-0.329199,0.043089,0.0155049,-7.37706e-05,3.14159,-2.70699e-05,
523.784,-0.329169,0.0430694,0.0154982,-0.000121381,3.14157,-1.42541e-05,
523.787,-0.329172,0.0430671,0.015502,-0.000172388,3.14158,1.27637e-05,
523.795,-0.329173,0.0430887,0.0155065,4.88165e-05,3.14157,2.23193e-05,
523.803,-0.329194,0.0430759,0.0154995,6.17521e-05,-3.14155,-4.52213e-05,
523.806,-0.329166,0.0430759,0.015475,-1.62759e-06,3.14153,-0.000102991,
523.813,-0.329187,0.0430873,0.0154931,-1.56738e-05,3.14159,-5.49526e-05,
523.816,-0.329178,0.0430847,0.015483,2.28225e-05,3.14158,-5.83978e-07,
523.824,-0.329179,0.0430566,0.0154841,-6.05894e-05,3.14155,-0.000100114,
523.83,-0.329194,0.0430996,0.0154843,5.01964e-05,3.14158,-5.30655e-05,
523.833,-0.329197,0.0430917,0.0155017,7.96698e-06,-3.14159,3.30496e-05,
523.838,-0.329188,0.0430761,0.0154952,0.000142511,-3.14158,-1.27137e-05,
523.845,-0.329191,0.0430863,0.0155083,1.49162e-05,-3.14157,-1.36157e-05,
523.848,-0.329178,0.0430933,0.0154994,2.68892e-05,3.14158,2.4916e-05,
523.855,-0.329206,0.0430866,0.0154949,0.000139593,-3.14155,-3.28368e-05,
523.858,-0.329186,0.0430797,0.0155086,-0.000100091,3.14158,4.59054e-06,
523.866,-0.329189,0.0430932,0.01551,-2.97113e-05,-3.14154,-6.95713e-05,
523.875,-0.329191,0.0431051,0.0155007,-6.66072e-05,-3.14158,-2.32041e-05,
523.878,-0.329176,0.0430889,0.015495,-8.17285e-05,3.14157,-4.15844e-06,
523.884,-0.329181,0.0430855,0.0154972,-2.24529e-05,3.14159,-2.43466e-05,
523.892,-0.329213,0.0431013,0.0154941,-3.67147e-06,-3.14156,-1.34548e-05,
523.895,-0.329177,0.0430745,0.0154904,-0.000114405,3.14153,-4.89039e-05,
523.9,-0.329216,0.0430925,0.0155053,0.000121594,-3.14151,-6.39693e-05,
523.903,-0.329181,0.0430762,0.0154964,-4.39766e-05,3.14157,-5.93053e-05,
523.911,-0.329215,0.0430911,0.0155007,0.000154586,-3.14152,-6.79143e-05,
523.919,-0.329189,0.0430954,0.0155007,-2.45808e-05,-3.14158,-3.88704e-05,
523.923,-0.329165,0.0430711,0.0154784,-4.19371e-05,3.14153,-0.000113209,
523.93,-0.329208,0.0431088,0.0155156,1.57244e-05,-3.14154,-0.00010088,
523.938,-0.329192,0.043089,0.0154886,1.79785e-05,3.14158,-3.63982e-05,
523.941,-0.329183,0.0430717,0.0155005,1.43818e-05,-3.14157,-4.17816e-07,
523.947,-0.329199,0.0430811,0.015508,4.34619e-05,-3.14153,1.58496e-05,
523.95,-0.329164,0.0430755,0.0154824,9.57996e-05,3.14154,-9.15397e-05,
