1.606e-06,0,0,0,0,0,0,0,
0.00510485,6.54042,0.954254,1.5416,1.30659,1.05767,1.51695,0.848035,
0.0102095,6.55748,0.956926,1.54176,1.30655,1.05755,1.51705,0.848036,
0.0153054,6.56788,0.95426,1.54162,1.30649,1.05751,1.51713,0.848165,
0.0203673,6.58594,0.954138,1.54163,1.30665,1.05769,1.51704,0.848005,
0.0254296,6.59686,0.95427,1.54164,1.3065,1.05771,1.51706,0.850425,
0.0304937,6.59686,0.95427,1.54164,1.3065,1.05771,1.51706,0.850425,
0.0355642,6.59686,0.95427,1.54164,1.3065,1.05771,1.51706,0.850425,
0.0406375,6.59686,0.95427,1.54164,1.3065,1.05771,1.51706,0.850425,
0.0457089,6.59686,0.95427,1.54164,1.3065,1.05771,1.51706,0.850425,
0.0507759,6.59686,0.95427,1.54164,1.3065,1.05771,1.51706,0.850425,
0.0558459,6.59686,0.95427,1.54164,1.3065,1.05771,1.51706,0.850425,
0.0609079,6.59686,0.95427,1.54164,1.3065,1.05771,1.51706,0.850425,
0.0659685,6.59686,0.95427,1.54164,1.3065,1.05771,1.51706,0.850425,
0.071047,6.61187,0.955991,1.54256,1.30538,1.05713,1.52191,0.848182,
0.076133,6.62323,0.954252,1.54159,1.30667,1.05779,1.51731,0.848053,
0.0812114,6.63241,0.954365,1.54176,1.30671,1.05766,1.51719,0.848124,
0.0863185,6.64035,0.954147,1.54177,1.30646,1.05773,1.51731,0.848159,
0.0913801,6.64035,0.954147,1.54177,1.30646,1.05773,1.51731,0.848159,
0.096441,6.64035,0.954147,1.54177,1.30646,1.05773,1.51731,0.848159,
0.101502,6.64035,0.954147,1.54177,1.30646,1.05773,1.51731,0.848159,
0.106603,6.64035,0.954147,1.54177,1.30646,1.05773,1.51731,0.848159,
0.111681,6.64842,0.954211,1.54162,1.30664,1.05765,1.51714,0.847955,
0.116834,6.65754,0.954347,1.54159,1.30654,1.05762,1.51703,0.848021,
0.121952,6.67593,0.954087,1.54145,1.30651,1.05755,1.51721,0.848063,
0.127023,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.132104,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.137211,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.142299,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.147377,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.152464,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.157539,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.162638,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.167729,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.17281,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.177889,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.182972,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.188148,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.193398,6.68686,0.954253,1.54162,1.30649,1.05752,1.51692,0.848984,
0.198614,6.69627,0.954721,1.53858,1.30682,1.05787,1.51728,0.848071,
0.203785,6.7108,0.954197,1.54188,1.30688,1.05772,1.51733,0.848028,
0.208911,6.72488,0.954215,1.54184,1.30647,1.05768,1.51725,0.848013,
0.214026,6.73193,0.954225,1.54164,1.30654,1.05772,1.51716,0.845687,
0.219166,6.73193,0.954225,1.54164,1.30654,1.05772,1.51716,0.845687,
0.224318,6.73193,0.954225,1.54164,1.30654,1.05772,1.51716,0.845687,
0.229463,6.73193,0.954225,1.54164,1.30654,1.05772,1.51716,0.845687,
0.234577,6.73193,0.954225,1.54164,1.30654,1.05772,1.51716,0.845687,
0.239684,6.73193,0.954225,1.54164,1.30654,1.05772,1.51716,0.845687,
0.244795,6.73817,0.95587,1.54261,1.30638,1.0548,1.51882,0.846248,
0.249937,6.74782,0.953685,1.54142,1.30625,1.05757,1.51708,0.848118,
0.255091,6.76592,0.954226,1.5416,1.30665,1.05763,1.51725,0.848063,
0.260248,6.77686,0.954137,1.54154,1.30648,1.05772,1.51703,0.848339,
0.265334,6.77686,0.954137,1.54154,1.30648,1.05772,1.51703,0.848339,
0.270413,6.77686,0.954137,1.54154,1.30648,1.05772,1.51703,0.848339,
0.27556,6.77686,0.954137,1.54154,1.30648,1.05772,1.51703,0.848339,
0.280761,6.77686,0.954137,1.54154,1.30648,1.05772,1.51703,0.848339,
0.285919,6.77686,0.954137,1.54154,1.30648,1.05772,1.51703,0.848339,
0.291068,6.79341,0.954242,1.54189,1.30648,1.05767,1.51695,0.848119,
0.29626,6.80436,0.954183,1.54163,1.30647,1.0578,1.51721,0.848076,
0.301459,6.82234,0.954244,1.54162,1.30654,1.05766,1.51705,0.847989,
0.306547,6.83339,0.954208,1.54169,1.30646,1.05762,1.5172,0.848154,
0.31172,6.84347,0.954212,1.54158,1.30665,1.0577,1.51719,0.848065,
0.316897,6.86145,0.95422,1.5417,1.30652,1.0576,1.51728,0.84823,
0.322025,6.87246,0.956403,1.54251,1.30657,1.05526,1.51716,0.85011,
0.327145,6.88937,0.954208,1.54167,1.30668,1.0577,1.5173,0.848014,
0.332324,6.90038,0.954318,1.5418,1.30638,1.05772,1.51716,0.847955,
0.337491,6.91536,0.954397,1.54184,1.31009,1.09355,1.51861,0.848286,
0.342643,6.91536,0.954397,1.54184,1.31009,1.09355,1.51861,0.848286,
0.347838,6.91536,0.954397,1.54184,1.31009,1.09355,1.51861,0.848286,
0.353025,6.91536,0.954397,1.54184,1.31009,1.09355,1.51861,0.848286,
0.358326,6.91536,0.954397,1.54184,1.31009,1.09355,1.51861,0.848286,
0.363495,6.91536,0.954397,1.54184,1.31009,1.09355,1.51861,0.848286,
0.36865,6.91536,0.954397,1.54184,1.31009,1.09355,1.51861,0.848286,
0.373726,6.91536,0.954397,1.54184,1.31009,1.09355,1.51861,0.848286,
0.378873,6.91536,0.954397,1.54184,1.31009,1.09355,1.51861,0.848286,
0.383947,6.92691,0.953971,1.54589,1.30639,1.0576,1.51448,0.848172,
0.389013,6.93756,0.954253,1.5418,1.30669,1.05768,1.5172,0.848107,
0.394078,6.95287,0.954142,1.54186,1.30646,1.05754,1.51702,0.847933,
0.399147,6.96692,0.954351,1.54179,1.30648,1.05778,1.51696,0.848183,
0.404223,6.98017,0.95421,1.54162,1.30658,1.05759,1.51714,0.848045,
0.40928,6.99346,0.954543,1.54177,1.30672,1.05766,1.51723,0.848228,
0.414336,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.419393,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.424459,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.429538,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.434595,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.439653,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.444718,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.449801,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.454882,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.459958,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.465036,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.470206,7.00745,0.957353,1.54238,1.30562,1.06089,1.51424,0.850165,
0.475294,7.01642,0.956916,1.53782,1.30805,1.05772,1.51438,0.846874,
0.480363,7.03485,0.954266,1.5419,1.30637,1.05773,1.51731,0.848044,
0.48542,7.04496,0.95418,1.54185,1.30656,1.05915,1.51738,0.84809,
0.490477,7.05288,0.954309,1.5416,1.3066,1.05766,1.51748,0.84797,
0.495545,7.05288,0.954309,1.5416,1.3066,1.05766,1.51748,0.84797,
0.500618,7.05288,0.954309,1.5416,1.3066,1.05766,1.51748,0.84797,
0.505675,7.05288,0.954309,1.5416,1.3066,1.05766,1.51748,0.84797,
0.510731,7.05595,0.954261,1.54183,1.30656,1.05764,1.51733,0.847943,
0.515787,7.07034,0.954301,1.5416,1.30651,1.05773,1.51731,0.847955,
0.520843,7.08345,0.954347,1.542,1.30648,1.05767,1.51728,0.848023,
