time,x,y,z,r,p,y,
3.17259,-0.329186,0.0430928,0.00549238,6.24473e-05,3.14156,-7.29763e-05,
3.1787,-0.329172,0.0430659,0.00549422,-6.67185e-05,3.14155,7.40381e-06,
3.18684,-0.329179,0.0430989,0.00548224,-5.63899e-05,3.14156,-1.73268e-05,
3.18994,-0.329182,0.0430986,0.00550271,1.66134e-05,-3.14157,-1.94535e-05,
3.19706,-0.32917,0.0430986,0.00549482,-1.20526e-05,3.14155,2.05005e-05,
3.20008,-0.32918,0.0430922,0.00550667,-3.04016e-05,3.14158,-3.94216e-05,
3.20796,-0.3292,0.0430853,0.0054875,2.32126e-05,-3.14157,8.93348e-05,
3.21503,-0.329203,0.0431009,0.00549025,7.06037e-05,-3.14158,-4.03979e-05,
3.2182,-0.329183,0.043088,0.00550453,2.47784e-05,3.14158,2.72033e-05,
3.22469,-0.329188,0.0430853,0.00548332,-7.03989e-05,3.14156,-5.7437e-05,
3.22779,-0.329176,0.0430878,0.00549379,-4.17237e-05,3.14154,-3.19556e-05,
3.23495,-0.32918,0.0430686,0.00551169,0.000140666,-3.14158,6.6547e-06,
3.24295,-0.329199,0.0430863,0.00550269,4.88386e-05,-3.14156,-4.1524e-05,
3.24598,-0.329159,0.0430748,0.00547795,-8.26737e-05,3.14152,-3.19405e-05,
3.25305,-0.329171,0.0430779,0.00549696,-3.00677e-05,3.14156,2.23417e-05,
3.26096,-0.329186,0.0430839,0.00549749,-2.10437e-06,3.14159,-5.55922e-05,
3.26423,-0.32918,0.0430884,0.00549495,-6.28477e-05,3.14157,-3.90675e-05,
3.26885,-0.329198,0.0431083,0.00550463,-9.41686e-05,-3.14154,-4.3003e-05,
3.27328,-0.329172,0.0430932,0.00550913,1.42078e-05,3.14159,4.06786e-05,
3.27657,-0.329207,0.0430832,0.00550938,9.60691e-06,-3.14154,7.5872e-06,
3.28203,-0.329179,0.0430939,0.0054961,6.82231e-05,3.14157,-2.1176e-05,
3.28995,-0.329183,0.0430891,0.00548909,5.45094e-05,3.14159,-3.38318e-05,
3.29298,-0.329174,0.0430655,0.00548613,-0.000166317,3.14155,-5.85649e-05,
3.30005,-0.329172,0.0430813,0.00548961,-1.67498e-05,3.14157,6.18173e-06,
3.30311,-0.329176,0.0430819,0.00547897,-5.70604e-05,3.14156,-8.25771e-05,
3.31099,-0.329141,0.0430591,0.00548695,-8.81867e-05,3.14147,-8.38136e-05,
3.31806,-0.329186,0.0430933,0.00550968,-3.3568e-05,-3.14155,-4.37136e-05,
3.32108,-0.329169,0.0430722,0.00548538,-3.79875e-06,3.14155,-6.83548e-05,
3.32896,-0.329184,0.0430839,0.00550281,4.49104e-06,-3.14157,2.74915e-05,
3.33199,-0.329163,0.0430818,0.00547398,-1.8035e-05,3.1415,-7.63144e-05,
3.33904,-0.329174,0.0430816,0.00549897,-8.77932e-05,3.14158,2.43301e-05,
3.34695,-0.329187,0.0430738,0.00550301,0.000147682,-3.14157,-1.53645e-05,
3.44,-0.329184,0.0430924,0.00549883,7.58015e-05,3.14158,-3.92149e-05,
3.44309,-0.329176,0.0430728,0.00549816,-6.236e-05,3.14158,3.56851e-05,
3.44704,-0.329154,0.0430848,0.00549706,-5.53712e-05,3.14153,-2.28175e-05,
3.45495,-0.32917,0.0430818,0.00549659,0.000112692,3.14155,-0.000107479,
3.45799,-0.329218,0.0431143,0.00551521,0.00010866,-3.14153,-0.00013824,
3.46505,-0.329195,0.0430908,0.0055007,0.000100819,-3.14155,-9.01747e-05,
3.46808,-0.329179,0.0430722,0.00550708,9.37371e-05,-3.14159,-4.81403e-05,
3.47595,-0.32917,0.0430897,0.00548192,-4.56298e-06,3.14153,-3.91851e-05,
3.49291,-0.329142,0.0430719,0.00547872,9.02053e-06,3.1415,-0.000148662,
3.49612,-0.329189,0.0431005,0.00550976,-7.28459e-05,-3.14158,-8.06585e-06,
3.50385,-0.329167,0.043064,0.00549222,2.17016e-05,3.14155,-4.44427e-05,
3.50829,-0.329201,0.0430958,0.00550728,-8.62544e-05,-3.14155,1.19342e-05,
3.51143,-0.329199,0.0431091,0.00551526,-5.9871e-05,-3.14153,-7.41079e-05,
3.51854,-0.329207,0.0430858,0.00551342,5.74658e-05,-3.14154,-4.30714e-06,
3.52157,-0.329179,0.0430944,0.00550102,4.2626e-05,3.14157,4.84228e-05,
3.52854,-0.329189,0.043071,0.00552441,1.10087e-05,-3.14151,4.08905e-05,
3.53589,-0.329171,0.0430873,0.00548847,-6.74912e-05,3.14154,-1.24762e-05,
3.53908,-0.329182,0.0430861,0.00549586,-0.000121213,3.14155,1.11741e-05,
3.54623,-0.329198,0.0430992,0.0055106,-2.75949e-05,-3.14153,-3.92306e-05,
3.55434,-0.329182,0.0430751,0.00548655,-2.32922e-05,3.14158,-7.16004e-05,
3.55744,-0.329176,0.0430599,0.00551175,1.19167e-05,-3.14155,5.35162e-05,
3.56455,-0.329214,0.0430931,0.00551529,4.17506e-05,-3.14151,6.57029e-06,
3.56758,-0.329179,0.0430828,0.00549382,3.66909e-05,-3.14158,0.000100274,
3.57545,-0.329201,0.043109,0.00551569,-5.89553e-05,-3.14152,-0.000111856,
3.58356,-0.329178,0.0431095,0.00550228,-9.34716e-06,-3.14158,-0.000104711,
3.58659,-0.329159,0.0430953,0.0054897,0.000123735,3.14151,-3.55161e-05,
3.59269,-0.329158,0.0430891,0.00548769,9.3451e-05,3.14153,-1.52394e-05,
3.60083,-0.329189,0.0430949,0.00549121,3.02374e-05,-3.14156,2.54511e-05,
3.60393,-0.329177,0.0430835,0.00549615,2.17449e-05,3.14157,-1.67567e-05,
3.61104,-0.329196,0.0430894,0.00550422,-3.22874e-05,-3.14158,-1.70374e-05,
3.61407,-0.329191,0.0430831,0.00549698,-3.07489e-05,3.14159,1.01081e-05,
3.62205,-0.32917,0.0430936,0.00549781,0.000102515,3.14158,-6.53256e-06,
3.63035,-0.329178,0.0430855,0.00550781,8.99516e-06,-3.14157,1.2402e-05,
3.63346,-0.329194,0.0430836,0.00550383,0.000132736,-3.14155,-1.64365e-05,
3.63962,-0.329167,0.0430865,0.00549166,5.3124e-05,3.14156,-4.82395e-05,
3.64272,-0.329177,0.0430745,0.00549624,-3.75163e-05,3.14154,6.28504e-05,
3.65087,-0.329192,0.0430785,0.00549699,0.000102124,-3.14157,-3.99057e-05,
3.65804,-0.329185,0.0430903,0.00551477,-1.67147e-05,-3.14155,4.84632e-05,
3.66107,-0.329181,0.0430889,0.00550816,-2.3812e-06,-3.14159,-4.81234e-07,
3.66916,-0.329232,0.0431035,0.00551923,6.98913e-05,-3.14143,-6.6741e-05,
3.67471,-0.329179,0.0430831,0.00548305,-6.74269e-05,3.14154,-4.47636e-05,
3.67784,-0.329176,0.0431086,0.00549445,9.72695e-06,3.14156,1.89825e-06,
3.68508,-0.329181,0.043098,0.00550196,-4.01703e-05,-3.14158,-6.57961e-05,
3.69205,-0.329188,0.0430775,0.00548151,-0.000114015,3.14158,-6.83616e-05,
3.69508,-0.329172,0.0430821,0.00549872,-8.82311e-05,3.14156,-4.6837e-05,
3.70297,-0.329173,0.0430845,0.00550093,-2.67544e-05,-3.14158,-1.10027e-05,
3.70599,-0.329166,0.0430852,0.00551212,-8.00711e-05,-3.14157,-1.15536e-05,
3.71313,-0.329165,0.0430708,0.00549249,3.99462e-05,3.14153,-7.87004e-05,
3.71976,-0.32917,0.0431009,0.00549943,-9.7831e-05,-3.14157,-3.26259e-06,
3.72289,-0.329184,0.0430915,0.0054918,4.66896e-05,3.14157,-8.90862e-05,
3.73018,-0.329174,0.0430767,0.00549057,-5.04466e-05,3.14155,5.08771e-05,
3.73736,-0.329181,0.0431059,0.00549679,5.97452e-05,3.14158,5.49435e-05,
3.74045,-0.329173,0.043084,0.0054987,1.43049e-05,3.14158,-5.38116e-05,
3.74846,-0.329198,0.0430895,0.00551579,-1.73075e-05,-3.14155,-5.4467e-05,
3.75148,-0.329181,0.0431083,0.00549466,0.000130162,3.14158,4.15866e-05,
3.75861,-0.329206,0.0431014,0.00551035,-6.13075e-05,-3.14152,-5.27174e-05,
3.76403,-0.32919,0.0430846,0.00550262,-7.37353e-05,3.14159,-8.04788e-05,
3.76708,-0.32918,0.0430697,0.00550351,6.63457e-06,-3.14159,4.28211e-05,
3.77419,-0.329179,0.0431061,0.00549572,0.000152006,3.14158,-1.1272e-05,
3.78228,-0.329168,0.0430784,0.00549642,-2.97996e-05,3.14155,-5.37125e-05,
3.78539,-0.329194,0.0430817,0.00549103,-6.95496e-05,3.14159,-5.89591e-05,
3.79254,-0.329201,0.0431109,0.00551898,-8.37724e-05,-3.14153,-0.000131823,
3.79557,-0.329177,0.0430869,0.00549208,-1.67093e-05,3.14157,2.84434e-05,
3.80351,-0.329184,0.0430812,0.00549801,0.000121546,-3.14157,7.50328e-07,
3.81148,-0.329176,0.0431085,0.00549102,2.81257e-06,3.14156,3.49337e-05,
3.81451,-0.329204,0.0431004,0.00550348,3.67858e-05,-3.14154,-2.18364e-05,
3.82062,-0.329171,0.0430735,0.00549663,-4.39364e-05,3.14154,-4.74501e-05,
3.82372,-0.329173,0.0430842,0.00550446,3.01288e-05,-3.14158,-9.33497e-06,
3.83094,-0.329208,0.0431135,0.00552613,-2.74431e-05,-3.14149,-0.000172821,
3.83895,-0.329205,0.0431134,0.00550847,-8.72496e-05,-3.14151,-9.94753e-05,
3.84197,-0.32921,0.0431058,0.0055218,4.14908e-05,-3.14147,-0.000102706,
3.84922,-0.329176,0.0430862,0.00549587,-0.00010203,3.14157,3.71601e-05,
