time,FX,FY,FZ,RX,RY,RZ,
3.17259,0.301449,-0.920536,-7.13141,-0.020791,-0.0811912,0.0749955,
3.1787,0.350878,-1.1145,-6.96773,-0.015814,-0.0826902,0.0824752,
3.18684,0.365191,-1.00305,-7.03963,-0.016682,-0.0844887,0.0795748,
3.18994,0.375199,-1.1599,-7.10635,-0.0146894,-0.0805923,0.079687,
3.19706,0.444252,-0.906208,-7.06031,-0.0179806,-0.0777974,0.0824369,
3.20008,0.482409,-1.0459,-7.11816,-0.0173147,-0.0763587,0.077861,
3.20796,0.355042,-1.17607,-6.98064,-0.0124001,-0.0816918,0.0793049,
3.21503,0.282451,-0.968042,-7.14751,-0.0195635,-0.0816397,0.0785653,
3.2182,0.298998,-1.01627,-7.04534,-0.0153673,-0.0797788,0.0832579,
3.22469,0.357169,-1.17538,-7.12033,-0.0139834,-0.0803441,0.0821043,
3.22779,0.25067,-1.24327,-7.15622,-0.010822,-0.087317,0.0820294,
3.23495,0.16636,-1.19966,-7.08178,-0.012276,-0.0866293,0.080748,
3.24295,0.230734,-1.15204,-7.11938,-0.0155112,-0.0813798,0.0795345,
3.24598,0.393534,-1.03199,-7.01688,-0.0156597,-0.0829967,0.0802881,
3.25305,0.28067,-0.906162,-7.11492,-0.0202066,-0.0858596,0.0812617,
3.26096,0.255812,-1.15855,-7.19816,-0.014573,-0.079459,0.0812808,
3.26423,0.336378,-1.16779,-7.13744,-0.0138732,-0.0840854,0.0796297,
3.26885,0.500683,-1.14224,-7.13685,-0.0126269,-0.0800722,0.0792997,
3.27328,0.373832,-1.2017,-7.05896,-0.0159709,-0.0809595,0.0777303,
3.27657,0.273099,-1.05736,-7.08685,-0.0160374,-0.0832432,0.0791264,
3.28203,0.467046,-1.16334,-7.03245,-0.0147427,-0.0790505,0.0823485,
3.28995,0.344548,-1.02682,-7.0703,-0.0148227,-0.0807129,0.0769438,
3.29298,0.380486,-1.10672,-6.87199,-0.0111207,-0.0795045,0.0790131,
3.30005,0.5005,-0.940778,-7.09414,-0.01662,-0.0765618,0.0823325,
3.30311,0.440949,-0.994321,-6.98728,-0.0161825,-0.0777395,0.0824779,
3.31099,0.503897,-1.04814,-7.02676,-0.0166573,-0.0805285,0.0798741,
3.31806,0.250831,-0.906084,-7.08398,-0.0187529,-0.0867991,0.082598,
3.32108,0.166621,-1.22337,-7.04975,-0.0112224,-0.0838327,0.0811746,
3.32896,0.388562,-1.00186,-7.00932,-0.0183683,-0.0836638,0.0768123,
3.33199,0.350058,-1.06317,-7.12078,-0.0166523,-0.0841259,0.079386,
3.33904,0.482292,-1.05297,-7.07301,-0.0156043,-0.0760635,0.0806055,
3.34695,0.433789,-1.08807,-7.03595,-0.0137523,-0.080702,0.0796635,
3.44,0.399266,-1.07722,-7.01328,-0.0155985,-0.0811221,0.0792135,
3.44309,0.451917,-1.0648,-7.12114,-0.0160257,-0.0786997,0.0812008,
3.44704,0.426347,-1.10657,-7.18638,-0.0160726,-0.0802599,0.0815274,
3.45495,0.432507,-1.01634,-7.0493,-0.0183619,-0.0799637,0.07653,
3.45799,0.480266,-1.10655,-7.07908,-0.0136074,-0.0817424,0.0805698,
3.46505,0.557137,-1.09013,-7.05264,-0.0161372,-0.0774502,0.078874,
3.46808,0.318813,-1.22609,-7.11711,-0.0106773,-0.0826547,0.0779017,
3.47595,0.470786,-1.13967,-7.10911,-0.0143868,-0.0811887,0.0823698,
3.49291,0.520114,-1.1959,-7.16439,-0.013861,-0.0779583,0.078773,
3.49612,0.417415,-0.9709,-7.23561,-0.0171668,-0.0806188,0.0768702,
3.50385,0.256325,-1.09176,-7.10169,-0.0147489,-0.083642,0.0809129,
3.50829,0.30829,-0.917023,-7.03532,-0.0196495,-0.0809405,0.0794214,
3.51143,0.0323343,-1.12432,-7.0226,-0.0167709,-0.0880588,0.0779522,
3.51854,0.431902,-1.06159,-7.02579,-0.0145303,-0.0794548,0.0809544,
3.52157,0.200768,-1.06422,-7.05314,-0.0190789,-0.0825388,0.0839809,
3.52854,0.195666,-1.04426,-7.13694,-0.0162971,-0.0829726,0.0816816,
3.53589,0.315037,-1.14261,-7.03587,-0.016854,-0.0843173,0.0797634,
