Relative_Time(s),Ard_Micros,CH1(V),CH2(V),CH3(V),CH4(V),CH5(V),CH6(V)
0.154663,384855239,1.49710256,1.46391052,0.84258864,0.95398616,1.29717067,1.06496466
0.162571,384863147,1.49717230,1.46399813,0.84230135,0.95409464,1.29730300,1.06473995
0.165595,384866171,1.49699646,1.46386045,0.84258626,0.95420074,1.29739419,1.06462491
0.173556,384874132,1.49692553,1.46410602,0.84235559,0.95394384,1.29729227,1.06472028
0.176628,384877204,1.49705726,1.46411973,0.84249626,0.95419299,1.29736737,1.06488241
0.182732,384883308,1.49700659,1.46407145,0.84245513,0.95407199,1.29715399,1.06487406
0.190841,384891417,1.49700183,1.46398800,0.84215949,0.95384192,1.29727915,1.06474412
0.193945,384894521,1.49702567,1.46398085,0.84255169,0.95416974,1.29733697,1.06467439
0.201114,384901690,1.49695235,1.46387833,0.84238599,0.95400822,1.29715637,1.06447292
0.204145,384904721,1.49714667,1.46415072,0.84230195,0.95409703,1.29731313,1.06471253
0.212080,384912656,1.49690825,1.46398800,0.84250937,0.95395338,1.29830674,1.06210364
0.218261,384918837,1.50236863,1.46031099,0.84492932,0.95443975,1.29694298,1.06607271
0.221605,384922181,1.50151867,1.46970528,0.84286581,0.95394384,1.29846231,1.06186760
0.226077,384926653,1.49995047,1.46505075,0.84255229,0.95334124,1.29850999,1.06810702
0.230627,384931203,1.49877805,1.46492379,0.84039400,0.95604908,1.29707650,1.06783582
0.233860,384934436,1.49691719,1.46422582,0.84254096,0.95407617,1.29743055,1.06467140
0.241053,384941629,1.49718362,1.46389025,0.84239255,0.95385801,1.29748121,1.06484903
0.249068,384949644,1.49716812,1.46393197,0.84258626,0.95401596,1.29737273,1.06478942
0.252095,384952671,1.49689215,1.46400708,0.84247182,0.95426809,1.29724160,1.06486929
0.259141,384959717,1.49691957,1.46377998,0.84239135,0.95142733,1.29718617,1.06463922
0.262248,384962824,1.49429518,1.46194952,0.84156821,0.95350217,1.29681424,1.06427921
0.269624,384970200,1.49663049,1.46350640,0.84225545,0.95404756,1.29730538,1.06484843
0.277558,384978134,1.49705487,1.46398264,0.84237884,0.95389616,1.29718498,1.06470121
0.280582,384981158,1.49703282,1.46410781,0.84250758,0.95412146,1.29717365,1.06467915
0.287653,384988229,1.49674493,1.46393913,0.84250937,0.95385801,1.29730955,1.06480194
0.295566,384996142,1.49712044,1.46386462,0.84246288,0.95408570,1.29732088,1.06462789
0.298594,384999170,1.49703163,1.46381038,0.84242116,0.95407497,1.29751579,1.06469525
0.305660,385006236,1.49268109,1.46886843,0.84020803,0.95688116,1.29809157,1.06415940
0.309041,385009617,1.50228161,1.46510976,0.84135006,0.95725369,1.29426018,1.06661154
0.317273,385017849,1.50284904,1.46406787,0.84240864,0.95410120,1.29732028,1.06478942
0.323504,385024080,1.49706143,1.46399158,0.84248255,0.95388901,1.29721240,1.06469823
0.326570,385027146,1.49692494,1.46417397,0.84253977,0.95406961,1.29727915,1.06464220
0.334565,385035141,1.49692672,1.46421152,0.84239791,0.95393431,1.29736856,1.06480969
0.341648,385042224,1.49712282,1.46370190,0.84239612,0.95396113,1.29720346,1.06490029
0.344681,385045257,1.49694580,1.46406906,0.84241758,0.95412385,1.29444495,1.06469405
0.351711,385052287,1.49696964,1.46415847,0.84229718,0.95413219,1.29729525,1.06485678
0.354827,385055403,1.49686831,1.46418231,0.84237824,0.95411014,1.29732147,1.06472624
0.362205,385062781,1.49724382,1.46385330,0.84249089,0.95403742,1.29753963,1.06486035
0.370097,385070673,1.49702328,1.46416026,0.84242831,0.95400881,1.29736677,1.06463683
0.373133,385073709,1.49671334,1.46391826,0.84239076,0.95407974,1.29721419,1.06462730
0.380135,385080711,1.49699765,1.46402913,0.84243486,0.95426750,1.29708723,1.06483591
0.383171,385083747,1.49742025,1.46415489,0.84253381,0.95409822,1.29737691,1.06460822
0.391063,385091639,1.49702805,1.46384257,0.84234009,0.95389556,1.29810110,1.06284333
0.398231,385098807,1.50207776,1.46060127,0.84436784,0.95448327,1.29553155,1.06773747
0.401599,385102175,1.49706084,1.46413523,0.84253858,0.95419776,1.29718975,1.06462014
0.408831,385109407,1.49693805,1.46387535,0.84237228,0.95405948,1.29725531,1.06504513
0.416942,385117518,1.49732727,1.46420139,0.84236036,0.95420134,1.29742042,1.06474055
0.420048,385120624,1.49703222,1.46397310,0.84247897,0.95410954,1.29742578,1.06490565
0.427166,385127742,1.49701911,1.46395284,0.84235440,0.95399033,1.29732863,1.06469465
0.430189,385130765,1.49733978,1.46400350,0.84250341,0.95394742,1.29742697,1.06446517
0.438065,385138641,1.49710792,1.46416562,0.84233950,0.95403981,1.30119458,1.06543792
0.445478,385146054,1.49744171,1.46678823,0.84000896,0.95599305,1.29734532,1.06484307
0.448625,385149201,1.49701971,1.46409052,0.84251771,0.95406424,1.29743174,1.06485141
0.455830,385156406,1.49684387,1.46393495,0.84234486,0.95400702,1.29730180,1.06490506
0.463944,385164520,1.49696606,1.46420973,0.84252368,0.95400047,1.29760340,1.06478108
0.467052,385167628,1.49717647,1.46391350,0.84229479,0.95399331,1.29740194,1.06472207
0.474166,385174742,1.49692434,1.46381276,0.84238837,0.95386457,1.29703776,1.06470538
0.477185,385177761,1.49724680,1.46413403,0.84252427,0.95398318,1.29746453,1.06460942
0.485058,385185634,1.49723607,1.46914976,0.84212254,0.95394086,1.29739181,1.06472565
0.489331,385189907,1.49696726,1.46394747,0.84230016,0.95397663,1.29736201,1.06490148
0.492494,385193070,1.49687606,1.46420973,0.84271501,0.95400226,1.29757956,1.06471253
0.499757,385200333,1.49692076,1.46402317,0.84240089,0.95409762,1.29719750,1.06461001
0.507878,385208454,1.49723726,1.46419245,0.84241341,0.95403802,1.29726008,1.06465054
0.510984,385211560,1.49690646,1.46397548,0.84244679,0.95418107,1.29722193,1.06465293
0.518138,385218714,1.49701136,1.46401363,0.84235559,0.95385026,1.29701570,1.06471968
0.521175,385221751,1.49714547,1.46436172,0.84249328,0.95386934,1.29725889,1.06473101
0.529064,385229640,1.49696070,1.46397012,0.84230135,0.95726621,1.29726545,1.06484009
0.534138,385234714,1.49692136,1.46399694,0.84237347,0.95399808,1.29721180,1.06478346
0.537210,385237786,1.49708587,1.46402674,0.84097395,0.95261883,1.29627422,1.06423808
0.544501,385245077,1.49629372,1.46356183,0.84214697,0.95385265,1.29721538,1.06504095
0.552553,385253129,1.49713117,1.46403330,0.84246586,0.95413637,1.29743353,1.06466246
0.555580,385256156,1.49733442,1.46383422,0.84238122,0.95407915,1.29738346,1.06464041
0.562652,385263228,1.49715561,1.46379667,0.84245573,0.95388305,1.29736558,1.06473459
0.565675,385266251,1.49699885,1.46421510,0.84256361,0.95403742,1.29743234,1.06487883
0.573565,385274141,1.49692911,1.46397370,0.84255288,0.95391046,1.30194203,1.06490684
0.579673,385280249,1.50205570,1.46626252,0.84228347,0.95398974,1.29741625,1.06478883
0.582823,385283399,1.49709481,1.46382588,0.84239493,0.95428121,1.29732386,1.06479538
0.589221,385289797,1.49728912,1.46396893,0.84250699,0.95393848,1.29716531,1.06458736
0.592292,385292868,1.49707693,1.46396237,0.84247242,0.95389735,1.29722193,1.06474353
0.600430,385301006,1.49702150,1.46395045,0.84237347,0.95400345,1.29750088,1.06484605
0.607601,385308177,1.49703878,1.46379906,0.84240387,0.95390331,1.29735426,1.06468511
0.610633,385311209,1.49697202,1.46431940,0.84243486,0.95407259,1.29745439,1.06479538
0.618559,385319135,1.49714011,1.46391469,0.84251950,0.95424246,1.30167261,1.06276227
0.624655,385325231,1.50265712,1.46050113,0.84379147,0.95537972,1.29821614,1.06321049
0.627977,385328553,1.49592656,1.46137255,0.84356199,0.95450890,1.29469291,1.06797112
0.632570,385333146,1.50222200,1.46053332,0.84347556,0.95445167,1.29385308,1.06398416
0.640885,385341461,1.49627048,1.46374720,0.84032903,0.95268559,1.29977540,1.06534971
0.644114,385344690,1.49774390,1.46406191,0.84250341,0.95412623,1.29726902,1.06472922
0.650163,385350739,1.49711269,1.46404463,0.84257315,0.95406424,1.29733459,1.06483949
0.653200,385353776,1.49705309,1.46393197,0.84231446,0.95403921,1.29723326,1.06463326
0.660166,385360742,1.49702328,1.46415847,0.84258268,0.95406424,1.29746751,1.06489850
0.668071,385368647,1.49710673,1.46403986,0.84239553,0.95415484,1.29734472,1.06461836
0.671129,385371705,1.49677414,1.46387058,0.84250341,0.95402669,1.29749373,1.06473637
0.677228,385377804,1.49727899,1.46391648,0.84257196,0.95404398,1.29739777,1.06469405
0.680336,385380912,1.49732727,1.46394687,0.84238956,0.95407140,1.29727796,1.06488002
0.688472,385389048,1.49707395,1.46391767,0.84237645,0.95406722,1.29739777,1.06446398
0.695641,385396217,1.49698216,1.46390336,0.84249447,0.95413041,1.29742340,1.06476022
0.698665,385399241,1.49707335,1.46428960,0.84253560,0.95411491,1.29747823,1.06465472
0.706573,385407149,1.49709898,1.46386283,0.84235797,0.95412445,1.29726545,1.06488539
0.714569,385415145,1.49729806,1.46392840,0.84258686,0.95403146,1.29739360,1.06471790
0.717631,385418207,1.49690706,1.46371620,0.84240447,0.95414411,1.29745558,1.06500340
0.723716,385424292,1.49708348,1.46393078,0.84235619,0.95398557,1.29721895,1.06475366
0.726818,385427394,1.49714607,1.46398025,0.84248314,0.95400762,1.29745737,1.06472803
0.734901,385435477,1.49706441,1.46378952,0.84239135,0.95385920,1.29758910,1.06485976
0.742098,385442674,1.49719137,1.46399635,0.84241996,0.95395159,1.29715279,1.06473637
0.745126,385445702,1.49694222,1.46395760,0.84259282,0.95418286,1.29753724,1.06475724
0.753065,385453641,1.49694401,1.46397250,0.84253202,0.95408093,1.29742221,1.06860591
0.756111,385456687,1.49536270,1.46901565,0.84003995,0.95555496,1.29760638,1.06486274
0.762275,385462851,1.49717945,1.46421390,0.84240804,0.95407378,1.29749314,1.06484128
0.768588,385469164,1.49732012,1.46404403,0.84258268,0.95395338,1.29742757,1.06472266
0.771616,385472192,1.49675268,1.46413582,0.84260593,0.95418226,1.29742280,1.06467796
0.779562,385480138,1.49715859,1.46382409,0.84229420,0.95387947,1.29742697,1.06482638
0.786651,385487227,1.49704832,1.46396297,0.84238003,0.95399808,1.29731730,1.06459213
0.789679,385490255,1.49693805,1.46379786,0.84241877,0.95399868,1.29734949,1.06496764
0.797574,385498150,1.49697024,1.46405416,0.84247957,0.95396411,1.29734114,1.06461716
0.800601,385501177,1.50227267,1.46922069,0.84298502,0.95455241,1.29619137,1.06313837
0.807080,385507656,1.49307030,1.46689969,0.84296177,0.95448386,1.29754261,1.06443001
0.812699,385513275,1.49553734,1.46111983,0.84133397,0.95105481,1.30121485,1.06541110
0.815986,385516562,1.49735886,1.46408277,0.84252070,0.95398259,1.29731969,1.06468094
0.824107,385524683,1.49730641,1.46384495,0.84234188,0.95406007,1.29752890,1.06490804
0.831156,385531732,1.49716157,1.46402555,0.84257494,0.95396351,1.29725054,1.06461061
0.834193,385534769,1.49707156,1.46385926,0.84244082,0.95404338,1.29736856,1.06482876
0.842076,385542652,1.49691659,1.46389025,0.84239255,0.95387172,1.29715875,1.06475783
0.845099,385545675,1.49708766,1.46405118,0.84248672,0.95409822,1.29725054,1.06475604
0.850490,385551066,1.49711150,1.46408158,0.84242414,0.95426034,1.29732207,1.06465889
0.857783,385558359,1.49708945,1.46394091,0.84230433,0.95403861,1.29727379,1.06470061
0.860890,385561466,1.49718183,1.46399396,0.84245692,0.95405590,1.29740134,1.06474889
0.869007,385569583,1.49706382,1.46379965,0.84237824,0.95425796,1.29751996,1.06464220
0.876141,385576717,1.49687129,1.46407979,0.84233354,0.95407080,1.29726843,1.06469107
0.879165,385579741,1.49718958,1.46404165,0.84261010,0.95406365,1.29740790,1.06461836
0.887061,385587637,1.49717826,1.46400827,0.84232758,0.95402133,1.29733041,1.06479181
0.890092,385590668,1.49821895,1.46020072,0.84498475,0.95293354,1.29732386,1.06477691
0.895381,385595957,1.49717170,1.46407204,0.84242473,0.95405828,1.29752532,1.06500698
0.902704,385603280,1.49705249,1.46419245,0.84250877,0.95406305,1.29716769,1.06488419
0.905788,385606364,1.49674195,1.46402734,0.84230671,0.95398259,1.29728869,1.06461240
0.913900,385614476,1.49720865,1.46398919,0.84241818,0.95406186,1.29726068,1.06463981
0.921092,385621668,1.49715441,1.46402734,0.84242294,0.95400881,1.29720584,1.06467617
0.924124,385624700,1.49674493,1.46395105,0.84249208,0.95400941,1.29733161,1.06481982
0.932045,385632621,1.49713951,1.46391350,0.84233532,0.95387411,1.29727558,1.06470478
0.935080,385635656,1.49723905,1.46399396,0.84246347,0.95404577,1.29740909,1.06470300
0.943104,385643680,1.49695772,1.46381872,0.84232281,0.95406901,1.29745856,1.06475008
0.949229,385649805,1.49718779,1.46402794,0.84234188,0.95403504,1.29727439,1.06482042
0.952332,385652908,1.49699706,1.46398025,0.84258209,0.95411014,1.29727439,1.06466962
0.960469,385661045,1.49710017,1.46400111,0.84247420,0.95405471,1.29733936,1.06484068
0.967650,385668226,1.49733084,1.46380680,0.84246824,0.95424544,1.29716352,1.06486035
0.970673,385671249,1.49703163,1.46403271,0.84237586,0.95409405,1.29717723,1.06481148
0.978572,385679148,1.49701196,1.46377641,0.84234188,0.95390808,1.30202249,1.06449378
0.981619,385682195,1.49680155,1.46418708,0.84250937,0.95402848,1.29741625,1.06463683
1.033187,385733763,1.49710673,1.46410900,0.84252666,0.95412802,1.29757003,1.06474055
1.036211,385736787,1.49680752,1.46386462,0.84235261,0.95411431,1.29710392,1.06475128
1.040150,385740726,1.49695593,1.46395164,0.84229897,0.95392715,1.29750982,1.06482280
1.048047,385748623,1.49714667,1.46396356,0.84243248,0.95393013,1.29716293,1.06483711
1.051074,385751650,1.49690050,1.46386224,0.84252189,0.95404159,1.29716889,1.06482340
1.058142,385758718,1.49696606,1.46381098,0.84219287,0.95401358,1.29720167,1.06469763
1.061174,385761750,1.49730819,1.46398621,0.84254156,0.95402133,1.29750684,1.06478406
1.069069,385769645,1.49690527,1.46406668,0.84232221,0.95759165,1.29455761,1.06567336
1.163298,385863874,1.50312203,1.46499174,0.84273766,0.95345628,1.30202130,1.06209172
1.167655,385868231,1.50148469,1.46513480,0.84018360,0.95571768,1.29831091,1.06351925
1.176023,385876599,1.49318474,1.46625715,0.84092269,0.95435988,1.29734293,1.06417728
1.179268,385879844,1.50121588,1.45994383,0.84319006,0.95450293,1.29410998,1.06709255
1.183808,385884384,1.49282652,1.46513360,0.84246467,0.95409345,1.29733995,1.06479657
1.191051,385891627,1.49694699,1.46387118,0.84235261,0.95403504,1.29742697,1.06463445
1.194078,385894654,1.49732727,1.46420615,0.84258507,0.95404100,1.29715756,1.06472565
1.202066,385902642,1.49699289,1.46404165,0.84241818,0.95398914,1.29753069,1.06481148
1.208451,385909027,1.49701732,1.46384853,0.84231566,0.95399451,1.29734055,1.06460882
1.211540,385912116,1.49688858,1.46408277,0.84251116,0.95416319,1.29744664,1.06499565
1.218741,385919317,1.49701256,1.46396058,0.84228585,0.95412743,1.29726187,1.06467319
1.226846,385927422,1.49692911,1.46380978,0.84257315,0.95413160,1.29732565,1.06473578
1.229943,385930519,1.49694878,1.46405297,0.84246109,0.95423591,1.29724637,1.06460703
1.237116,385937692,1.49696547,1.46386700,0.84229241,0.95397722,1.29717425,1.06466544
1.240143,385940719,1.49706680,1.46412867,0.84247838,0.95407617,1.29727319,1.06461895
1.248052,385948628,1.49687904,1.46393078,0.84235678,0.95402014,1.29813925,1.06271876
1.253274,385953850,1.50155443,1.46005290,0.84518741,0.95446836,1.29594163,1.06755865
1.256534,385957110,1.49320918,1.46425145,0.84248255,0.95402133,1.29741386,1.06471074
1.263843,385964419,1.49712282,1.46385568,0.84243308,0.95406901,1.29740373,1.06473578
1.271957,385972533,1.49699348,1.46390336,0.84244202,0.95406603,1.29730300,1.06476260
1.275060,385975636,1.49695712,1.46386283,0.84253738,0.95399153,1.29726127,1.06462253
1.282137,385982713,1.49686831,1.46377581,0.84233950,0.95401477,1.29728631,1.06476856
1.285164,385985740,1.49726468,1.46393078,0.84258030,0.95402133,1.29737452,1.06464756
1.293063,385993639,1.49693745,1.46399635,0.84229956,0.95396947,1.30103306,1.06548978
1.300505,386001081,1.49761218,1.46146971,0.84237943,0.95399153,1.29713491,1.06468929
1.303631,386004207,1.49714190,1.46420735,0.84249805,0.95417869,1.29737810,1.06452359
1.310839,386011415,1.49695295,1.46387535,0.84241877,0.95412802,1.29717306,1.06478167
1.318918,386019494,1.49718004,1.46406251,0.84239553,0.95401537,1.29734174,1.06469465
1.322027,386022603,1.49683076,1.46407979,0.84234188,0.95425021,1.29721776,1.06461657
1.329131,386029707,1.49668533,1.46396833,0.84232460,0.95412743,1.29722313,1.06464876
1.332163,386032739,1.49716037,1.46394687,0.84244679,0.95426154,1.29740313,1.06474651
1.340062,386040638,1.49692613,1.46859604,0.83989928,0.95487189,1.30197183,1.06275750
1.346469,386047045,1.49788815,1.46880823,0.84243248,0.95407676,1.29740909,1.06463505
1.349564,386050140,1.49714428,1.46432715,0.84252248,0.95427167,1.29715995,1.06465293
1.356825,386057401,1.49686414,1.46385449,0.84238241,0.95387649,1.29726068,1.06480671
1.364933,386065509,1.49707514,1.46393793,0.84234963,0.95388066,1.29728571,1.06473101
1.368050,386068626,1.49676698,1.46404045,0.84251235,0.95409047,1.29725233,1.06467081
1.375156,386075732,1.49691361,1.46385628,0.84228764,0.95401179,1.29721955,1.06468273
1.378175,386078751,1.49724919,1.46420914,0.84230433,0.95400226,1.29707292,1.06491638
1.385132,386085708,1.49676698,1.46587866,0.83997736,0.95650804,1.29506842,1.06681598
1.389583,386090159,1.49714369,1.46573621,0.84258566,0.95421385,1.29725233,1.06461061
1.392752,386093328,1.49697143,1.46400827,0.84259639,0.95398318,1.29726008,1.06463922
1.400065,386100641,1.49704057,1.46400648,0.84237109,0.95396888,1.29736558,1.06486214
1.408057,386108633,1.49708647,1.46397489,0.84242354,0.95427286,1.29721955,1.06461955
1.411080,386111656,1.49692136,1.46402496,0.84253738,0.95410001,1.29721836,1.06485618
1.418156,386118732,1.49689692,1.46375554,0.84243725,0.95407319,1.29708067,1.06449796
1.421187,386121763,1.49760443,1.46401184,0.84258864,0.95404398,1.29743890,1.06466902
1.429050,386129626,1.49695712,1.46397906,0.84243367,0.95612299,1.29882053,1.06534434
1.435482,386136058,1.49679023,1.46409827,0.84245275,0.95402729,1.29707292,1.06472207
1.438561,386139137,1.49702984,1.46416384,0.84251295,0.95417272,1.29712299,1.06483055
1.444786,386145362,1.49716693,1.46404284,0.84240208,0.95410656,1.29724697,1.06486572
1.452899,386153475,1.49697858,1.46398621,0.84242712,0.95383298,1.29718081,1.06460822
1.456009,386156585,1.49698037,1.46385389,0.84246586,0.95410358,1.29727558,1.06465412
1.463148,386163724,1.49700361,1.46413403,0.84236095,0.95398557,1.29720942,1.06461657
1.466167,386166743,1.49704832,1.46394568,0.84240447,0.95394861,1.29729525,1.06467856
1.474074,386174650,1.49682242,1.46398919,0.84234725,0.95735442,1.29746453,1.06481088
1.480178,386180754,1.49715263,1.46392482,0.84243069,0.95412266,1.29739896,1.06479419
1.483198,386183774,1.49723548,1.46398383,0.84258626,0.95406603,1.29760638,1.06472803
1.490288,386190864,1.49702805,1.46402973,0.84236334,0.95394504,1.29728154,1.06486572
1.498435,386199011,1.49706382,1.46402674,0.84230254,0.95401418,1.29733340,1.06483889
1.501540,386202116,1.49693567,1.46420914,0.84237407,0.95416676,1.29729286,1.06465114
1.508634,386209210,1.49691063,1.46387833,0.84240804,0.95389497,1.29744605,1.06459988
1.511661,386212237,1.49689931,1.46413225,0.84229420,0.95405590,1.29744962,1.06478465
1.519553,386220129,1.49713236,1.46407562,0.84518800,0.95140886,1.29840389,1.06893493
1.524918,386225494,1.49883288,1.46494644,0.84024439,0.95676434,1.29370526,1.06581283
1.528138,386228714,1.49820048,1.46486359,0.84368954,0.95152091,1.30025223,1.06547905
1.532702,386233278,1.49659175,1.46155434,0.84175358,0.95126879,1.30179063,1.06479359
1.538279,386238855,1.49706322,1.46415728,0.84232221,0.95412325,1.29729227,1.06489492
1.541361,386241937,1.49694520,1.46400469,0.84258924,0.95405709,1.29736439,1.06474949
1.549487,386250063,1.49711746,1.46397847,0.84228585,0.95408332,1.29717485,1.06468035
1.556636,386257212,1.49674791,1.46386820,0.84231267,0.95385444,1.29723028,1.06475783
1.559673,386260249,1.49691957,1.46400708,0.84248672,0.95409524,1.30112664,1.06176627
1.566703,386267279,1.50297302,1.46509486,0.84216247,0.95441353,1.29735545,1.06466127
1.569917,386270493,1.49702924,1.46395701,0.84245573,0.95425498,1.29708723,1.06447471
1.576177,386276753,1.49701494,1.46407085,0.84240804,0.95406663,1.29737273,1.06480909
1.583139,386283715,1.49702448,1.46380263,0.84232400,0.95404756,1.29717842,1.06472386
1.586163,386286739,1.49701971,1.46419721,0.84254454,0.95403027,1.29732743,1.06462670
1.594062,386294638,1.49695235,1.46388191,0.84242414,0.95403206,1.29721478,1.06476856
1.597085,386297661,1.49723488,1.46415609,0.84240923,0.95403504,1.29727975,1.06466664
1.604151,386304727,1.49694580,1.46408635,0.84243725,0.95398557,1.29742221,1.06629980
1.611195,386311771,1.50168258,1.46379786,0.84246645,0.95400762,1.29703597,1.06466902
1.614318,386314894,1.49690765,1.46382409,0.84257315,0.95395219,1.29758373,1.06462611
1.621614,386322190,1.49693507,1.46365481,0.84231506,0.95397245,1.29732565,1.06480790
1.629541,386330117,1.49725276,1.46406132,0.84250043,0.95404934,1.29716889,1.06461240
1.632559,386333135,1.49699169,1.46388250,0.84250281,0.95402789,1.29753903,1.06448901
1.639640,386340216,1.49719077,1.46390873,0.84235619,0.95390212,1.29720525,1.06463624
1.642667,386343243,1.49684030,1.46408873,0.84246407,0.95410120,1.29714981,1.06465650
1.650562,386351138,1.49715859,1.46388191,0.84242116,0.95394205,1.29726545,1.06215728
1.656715,386357291,1.49969178,1.46529513,0.84274958,0.95403981,1.29724160,1.06471849
1.659960,386360536,1.49697739,1.46391052,0.84252189,0.95401894,1.29752890,1.06471670
1.667271,386367847,1.49696904,1.46389621,0.84246467,0.95407676,1.29716173,1.06464577
1.670375,386370951,1.49707693,1.46401184,0.84232221,0.95408213,1.29746691,1.06479955
1.678503,386379079,1.49709123,1.46401780,0.84236393,0.95428061,1.29734114,1.06473816
1.685624,386386200,1.49710375,1.46377402,0.84246645,0.95389974,1.29715875,1.06453253
1.688656,386389232,1.49711388,1.46393317,0.84250103,0.95391166,1.29741327,1.06483711
1.696555,386397131,1.49694222,1.46389800,0.84229241,0.95398557,1.29714147,1.06456888
1.704627,386405203,1.49381298,1.46353918,0.84394644,0.95464360,1.29819707,1.06254769
1.707944,386408520,1.49992126,1.46778541,0.84249924,0.95402193,1.29721836,1.06462134
1.713437,386414013,1.49689156,1.46407085,0.84243367,0.95400881,1.29731551,1.06489373
1.721550,386422126,1.49724978,1.46397489,0.84258507,0.95392894,1.29731551,1.06478525
1.724577,386425153,1.49688679,1.46384912,0.84234486,0.95403146,1.29738942,1.06466306
1.731654,386432230,1.49702030,1.46420198,0.84240327,0.95410001,1.29722074,1.06469286
1.734682,386435258,1.49690050,1.46421927,0.84249983,0.95402789,1.29721717,1.06462253
1.742567,386443143,1.49707633,1.46394747,0.84237645,0.95402550,1.29726485,1.06489433
1.747697,386448273,1.49314064,1.46850603,0.84010730,0.95568251,1.29819409,1.06334520
1.751021,386451597,1.50149483,1.46706897,0.84395180,0.95134270,1.30242602,1.06537414
1.756485,386457061,1.49789411,1.46126109,0.84394048,0.95108282,1.30037264,1.06487823
1.763845,386464421,1.49721998,1.46404165,0.84244917,0.95402789,1.29741029,1.06451882
1.766949,386467525,1.49717706,1.46413284,0.84250103,0.95418107,1.29746631,1.06483472
1.775056,386475632,1.49693447,1.46402198,0.84231625,0.95428419,1.29719154,1.06474472
1.778083,386478659,1.49711448,1.46387893,0.84236990,0.95406186,1.29716531,1.06469048
1.785152,386485728,1.49715859,1.46394866,0.84229658,0.95385205,1.29649297,1.06238378
1.793091,386493667,1.49410742,1.46965819,0.84290336,0.95375668,1.29928128,1.06197608
1.796328,386496904,1.49920422,1.46513420,0.84215055,0.95563721,1.30179182,1.06320692
1.800937,386501513,1.49697977,1.46406608,0.84246407,0.95408987,1.29752592,1.06487406
1.806337,386506913,1.49705487,1.46397787,0.84238778,0.95401358,1.29722074,1.06468929
1.809483,386510059,1.49691480,1.46413105,0.84244619,0.95409643,1.29744009,1.06460703
1.817556,386518132,1.49701494,1.46403807,0.84256063,0.95403325,1.29717246,1.06481744
1.824639,386525215,1.49723071,1.46385449,0.84236811,0.95390212,1.29723088,1.06446338
1.827662,386528238,1.49691242,1.46402913,0.84234486,0.95403563,1.29740730,1.06472326
1.835611,386536187,1.50197405,1.45998734,0.84419976,0.95455360,1.29405514,1.06871439
1.838818,386539394,1.49302500,1.46922546,0.84027002,0.95522177,1.29812673,1.06199218
1.844259,386544835,1.50208074,1.45983296,0.84474872,0.95445406,1.29752413,1.06489731
1.851838,386552414,1.49729091,1.46406668,0.84242950,0.95406544,1.29730955,1.06453491
