Relative_Time(s),Ard_Micros,CH1(V),CH2(V),CH3(V),CH4(V),CH5(V),CH6(V)
8.417280,393117856,1.49589974,1.46309989,0.84203849,0.95376086,1.29712776,1.06471074
8.420424,393121000,1.49676698,1.46398979,0.84256063,0.95409166,1.29715697,1.06458379
8.427564,393128140,1.49705726,1.46363335,0.84248314,0.95389199,1.29731551,1.06493307
8.435522,393136098,1.49715501,1.46377939,0.84274183,0.95402967,1.29737333,1.06473876
8.438551,393139127,1.49690765,1.46372455,0.84241281,0.95422100,1.29736916,1.06499446
8.444665,393145241,1.49693388,1.46416086,0.84241221,0.95411193,1.29719571,1.06473339
8.447770,393148346,1.49714369,1.46908599,0.84047506,0.95707190,1.29836396,1.06437755
8.456091,393156667,1.49373132,1.46381992,0.84254931,0.95401894,1.29736558,1.06482936
8.462103,393162679,1.49719793,1.46412807,0.84233652,0.95407020,1.29718438,1.06445742
8.465140,393165716,1.49722654,1.46383482,0.84248553,0.95416855,1.29740611,1.06467200
8.473015,393173591,1.49692732,1.46404463,0.84235738,0.95408630,1.29716233,1.06467379
8.476092,393176668,1.49729568,1.46393674,0.84263871,0.95404994,1.29757837,1.06477810
8.482188,393182764,1.49711925,1.46406370,0.84258626,0.95392239,1.29737512,1.06487525
8.490286,393190862,1.49694759,1.46399813,0.84229539,0.95389735,1.29735545,1.06469405
8.493426,393194002,1.49689752,1.46706062,0.84294866,0.95213007,1.30097047,1.06178952
8.500002,393200578,1.50159079,1.46490174,0.84178398,0.95741343,1.29735426,1.06462849
8.506095,393206671,1.49703342,1.46422582,0.84232579,0.95397007,1.29733518,1.06462014
8.509118,393209694,1.49684983,1.46382707,0.84246645,0.95399808,1.29732684,1.06486154
8.517004,393217580,1.49712700,1.46378654,0.84234367,0.95410895,1.29718021,1.06472088
8.520070,393220646,1.49719673,1.46403926,0.84269116,0.95402967,1.29734830,1.06482101
8.526212,393226788,1.49705249,1.46392482,0.84240983,0.95408272,1.29732267,1.06488956
8.534340,393234916,1.49701732,1.46399933,0.84246645,0.95401120,1.29729525,1.06455398
8.537440,393238016,1.49691778,1.46488684,0.84239731,0.95412027,1.29740671,1.06485618
8.545539,393246115,1.49710733,1.46382170,0.84240387,0.95391523,1.29742101,1.06481624
8.551578,393252154,1.49704057,1.46406191,0.84242056,0.95391225,1.29728929,1.06470836
8.554607,393255183,1.49688739,1.46385449,0.84238778,0.95415484,1.29740134,1.06481684
8.562500,393263076,1.49689156,1.46390038,0.84241162,0.95411312,1.29739896,1.06474531
8.565553,393266129,1.49688798,1.46409648,0.84251295,0.95424544,1.29730955,1.06479479
8.571670,393272246,1.49692196,1.46402198,0.84242056,0.95408391,1.29715339,1.06486333
8.579777,393280353,1.49703759,1.46407562,0.84250043,0.95402193,1.29731730,1.06463743
8.582885,393283461,1.49688441,1.46387416,0.84267924,0.95398735,1.29726366,1.06476975
8.590059,393290635,1.49679738,1.46404701,0.84238182,0.95394682,1.29707888,1.06464756
8.593082,393293658,1.49715918,1.46419304,0.84241221,0.95388841,1.29731790,1.06481803
8.600997,393301573,1.49709123,1.46389502,0.84244440,0.95408213,1.29735247,1.06483115
8.608075,393308651,1.49676996,1.46389025,0.84236811,0.95412146,1.29709140,1.06482340
8.611137,393311713,1.49733442,1.46405416,0.84253262,0.95421862,1.29759327,1.06463922
8.618216,393318792,1.49719137,1.46389979,0.84247897,0.95400464,1.29720405,1.06471372
8.621316,393321892,1.49710375,1.46419423,0.84241818,0.95404338,1.29736618,1.06445921
8.627501,393328077,1.49692553,1.46379667,0.84229897,0.95581603,1.29438177,1.06829179
8.635547,393336123,1.49796742,1.46188098,0.84547709,0.95124733,1.30027369,1.06543256
8.638778,393339354,1.49633485,1.46953660,0.84302078,0.95391941,1.29936830,1.06463385
8.647126,393347702,1.49717766,1.46402376,0.84247838,0.95405054,1.29732624,1.06478406
8.653093,393353669,1.49673063,1.46401900,0.84253262,0.95398497,1.29715816,1.06467975
8.656151,393356727,1.49704593,1.46401900,0.84258090,0.95408987,1.29738048,1.06466366
8.663234,393363810,1.49708348,1.46385806,0.84236990,0.95384371,1.29738048,1.06480790
8.671368,393371944,1.49716574,1.46395403,0.84236393,0.95386636,1.29737035,1.06475604
8.674470,393375046,1.49680811,1.46401363,0.84180902,0.95423769,1.29744784,1.06475247
8.682493,393383069,1.49697083,1.46398502,0.84240566,0.95400822,1.29723445,1.06445862
8.685521,393386097,1.49677294,1.46398264,0.84255288,0.95376324,1.29716293,1.06446636
8.692588,393393164,1.49696070,1.46377819,0.84238599,0.95392537,1.29744068,1.06483889
8.700500,393401076,1.49734098,1.46421271,0.84253858,0.95384430,1.29739300,1.06463981
8.703558,393404134,1.49692851,1.46366196,0.84230195,0.95424544,1.29733697,1.06504691
8.709682,393410258,1.49714726,1.46399277,0.84242890,0.95401596,1.29734770,1.06445981
8.712798,393413374,1.49700898,1.46421986,0.84251295,0.95385503,1.29732982,1.06224907
8.720988,393421564,1.49865347,1.46496909,0.83994160,0.95549476,1.30011753,1.06190396
8.729086,393429662,1.50183696,1.46506267,0.84280084,0.95183026,1.30059377,1.06377555
8.732373,393432949,1.49712223,1.46400588,0.84248314,0.95400702,1.29721419,1.06472624
8.738517,393439093,1.49715263,1.46379488,0.84249983,0.95412862,1.29735485,1.06480850
8.746490,393447066,1.49712759,1.46387058,0.84229956,0.95403683,1.29730121,1.06466127
8.749562,393450138,1.49691361,1.46373587,0.84245155,0.95407438,1.29731909,1.06501890
8.754666,393455242,1.49698335,1.46397548,0.84236632,0.95395874,1.29715697,1.06471730
8.757765,393458341,1.49703163,1.46396416,0.84254275,0.95398855,1.29732028,1.06488002
8.764961,393465537,1.49714011,1.46188694,0.84002684,0.95589590,1.29850880,1.06502665
8.772371,393472947,1.49714726,1.46419602,0.84250162,0.95403921,1.29741327,1.06476618
8.775469,393476045,1.49706680,1.46417754,0.84231208,0.95409107,1.29740254,1.06467439
8.782579,393483155,1.49695057,1.46385449,0.84239493,0.95410954,1.29717723,1.06496347
8.790495,393491071,1.49716812,1.46407085,0.84240685,0.95401596,1.29736320,1.06464458
8.793553,393494129,1.49698812,1.46388727,0.84249745,0.95421385,1.29734412,1.06496883
8.799674,393500250,1.49717170,1.46402138,0.84252070,0.95402789,1.29716591,1.06460763
8.802782,393503358,1.49676937,1.46408277,0.84236155,0.95400345,1.29735664,1.06468631
8.809982,393510558,1.49682897,1.46228808,0.84238360,0.95407438,1.29734591,1.06470538
8.818003,393518579,1.49716574,1.46394807,0.84245573,0.95408034,1.29731909,1.06461240
8.821030,393521606,1.49694103,1.46403330,0.84245632,0.95408570,1.29718021,1.06470478
8.828072,393528648,1.49685997,1.46378475,0.84236393,0.95412146,1.29713551,1.06475008
8.831104,393531680,1.49722117,1.46408456,0.84251414,0.95412981,1.29715399,1.06449378
8.839033,393539609,1.49673718,1.46387952,0.84239076,0.95406424,1.29745856,1.06471134
8.845163,393545739,1.49710017,1.46385032,0.84254454,0.95393133,1.29737393,1.06460465
8.848268,393548844,1.49701077,1.46381396,0.84247480,0.95400822,1.29667119,1.06543077
8.856484,393557060,1.49789292,1.46102803,0.84162424,0.95625054,1.29821256,1.06070352
8.861036,393561612,1.50114971,1.46340626,0.84361980,0.95436286,1.29772440,1.06225980
8.864257,393564833,1.50097746,1.45999926,0.84251652,0.95406842,1.29739360,1.06463326
8.872447,393573023,1.49697322,1.46393019,0.84230791,0.95399033,1.29715279,1.06483889
8.879578,393580154,1.49710017,1.46378296,0.84250460,0.95378470,1.29716650,1.06468511
8.882640,393583216,1.49682838,1.46409708,0.84243367,0.95428419,1.29733399,1.06487585
8.889718,393590294,1.49712163,1.46384674,0.84231089,0.95401537,1.29744188,1.06471253
8.892820,393593396,1.49693269,1.46403390,0.84229658,0.95413458,1.29719094,1.06197966
8.901000,393601576,1.49924356,1.46469849,0.84103356,0.95152628,1.29150525,1.06667829
8.907601,393608177,1.49685937,1.46378594,0.84219049,0.95369589,1.29687861,1.06458736
8.910745,393611321,1.49700958,1.46394926,0.84248672,0.95408630,1.29740552,1.06472266
8.917938,393618514,1.49689692,1.46392661,0.84256182,0.95394265,1.29755751,1.06484545
8.926008,393626584,1.49695057,1.46394330,0.84240029,0.95383953,1.29738406,1.06468809
8.929066,393629642,1.49661797,1.46400350,0.84253440,0.95411074,1.29760698,1.06479181
8.935160,393635736,1.49733621,1.46388608,0.84231148,0.95398676,1.29739836,1.06469942
8.938264,393638840,1.49706620,1.46378952,0.84250043,0.95399689,1.29710809,1.06542183
8.946478,393647054,1.49771470,1.46095174,0.84190140,0.95402967,1.30170301,1.06455994
8.952825,393653401,1.49720806,1.46388846,0.84258984,0.95397186,1.29739658,1.06488479
8.955927,393656503,1.49714547,1.46404284,0.84219466,0.95403027,1.29728273,1.06472922
8.963070,393663646,1.49697977,1.46392005,0.84238897,0.95402491,1.29751638,1.06474174
8.970988,393671564,1.49709898,1.46397072,0.84244381,0.95397484,1.29718260,1.06456173
8.974054,393674630,1.49687010,1.46384435,0.84251175,0.95403265,1.29754201,1.06466246
8.980165,393680741,1.49690944,1.46377700,0.84245453,0.95394861,1.29722849,1.06465770
8.983274,393683850,1.49712580,1.46406906,0.84237824,0.95401358,1.29737750,1.06479002
8.990539,393691115,1.49730343,1.45973402,0.84438811,0.95415127,1.29773751,1.06468631
8.998538,393699114,1.49691242,1.46380740,0.84244082,0.95405054,1.29734114,1.06473339
9.001561,393702137,1.49694639,1.46412211,0.84252725,0.95409405,1.29748241,1.06468750
9.008597,393709173,1.49691600,1.46395343,0.84236334,0.95389079,1.29737631,1.06483472
9.016477,393717053,1.49709123,1.46400111,0.84231983,0.95404756,1.29735783,1.06470657
9.019545,393720121,1.49702626,1.46394509,0.84252070,0.95421206,1.29753724,1.06511606
9.025660,393726236,1.49728495,1.46402138,0.84242354,0.95399570,1.29722432,1.06447948
9.028763,393729339,1.49681526,1.46406906,0.84247420,0.95406782,1.29829720,1.06426967
9.037012,393737588,1.50040764,1.46020489,0.84526668,0.95454108,1.29910067,1.06528951
9.045089,393745665,1.49345177,1.46777171,0.84154974,0.95745813,1.29738704,1.06466008
9.048252,393748828,1.49705428,1.46401065,0.84256182,0.95422577,1.29741088,1.06478704
9.053471,393754047,1.49712044,1.46401482,0.84237168,0.95396113,1.29734949,1.06484009
9.061490,393762066,1.49714428,1.46383363,0.84248910,0.95411670,1.29733459,1.06490148
9.064548,393765124,1.49697858,1.46384912,0.84239016,0.95427226,1.29745916,1.06477869
9.070703,393771279,1.49691004,1.46403986,0.84234844,0.95396709,1.29743293,1.06479359
9.073818,393774394,1.49686533,1.46411794,0.84241758,0.95135998,1.29844621,1.06508625
9.082046,393782622,1.49324375,1.46433788,0.84367881,0.95448863,1.29490987,1.06335414
9.089570,393790146,1.49583179,1.46313029,0.84210823,0.95360708,1.29685417,1.06438411
9.092594,393793170,1.49683732,1.46399754,0.84228585,0.95403802,1.29724697,1.06476677
9.100489,393801065,1.49705726,1.46389383,0.84245990,0.95408630,1.29729286,1.06490029
9.107572,393808148,1.49746138,1.46377819,0.84232936,0.95397186,1.29735903,1.06454624
9.110635,393811211,1.49707574,1.46428424,0.84239553,0.95424663,1.29746631,1.06490804
9.117713,393818289,1.49715799,1.46396595,0.84242473,0.95383417,1.29754618,1.06473757
9.120809,393821385,1.49679142,1.46656948,0.84003757,0.95771324,1.29838423,1.06369210
9.129030,393829606,1.50045532,1.46029609,0.84422658,0.95455300,1.29508392,1.06325877
9.137243,393837819,1.49582523,1.46307307,0.84201704,0.95377337,1.29714922,1.06470300
9.140372,393840948,1.49698335,1.46390634,0.84249924,0.95406126,1.29733280,1.06490863
9.147506,393848082,1.49701971,1.46394866,0.84241937,0.95412743,1.29720286,1.06485260
9.155483,393856059,1.49704176,1.46407502,0.84234605,0.95404100,1.29737989,1.06467558
9.158546,393859122,1.49709839,1.46369534,0.84239791,0.95412266,1.29733161,1.06482817
9.163692,393864268,1.49696308,1.46392005,0.84230850,0.95407080,1.29750923,1.06466902
9.166782,393867358,1.49703759,1.46532136,0.84289144,0.95127236,1.30173758,1.06474174
9.175069,393875645,1.50024134,1.46485763,0.84124337,0.95724296,1.29754142,1.06486870
9.181389,393881965,1.49704534,1.46408993,0.84254692,0.95398735,1.29730598,1.06468035
9.184499,393885075,1.49691957,1.46417158,0.84248076,0.95428180,1.29729525,1.06473041
9.192501,393893077,1.49699169,1.46378594,0.84249685,0.95392894,1.29736320,1.06475962
9.199582,393900158,1.49711210,1.46378117,0.84255467,0.95389497,1.29719750,1.06476260
9.202640,393903216,1.49697500,1.46418529,0.84252666,0.95427763,1.29740075,1.06479896
9.209723,393910299,1.49712044,1.46393257,0.84237526,0.95403623,1.29712955,1.06467260
9.212833,393913409,1.49701256,1.46418708,0.84240208,0.95407378,1.29752413,1.06466366
9.220941,393921517,1.49719197,1.46371263,0.84238360,0.95397245,1.29743115,1.06483234
9.228068,393928644,1.49695474,1.46409469,0.84241758,0.95405352,1.29721419,1.06472922
9.231103,393931679,1.49699408,1.46407622,0.84254215,0.95412623,1.29740671,1.06489731
9.238989,393939565,1.49679023,1.46416741,0.84242235,0.95403802,1.29723743,1.06468571
9.242016,393942592,1.49732190,1.46398204,0.84217439,0.95406663,1.29726425,1.06479896
9.249117,393949693,1.49710256,1.46394330,0.84252904,0.95399093,1.29773871,1.06471134
9.256178,393956754,1.49710375,1.46407324,0.84231804,0.95383417,1.29732624,1.06487227
9.259268,393959844,1.49690229,1.46381038,0.84237288,0.95386338,1.29744247,1.06481624
9.267415,393967991,1.49713653,1.46380263,0.84242473,0.95398795,1.29727439,1.06498671
9.274597,393975173,1.49715620,1.46403747,0.84248076,0.95405292,1.29730359,1.06463326
9.277629,393978205,1.49712878,1.46396714,0.84249566,0.95416319,1.29731849,1.06481028
9.285513,393986089,1.49706203,1.46397847,0.84234665,0.95407438,1.29731194,1.06474889
9.288531,393989107,1.49713415,1.46394628,0.84251593,0.95386516,1.29744903,1.06449617
9.295611,393996187,1.49718302,1.46386998,0.84245811,0.95407974,1.29738823,1.06487168
9.302672,394003248,1.49695653,1.46415370,0.84247301,0.95402550,1.29736141,1.06486274
9.305763,394006339,1.49657208,1.46068471,0.84287236,0.95184934,1.30005316,1.06423868
9.311447,394012023,1.49429637,1.46748441,0.84278594,0.95164489,1.30116538,1.06344295
9.319774,394020350,1.49523753,1.46267014,0.84205041,0.95353674,1.29706935,1.06434716
9.322890,394023466,1.49691182,1.46390575,0.84252189,0.95412564,1.29744545,1.06460822
9.329050,394029626,1.49697500,1.46423000,0.84237407,0.95402908,1.29719928,1.06468035
9.332077,394032653,1.49711567,1.46414297,0.84248672,0.95383238,1.29724518,1.06481386
9.340039,394040615,1.49679977,1.46387177,0.84234188,0.95397245,1.29749790,1.06490684
9.346167,394046743,1.49712700,1.46400290,0.84235619,0.95387887,1.29732565,1.06468571
9.349256,394049832,1.49698931,1.46393674,0.84416280,0.95581305,1.29827276,1.06202794
9.356607,394057183,1.50238055,1.46055179,0.84398101,0.95450890,1.29548923,1.06275452
9.361137,394061713,1.49697977,1.46401482,0.84250997,0.95407319,1.29738823,1.06479777
9.364264,394064840,1.49705368,1.46395403,0.84245930,0.95411789,1.29741267,1.06481803
9.371483,394072059,1.49700361,1.46397012,0.84237943,0.95402669,1.29736141,1.06505228
9.379481,394080057,1.49705964,1.46397131,0.84229122,0.95390689,1.29728869,1.06469703
9.382535,394083111,1.49696308,1.46366375,0.84242175,0.95422279,1.29716114,1.06481267
9.388699,394089275,1.49710375,1.46390634,0.84239970,0.95400464,1.29725114,1.06488002
9.391800,394092376,1.49693507,1.46589058,0.84295939,0.95164906,1.30078033,1.06204046
9.400083,394100659,1.50170881,1.46473187,0.84248970,0.95387947,1.29748718,1.06471432
9.406364,394106940,1.49729329,1.46395880,0.84241162,0.95409762,1.29728929,1.06472207
9.409477,394110053,1.49701196,1.46418589,0.84246109,0.95403623,1.29722670,1.06464399
9.417504,394118080,1.49710017,1.46405953,0.84256838,0.95401239,1.29727141,1.06489671
9.424586,394125162,1.49714309,1.46394687,0.84236930,0.95383834,1.29736916,1.06472147
9.427653,394128229,1.49696368,1.46406549,0.84240387,0.95244181,1.29559592,1.06398834
9.434941,394135517,1.49623829,1.46335679,0.84213446,0.95370006,1.29708008,1.06449796
9.437998,394138574,1.49712163,1.46415191,0.84244559,0.95406067,1.29728988,1.06487048
9.446014,394146590,1.49707216,1.46385032,0.84236393,0.95399212,1.29733518,1.06490863
9.453071,394153647,1.49717766,1.46399873,0.84239374,0.95411968,1.29712836,1.06475664
9.456094,394156670,1.49715084,1.46386343,0.84246109,0.95411431,1.29741207,1.06489254
9.463997,394164573,1.49705547,1.46403747,0.84235976,0.95386695,1.29717902,1.06472147
9.467033,394167609,1.49715680,1.46407979,0.84242354,0.95385622,1.29742221,1.06468988
9.474122,394174698,1.49733144,1.46394628,0.84252904,0.95395278,1.29742995,1.06483353
9.480169,394180745,1.49714488,1.46404820,0.84258805,0.95402014,1.29738287,1.06475604
9.483288,394183864,1.49702030,1.46411377,0.84295283,0.95395100,1.30021707,1.06201006
9.489537,394190113,1.50186139,1.46496909,0.84106575,0.95696580,1.29368738,1.06799317
9.497030,394197606,1.49356085,1.46954137,0.84402392,0.95399749,1.29732982,1.06472743
9.500125,394200701,1.49707335,1.46403330,0.84258507,0.95416498,1.29733578,1.06465889
9.507094,394207670,1.49693567,1.46402555,0.84248255,0.95402669,1.29734770,1.06449021
9.510121,394210697,1.49722475,1.46396237,0.84238837,0.95405650,1.29715160,1.06471611
9.518055,394218631,1.49680632,1.46401304,0.84228347,0.95411550,1.29749612,1.06477214
9.524177,394224753,1.49707395,1.46402019,0.84241996,0.95398497,1.29716650,1.06461061
9.527283,394227859,1.49690706,1.46397489,0.84519218,0.95264923,1.30200878,1.06537891
9.535532,394236108,1.49810392,1.46155434,0.84239195,0.95412802,1.29716114,1.06290532
9.541780,394242356,1.49540263,1.46282035,0.84182749,0.95364999,1.29697458,1.06459928
9.544891,394245467,1.49676222,1.46367508,0.84248672,0.95414411,1.29744188,1.06475068
9.552964,394253540,1.49686414,1.46388131,0.84237705,0.95412862,1.29723862,1.06472565
9.556005,394256581,1.49706322,1.46415430,0.84241519,0.95404756,1.29726485,1.06474174
9.563112,394263688,1.49681407,1.46400827,0.84250103,0.95388126,1.29758850,1.06481207
9.569166,394269742,1.49722594,1.46384137,0.84255586,0.95403325,1.29740611,1.06462491
9.572267,394272843,1.49699825,1.46398800,0.84232638,0.95398974,1.29738466,1.06462014
9.579641,394280217,1.49685580,1.46401006,0.84248553,0.95425677,1.29723803,1.06285585
9.586805,394287381,1.49499553,1.46240729,0.84195624,0.95352184,1.29672960,1.06447292
9.589904,394290480,1.49677473,1.46352905,0.84246944,0.95412504,1.29727200,1.06490863
9.598001,394298577,1.49701315,1.46400827,0.84235261,0.95411372,1.29744009,1.06468690
9.601028,394301604,1.49712044,1.46382469,0.84238956,0.95410418,1.29740730,1.06472684
9.608128,394308704,1.49704057,1.46388906,0.84241460,0.95390748,1.29748718,1.06484485
9.615185,394315761,1.49720508,1.46380621,0.84240327,0.95406722,1.29741803,1.06478525
9.618291,394318867,1.49687666,1.46407741,0.84251116,0.95403563,1.29735783,1.06474591
9.626405,394326981,1.49689871,1.46388667,0.84241818,0.95407915,1.29728750,1.06480730
9.633570,394334146,1.49720448,1.46382230,0.84243069,0.95395457,1.29743413,1.06470538
9.636607,394337183,1.49713236,1.46389025,0.84229837,0.95417034,1.29754142,1.06477214
9.644491,394345067,1.49691600,1.46405059,0.84248255,0.95389199,1.29726902,1.06463862
9.647519,394348095,1.49691659,1.46402198,0.84247599,0.95408213,1.29744664,1.06471253
9.654621,394355197,1.49696845,1.46398323,0.84240268,0.95387828,1.29725114,1.06479598
9.661690,394362266,1.49715799,1.46403688,0.84242592,0.95426332,1.29722074,1.06478048
9.664793,394365369,1.49718839,1.46395999,0.84258924,0.95411610,1.29720346,1.06464697
9.672049,394372625,1.49679619,1.46398860,0.84238480,0.95390391,1.29710571,1.06464518
9.675072,394375648,1.49732369,1.46396654,0.84230671,0.95408511,1.29736737,1.06466604
9.682991,394383567,1.49711627,1.46401780,0.84256659,0.95401716,1.29758135,1.06489254
9.690068,394390644,1.49710256,1.46383303,0.84229479,0.95406424,1.29703954,1.06472266
9.693091,394393667,1.49713117,1.46396297,0.84245632,0.95412862,1.29756108,1.06475545
9.746612,394447188,1.49696130,1.46396237,0.84239195,0.95407378,1.29737452,1.06464577
9.749647,394450223,1.49694163,1.46245139,0.84193299,0.95354449,1.29670993,1.06437040
9.753829,394454405,1.49683136,1.46371084,0.84220241,0.95143031,1.29982189,1.06191648
9.762043,394462619,1.50041658,1.46512287,0.84180306,0.95697891,1.29377023,1.06818391
9.765271,394465847,1.50266188,1.46484750,0.84548960,0.95451068,1.29736260,1.06224430
9.770957,394471533,1.50231379,1.46244722,0.84554563,0.95430147,1.30044833,1.06636418
9.775281,394475857,1.50057811,1.46510976,0.84151755,0.95722448,1.29712836,1.06472863
9.778514,394479090,1.49709779,1.46401006,0.84254156,0.95385682,1.29742757,1.06451762
9.785597,394486173,1.49691838,1.46383959,0.84241400,0.95410656,1.29740969,1.06506301
9.792669,394493245,1.49691540,1.46420377,0.84246884,0.95410418,1.29723862,1.06471253
9.795775,394496351,1.49699587,1.46394091,0.84245573,0.95495891,1.29835204,1.06209052
9.804026,394504602,1.50170523,1.46002668,0.84555517,0.95455598,1.29593567,1.06828345
9.807243,394507819,1.49711388,1.46379846,0.84244202,0.95400524,1.29734353,1.06466544
9.813475,394514051,1.49710196,1.46403092,0.84240268,0.95401477,1.29730478,1.06488777
9.821492,394522068,1.49705666,1.46401006,0.84241341,0.95393907,1.29720703,1.06463028
9.824516,394525092,1.49713415,1.46417158,0.84256540,0.95396470,1.29718796,1.06452061
9.831626,394532202,1.49696130,1.46404939,0.84240387,0.95393371,1.29737810,1.06484128
9.838691,394539267,1.49718422,1.46401840,0.84249745,0.95396232,1.29717604,1.06475247
9.841793,394542369,1.49703103,1.46382588,0.84245334,0.95417988,1.29736797,1.06481744
9.849870,394550446,1.49699587,1.46396058,0.84247659,0.95400881,1.29731969,1.06473101
9.852975,394553551,1.49720687,1.46406787,0.84234129,0.95385801,1.29729465,1.06471074
9.860071,394560647,1.49667996,1.46380442,0.84225724,0.95391702,1.29753665,1.06474233
9.867983,394568559,1.49708885,1.46403986,0.84236632,0.95407974,1.29732088,1.06476022
9.871006,394571582,1.49693507,1.46380442,0.84257970,0.95398557,1.29699901,1.06471611
9.878117,394578693,1.49711567,1.46379667,0.84240029,0.95404398,1.29719511,1.06459153
9.881152,394581728,1.49716336,1.46410662,0.84249745,0.95404457,1.29734353,1.06460822
9.888254,394588830,1.49677414,1.46382170,0.84243010,0.95386755,1.29744247,1.06457544
9.895631,394596207,1.49690586,1.46420377,0.84232519,0.95407080,1.29751996,1.06485916
9.898744,394599320,1.49718183,1.46393197,0.84247003,0.95404398,1.29732624,1.06472326
9.906828,394607404,1.49707156,1.46381932,0.84245692,0.95409703,1.29732147,1.06480850
9.914018,394614594,1.49692494,1.46393138,0.84236513,0.95403385,1.29723922,1.06475783
9.917046,394617622,1.49678248,1.46394330,0.84244738,0.95408809,1.29738823,1.06478525
9.925023,394625599,1.49714428,1.46402138,0.84218333,0.95383238,1.29707113,1.06448842
9.928046,394628622,1.49738330,1.46396416,0.84265957,0.95405113,1.29745260,1.06462849
9.934167,394634743,1.49706262,1.46395880,0.84255467,0.95130813,1.29742578,1.06471551
9.941449,394642025,1.49721462,1.46422642,0.84256421,0.95393133,1.29735247,1.06467140
9.944502,394645078,1.49716812,1.46415847,0.84250818,0.95399808,1.29739836,1.06464160
9.952501,394653077,1.49711388,1.46381336,0.84239791,0.95396172,1.29723624,1.06499744
9.959586,394660162,1.49711210,1.46401184,0.84229062,0.95407974,1.29719273,1.06470836
9.962618,394663194,1.49703103,1.46421271,0.84258984,0.95412564,1.29744307,1.06480969
10.016027,394716603,1.49677891,1.46388012,0.84243129,0.95412683,1.29709974,1.06474174
10.019050,394719626,1.49684745,1.46404463,0.84241519,0.95404994,1.29718319,1.06462730
10.023077,394723653,1.49680811,1.46392601,0.84242712,0.95396947,1.29716889,1.06756223
10.026116,394726692,1.49826366,1.45996350,0.84470580,0.95519494,1.29820183,1.06221748
10.032283,394732859,1.50186735,1.45998376,0.84539722,0.95241379,1.30193189,1.06195999
10.040078,394740654,1.49937469,1.46496790,0.84284375,0.95174205,1.30001024,1.06217218
10.044633,394745209,1.49936277,1.46501618,0.84043155,0.95747125,1.29422859,1.06780959
10.047928,394748504,1.49800736,1.46454113,0.84252189,0.95417511,1.29729763,1.06482995
10.055122,394755698,1.49731773,1.46399217,0.84250043,0.95410478,1.29735545,1.06472326
10.058153,394758729,1.49425226,1.46215337,0.84172617,0.95348250,1.29673258,1.06451703
10.065477,394766053,1.49674731,1.46383601,0.84217380,0.95736992,1.29705266,1.06552912
10.073594,394774170,1.49785835,1.46064776,0.84469030,0.95129978,1.29956857,1.06616927
10.076834,394777410,1.49692196,1.46409887,0.84249983,0.95398139,1.29721836,1.06485856
10.082976,394783552,1.49677592,1.46404284,0.84231923,0.95405113,1.29753665,1.06476737
10.090977,394791553,1.49709779,1.46397787,0.84230552,0.95393967,1.29740254,1.06475247
10.094000,394794576,1.49675626,1.46401184,0.84247540,0.95418226,1.29732445,1.06491042
10.101107,394801683,1.49718124,1.46390992,0.84234665,0.95405590,1.29742578,1.06469882
10.104135,394804711,1.49725336,1.46393793,0.84264288,0.95406186,1.29738585,1.06472982
10.111235,394811811,1.49675745,1.46397489,0.84240208,0.95408034,1.30190030,1.06258107
10.119458,394820034,1.49933535,1.46503168,0.84234844,0.95615518,1.29723803,1.06462849
10.122619,394823195,1.49718541,1.46399217,0.84244321,0.95399987,1.29721180,1.06481744
10.128588,394829164,1.49703819,1.46396178,0.84248195,0.95410001,1.29715339,1.06486870
10.136494,394837070,1.49707574,1.46379131,0.84249507,0.95395517,1.29742876,1.06481803
10.139522,394840098,1.49692732,1.46382767,0.84237347,0.95404636,1.29751281,1.06474591
10.146597,394847173,1.49695355,1.46378654,0.84251533,0.95405948,1.29732982,1.06479657
10.149629,394850205,1.49712104,1.46413701,0.84258090,0.95405292,1.29730061,1.06482042
10.156725,394857301,1.49703878,1.46405893,0.84231506,0.95411431,1.29722313,1.06548262
10.164875,394865451,1.49808127,1.46047669,0.84448288,0.95334899,1.30209938,1.06488121
10.168090,394868666,1.49689931,1.46404582,0.84247897,0.95421028,1.29725293,1.06466962
10.174075,394874651,1.49702150,1.46404761,0.84230791,0.95403683,1.29733816,1.06450213
10.177112,394877688,1.49710852,1.46418231,0.84253977,0.95408272,1.29740373,1.06463087
10.184999,394885575,1.49692911,1.46404403,0.84234546,0.95390748,1.29733578,1.06476081
10.192113,394892689,1.49712282,1.46403509,0.84248076,0.95389079,1.29731015,1.06468392
10.195141,394895717,1.49730223,1.46382290,0.84265838,0.95408987,1.29753724,1.06468213
10.202224,394902800,1.49702805,1.46401900,0.84242116,0.95395398,1.29716233,1.06465472
10.210362,394910938,1.49712759,1.46403151,0.84244619,0.95402669,1.29718498,1.06483115
10.213466,394914042,1.49701554,1.46402794,0.84240327,0.95421564,1.29733697,1.06459869
10.220569,394921145,1.49701971,1.46389263,0.84250460,0.95383655,1.29725114,1.06465948
10.223597,394924173,1.49718422,1.46414953,0.84261845,0.95404398,1.29737393,1.06473101
10.231492,394932068,1.49694401,1.46399635,0.84232817,0.95412087,1.29743055,1.06462789
10.238611,394939187,1.49710375,1.46406191,0.84237824,0.95399987,1.29726068,1.06490506
10.241647,394942223,1.49676937,1.46403271,0.84235142,0.95241916,1.29558698,1.06381846
