Relative_Time(s),Ard_Micros,CH1(V),CH2(V),CH3(V),CH4(V),CH5(V),CH6(V)
3.910562,69114606,0.95571708,1.53334517,1.29151240,1.04486955,1.50129157,0.84895561
3.913625,69117669,0.95590007,1.53393466,1.29173771,1.04501319,1.50119323,0.84912787
3.920745,69124789,0.95585536,1.53354723,1.29157737,1.04483021,1.50137800,0.84933053
3.928872,69132916,0.95655453,1.53333503,1.28926829,1.04295803,1.50514501,0.84932755
3.932139,69136183,0.95616769,1.53096933,1.29174665,1.04210330,1.50312382,0.84736715
3.940462,69144506,0.95409762,1.53496045,1.29060939,1.04472650,1.49876136,0.84915827
3.948782,69152826,0.95607531,1.53355498,1.29153505,1.04506445,1.50133508,0.84908674
3.951881,69155925,0.95596981,1.53352636,1.29171983,1.04492975,1.50123853,0.84900866
3.958053,69162097,0.95573258,1.53357405,1.29133180,1.04492498,1.50111574,0.84906767
3.961125,69165169,0.95596504,1.53365869,1.29180566,1.04488206,1.50154609,0.84888290
3.968220,69172264,0.95595014,1.53321046,1.29151121,1.04498041,1.50220293,0.84677110
3.976456,69180500,0.95457565,1.53109092,1.29189328,1.04478312,1.50120693,0.84894488
3.979564,69183608,0.95600855,1.53369385,1.29179791,1.04489220,1.50159675,0.84888170
3.985570,69189614,0.95581126,1.53338749,1.29157916,1.04467822,1.50116223,0.84923635
3.993484,69197528,0.95586967,1.53358597,1.29165724,1.04483915,1.50134641,0.84904204
3.996511,69200555,0.95595490,1.53353709,1.29156784,1.04504121,1.50156218,0.84894608
4.003551,69207595,0.95581185,1.53346259,1.29156366,1.04489816,1.50127667,0.84887038
4.006618,69210662,0.95594120,1.53352577,1.29152015,1.04531479,1.50119263,0.84927152
4.013714,69217758,0.95592212,1.53339047,1.29165546,1.04493034,1.50122541,0.84767292
4.020131,69224175,0.95337283,1.53721589,1.28848985,1.04703141,1.50480825,0.84909390
4.023415,69227459,0.95606636,1.53396327,1.29171685,1.04482067,1.50133091,0.84892581
4.030549,69234593,0.95591974,1.53328437,1.29152433,1.04478610,1.50133985,0.84911416
4.038465,69242509,0.95593941,1.53358001,1.29153923,1.04497803,1.50158900,0.84891747
4.041489,69245533,0.95569503,1.53338272,1.29158155,1.04504240,1.50132555,0.84898661
4.048566,69252610,0.95592391,1.53333325,1.29155353,1.04483021,1.50130767,0.84889243
4.051633,69255677,0.95587980,1.53082389,1.28995017,1.04392303,1.50048214,0.84862362
4.058917,69262961,0.95558655,1.53311450,1.29142181,1.04473007,1.49994749,0.85026036
4.064323,69268367,0.95623385,1.53889078,1.29152492,1.04454053,1.49786907,0.84982286
4.067562,69271606,0.95551323,1.53377015,1.29177824,1.04465497,1.50120634,0.84889541
4.074555,69278599,0.95589351,1.53339225,1.29163519,1.04478491,1.50118309,0.84910045
4.082473,69286517,0.95600020,1.53379578,1.29159764,1.04491246,1.50127786,0.84896515
4.085496,69289540,0.95586073,1.53347332,1.29145042,1.04507399,1.50147516,0.84898601
4.092572,69296616,0.95585775,1.53360862,1.29139200,1.04492021,1.50121588,0.84882389
4.095639,69299683,0.95591497,1.53072554,1.28988997,1.04393077,1.50042254,0.84857414
4.102937,69306981,0.95561277,1.53311927,1.29130736,1.04481590,1.49945098,0.85236619
4.111056,69315100,0.95639717,1.53160948,1.29298583,1.04463888,1.50175887,0.84899793
4.114206,69318250,0.95599305,1.53364617,1.29156426,1.04520572,1.50117773,0.84897588
4.120424,69324468,0.95592451,1.53363723,1.29138485,1.04489101,1.50140184,0.84906827
4.128462,69332506,0.95608425,1.53354603,1.29154519,1.04481710,1.50138873,0.84907840
4.131488,69335532,0.95599484,1.53346259,1.29136399,1.04496611,1.50155264,0.84886263
4.138561,69342605,0.95582616,1.53338629,1.29164473,1.04488922,1.50133151,0.84912549
4.141628,69345672,0.95569264,1.53082747,1.28985718,1.04396952,1.50041777,0.84856639
4.148927,69352971,0.95571827,1.53310734,1.29133299,1.04486180,1.49771291,0.85083554
4.156263,69360307,0.95377159,1.53956491,1.29540638,1.04500962,1.50134999,0.84908436
4.159465,69363509,0.95594894,1.53389174,1.29162267,1.04479862,1.50136310,0.84892045
4.166570,69370614,0.95581364,1.53359074,1.29138843,1.04485584,1.50118309,0.84915648
4.174482,69378526,0.95583212,1.53379637,1.29163638,1.04500008,1.50116879,0.84900270
4.177510,69381554,0.95577549,1.53346438,1.29158572,1.04496611,1.50133747,0.84898542
4.184550,69388594,0.95583868,1.53339225,1.29165188,1.04484571,1.50121766,0.84879408
4.187622,69391666,0.95588636,1.53378684,1.29158691,1.04510558,1.50154907,0.84907184
4.194724,69398768,0.95591974,1.53362829,1.29160181,1.04478431,1.49750072,0.84724794
4.201162,69405206,0.95929932,1.53439898,1.25080302,1.04492617,1.50122541,0.84884773
4.204366,69408410,0.95571589,1.53360683,1.29154221,1.04505969,1.50155979,0.84902893
4.210503,69414547,0.95582616,1.53356094,1.29164652,1.04483915,1.50132614,0.84915171
4.218457,69422501,0.95596384,1.53371531,1.29139498,1.04495359,1.50128502,0.84887515
4.221480,69425524,0.95569622,1.53347332,1.29153982,1.04485405,1.50159258,0.84895740
4.228556,69432600,0.95595312,1.53311032,1.29135922,1.04482842,1.50148886,0.84893296
4.231624,69435668,0.95595669,1.53101284,1.28983990,1.04407442,1.50041598,0.84864925
4.238909,69442953,0.95560860,1.53314072,1.29108683,1.04464543,1.50168973,0.84902475
4.246976,69451020,0.95590424,1.53364557,1.29143551,1.04500723,1.50127190,0.84905456
4.249995,69454039,0.95574748,1.53356511,1.29165486,1.04500127,1.50102991,0.84912072
4.257067,69461111,0.95574331,1.53335470,1.29143671,1.04479862,1.50101739,0.84909628
4.260091,69464135,0.95598232,1.53377968,1.29155532,1.04499531,1.50134462,0.84908078
4.267969,69472013,0.95598411,1.53325099,1.29139796,1.04484451,1.50148827,0.84912549
4.275053,69479097,0.95574808,1.53362054,1.29120902,1.04500485,1.50112826,0.84884832
4.278116,69482160,0.95605504,1.53351921,1.28946379,1.04368818,1.49998742,0.84850441
4.284420,69488464,0.95536065,1.53331894,1.29119829,1.04463649,1.49803239,0.84658454
4.290766,69494810,0.95759165,1.53039116,1.29635230,1.04926539,1.50226849,0.84887694
4.294006,69498050,0.95587265,1.53369803,1.29174188,1.04495478,1.50141376,0.84892521
4.299297,69503341,0.95590126,1.53377790,1.29148022,1.04485167,1.50118667,0.84917198
4.307450,69511494,0.95594954,1.53382618,1.29166976,1.04495419,1.50116164,0.84897826
4.310487,69514531,0.95588099,1.53357464,1.29132048,1.04514671,1.50149184,0.84893118
4.317572,69521616,0.95595371,1.53346080,1.29157797,1.04480398,1.50140423,0.84891806
4.320635,69524679,0.95570158,1.53094846,1.28986970,1.04410840,1.50040525,0.84854553
4.327919,69531963,0.95562410,1.53335351,1.29129604,1.04495657,1.50247651,0.84905992
4.333094,69537138,0.95446538,1.53504867,1.29157380,1.04499353,1.50145072,0.84893952
4.336221,69540265,0.95594894,1.53336484,1.29164175,1.04487253,1.50143164,0.84903548
4.343433,69547477,0.95595610,1.53362292,1.29157678,1.04500723,1.50128502,0.84912668
4.351483,69555527,0.95600199,1.53349299,1.29137055,1.04501558,1.50118011,0.84895025
4.354511,69558555,0.95587801,1.53330821,1.29142836,1.04503286,1.50136966,0.84899257
4.361552,69565596,0.95600616,1.53332609,1.29165069,1.04475511,1.50123793,0.84898124
4.364624,69568668,0.95570337,1.53094250,1.29003004,1.04389442,1.50023478,0.84864269
4.371921,69575965,0.95557463,1.53324086,1.29150227,1.04473603,1.50155979,0.84901164
4.379969,69584013,0.95603239,1.53352756,1.29153505,1.04497922,1.50121230,0.84904621
4.382992,69587036,0.95581960,1.53356332,1.29155413,1.04514909,1.50101262,0.84890912
4.389063,69593107,0.95583629,1.53354544,1.29149631,1.04477716,1.50124568,0.84891389
4.392091,69596135,0.95606875,1.53359253,1.29158393,1.04506624,1.50139886,0.84899853
4.399989,69604033,0.95576477,1.53360624,1.29140810,1.04492736,1.50169212,0.84887992
4.407067,69611111,0.95571351,1.53359193,1.29143671,1.04488028,1.50120395,0.84899018
4.410125,69614169,0.95594477,1.53344351,1.29174427,1.04501737,1.50147694,0.84884773
4.417193,69621237,0.95604193,1.53351206,1.29137114,1.04486538,1.50128382,0.84907840
4.420304,69624348,0.95838379,1.53428096,1.28786520,1.04180706,1.50483567,0.84734212
4.426681,69630725,0.95721554,1.53413433,1.28762082,1.04866279,1.50246102,0.84746132
4.435077,69639121,0.95360529,1.53679985,1.32747845,1.04235125,1.50461155,0.84723840
4.442741,69646785,0.95648598,1.53362173,1.29155115,1.04507399,1.50143343,0.84894548
4.445862,69649906,0.95588755,1.53380591,1.29157737,1.04506624,1.50129157,0.84906111
4.453032,69657076,0.95567953,1.53349716,1.29143075,1.04501796,1.50121111,0.84907482
4.456090,69660134,0.95599901,1.53339285,1.29166738,1.04493452,1.50137383,0.84886621
4.463207,69667251,0.95587980,1.53356928,1.29149929,1.04488326,1.50136310,0.84906827
4.471338,69675382,0.95584940,1.53342802,1.29159228,1.04497088,1.50140601,0.84910761
4.474440,69678484,0.95587265,1.53371412,1.29166261,1.04479921,1.50126058,0.84881197
4.481570,69685614,0.95588457,1.53348166,1.29161850,1.04487551,1.50125343,0.84919284
4.489483,69693527,0.95599424,1.53355438,1.29143075,1.04501439,1.50133449,0.84897171
4.492501,69696545,0.95591497,1.53363365,1.29165426,1.04491604,1.50143939,0.84898720
4.499551,69703595,0.95583629,1.53344471,1.29153863,1.04460252,1.50143343,0.84888468
4.502614,69706658,0.95568191,1.53388101,1.29161075,1.04502035,1.50117952,0.84922741
4.509708,69713752,0.95588457,1.53356034,1.29165248,1.04478312,1.49768430,0.84734271
4.516159,69720203,0.95795464,1.53442818,1.25110820,1.04231787,1.50357205,0.84719489
4.519453,69723497,0.95994663,1.53031546,1.29453436,1.04470921,1.50160033,0.84889839
4.525866,69729910,0.95604491,1.53371948,1.29164294,1.04496611,1.50121886,0.84899912
4.533047,69737091,0.95567715,1.53351146,1.29125849,1.04492081,1.50109667,0.84888409
4.536070,69740114,0.95569264,1.53355736,1.29155234,1.04495717,1.50141376,0.84891866
4.543973,69748017,0.95591616,1.53361518,1.29156486,1.04491842,1.50125998,0.84886144
4.547036,69751080,0.95599305,1.53353650,1.29167215,1.04502631,1.50176007,0.84885965
4.553141,69757185,0.95598292,1.53330166,1.29159287,1.04486359,1.50141019,0.84910522
4.561244,69765288,0.95594596,1.53339762,1.29136757,1.04501200,1.50128025,0.84908615
4.564362,69768406,0.95594120,1.53381128,1.29155949,1.04504300,1.50128979,0.84885309
4.571511,69775555,0.95593881,1.53306145,1.29142598,1.04454709,1.50129336,0.84911297
4.579479,69783523,0.95602643,1.53364557,1.29165426,1.04499531,1.50117892,0.84890376
4.582507,69786551,0.95585298,1.53337557,1.29135922,1.04494823,1.50133866,0.84870349
4.589551,69793595,0.95595490,1.53346438,1.29143551,1.04473901,1.50122362,0.84890972
4.592610,69796654,0.95589709,1.53389711,1.29177407,1.04508114,1.50119799,0.84905992
4.599708,69803752,0.95579338,1.53374571,1.29153088,1.04482723,1.49753648,0.84931086
4.607200,69811244,0.95501077,1.52985114,1.29300729,1.04285789,1.50758880,0.84932278
4.610497,69814541,0.95385801,1.53022248,1.29175500,1.04520989,1.50154489,0.84909986
4.615799,69819843,0.95595669,1.53349895,1.29158333,1.04495240,1.50121826,0.84887395
4.622991,69827035,0.95589411,1.53365988,1.29162089,1.04499531,1.50119740,0.84900389
4.626028,69830072,0.95568549,1.53349358,1.29167572,1.04499889,1.50121170,0.84906767
4.633960,69838004,0.95593285,1.53337735,1.29144922,1.04495657,1.50125760,0.84913681
4.637014,69841058,0.95624935,1.53360445,1.29194335,1.04505849,1.50140244,0.84904025
4.643140,69847184,0.95611464,1.53356988,1.29176453,1.04467345,1.50800842,0.84915290
4.649549,69853593,0.95592391,1.53000790,1.25332490,1.04236079,1.50423604,0.85023175
4.652885,69856929,0.95610094,1.53380293,1.29141763,1.04500366,1.50131840,0.84887634
4.660024,69864068,0.95595610,1.53351742,1.29132525,1.04506386,1.50152463,0.84902356
4.667963,69872007,0.95601034,1.53353829,1.29154459,1.04488683,1.50141376,0.84899376
4.670994,69875038,0.95575106,1.53364677,1.29162923,1.04504002,1.50112170,0.84890257
4.678062,69882106,0.95564854,1.53343159,1.29135624,1.04502273,1.50107342,0.84895740
4.681120,69885164,0.95616710,1.53372187,1.29182235,1.04487074,1.50158662,0.84914396
4.688220,69892264,0.95589411,1.53338927,1.29148916,1.04506743,1.50137979,0.84900628
4.694659,69898703,0.95586371,1.53369743,1.29162625,1.04495001,1.50107461,0.84894786
4.697755,69901799,0.95593404,1.53370160,1.29160181,1.04500425,1.50120038,0.84886978
4.705871,69909915,0.95593881,1.53351385,1.29143790,1.04484332,1.50134224,0.84884654
4.713065,69917109,0.95575880,1.53372962,1.29134015,1.04491902,1.50118667,0.84904085
4.716088,69920132,0.95584583,1.53357643,1.29151658,1.04499710,1.50143045,0.84909986
4.723960,69928004,0.95582675,1.53364975,1.29139081,1.04478968,1.50138813,0.84896038
4.727018,69931062,0.95598709,1.53344947,1.29185215,1.04492736,1.50157589,0.84887753
4.733136,69937180,0.95599365,1.53333980,1.29178837,1.04488922,1.50172132,0.85032592
4.738394,69942438,0.95661830,1.53427083,1.28726855,1.04677690,1.49819273,0.84958504
4.741619,69945663,0.95624160,1.53405685,1.29171446,1.04503763,1.50141317,0.84885846
4.749844,69953888,0.95593404,1.53363842,1.29167751,1.04480994,1.50141615,0.84907303
4.757045,69961089,0.95571410,1.53360743,1.29108266,1.04504121,1.50106806,0.84903370
4.760068,69964112,0.95552515,1.53351146,1.29169122,1.04506386,1.50132614,0.84899078
4.767970,69972014,0.95587503,1.53364736,1.29153803,1.04496015,1.50112349,0.84907125
4.771027,69975071,0.95585477,1.53374750,1.29189030,1.04493332,1.50140721,0.84884773
4.777138,69981182,0.95602226,1.53345842,1.29170731,1.04492140,1.50215286,0.84946225
4.783379,69987423,0.95589888,1.53353948,1.29154280,1.04479981,1.50117415,0.84900389
4.786475,69990519,0.95581543,1.53376657,1.29171864,1.04489339,1.50135714,0.84899138
4.793545,69997589,0.95567655,1.53318543,1.29160777,1.04478729,1.50122303,0.84929655
4.801461,70005505,0.95582079,1.53371114,1.29146770,1.04479743,1.50119084,0.84897469
4.804487,70008531,0.95572543,1.53356034,1.29154996,1.04504300,1.50157827,0.84887872
4.811560,70015604,0.95588874,1.53337080,1.29148439,1.04490233,1.50128382,0.84891210
4.814627,70018671,0.95569324,1.53105754,1.28988162,1.04398740,1.50054234,0.84869037
4.821921,70025965,0.95557105,1.53309423,1.29132584,1.04471458,1.50234062,0.84701369
4.830055,70034099,0.95332634,1.53744716,1.32750110,1.04659510,1.50219041,0.84667276
4.833376,70037420,0.95772993,1.53804678,1.29665927,1.04505134,1.50009650,0.84742020
4.837969,70042013,0.95838975,1.53073687,1.29296080,1.04485703,1.50158960,0.84908555
4.844281,70048325,0.95593106,1.53353590,1.29160896,1.04477776,1.50133508,0.84909092
4.847409,70051453,0.95594656,1.53377313,1.29152194,1.04495001,1.50121945,0.84901701
4.855483,70059527,0.95592093,1.53365451,1.29148976,1.04490591,1.50123614,0.84912668
4.862593,70066637,0.95592570,1.53362948,1.29150942,1.04506803,1.50131422,0.84912191
4.865624,70069668,0.95588695,1.53406519,1.29153565,1.04500843,1.50008160,0.85026155
4.873598,70077642,0.95367741,1.53960366,1.29175976,1.04234469,1.50555807,0.84702502
4.876821,70080865,0.95967423,1.53367001,1.29165486,1.04503704,1.50139648,0.84907840
4.884973,70089017,0.95598471,1.53363961,1.29147605,1.04489101,1.50152582,0.84910701
4.892052,70096096,0.95587801,1.53340835,1.29123405,1.04485882,1.50130290,0.84898124
4.895071,70099115,0.95584702,1.53344351,1.29169897,1.04509366,1.50152820,0.84905277
4.902979,70107023,0.95595788,1.53358895,1.29163459,1.04493154,1.50124687,0.84913383
4.906049,70110093,0.95600438,1.53354246,1.29185394,1.04488385,1.50137740,0.84908138
4.912142,70116186,0.95596325,1.53346497,1.29168287,1.04473723,1.49813014,0.85078428
4.920382,70124426,0.95633995,1.53354186,1.29408673,1.04252768,1.50354821,0.84894786
4.923522,70127566,0.95580768,1.53373021,1.29164592,1.04479862,1.50140184,0.84890137
4.929565,70133609,0.95611405,1.53360922,1.29172698,1.04487849,1.50134581,0.84916244
4.937477,70141521,0.95601034,1.53352577,1.29151598,1.04485107,1.50130290,0.84889899
4.940505,70144549,0.95586073,1.53344947,1.29158751,1.04507280,1.50133628,0.84893118
4.947546,70151590,0.95593941,1.53337437,1.29138008,1.04471636,1.50122124,0.84869454
4.950613,70154657,0.95576953,1.53086919,1.29004792,1.04400051,1.50043625,0.84878038
4.957897,70161941,0.95553886,1.53331060,1.29132048,1.04489875,1.49804670,0.85111151
4.964237,70168281,0.95368158,1.53975922,1.29157320,1.04394508,1.49867553,0.84789346
4.967542,70171586,0.95574867,1.53376538,1.29177824,1.04480815,1.50137681,0.84891687
4.974558,70178602,0.95592451,1.53341610,1.29152015,1.04464484,1.50111038,0.84919999
4.982460,70186504,0.95588636,1.53374809,1.29151300,1.04488445,1.50116879,0.84890197
4.985483,70189527,0.95581483,1.53343934,1.29140035,1.04500425,1.50155979,0.84886382
4.992559,70196603,0.95596086,1.53340120,1.29157261,1.04483796,1.50134760,0.84892223
4.995621,70199665,0.95573496,1.53373856,1.29151479,1.04519558,1.50131780,0.84912966
5.001724,70205768,0.95590603,1.53336484,1.29160479,1.04479266,1.50137204,0.84832440
5.009877,70213921,0.95354270,1.53831143,1.29147128,1.04157341,1.50452989,0.84868858
5.013114,70217158,0.95586669,1.53360564,1.29153267,1.04502988,1.50114614,0.84892760
5.019069,70223113,0.95578443,1.53338868,1.29156903,1.04498339,1.50128442,0.84885369
5.022096,70226140,0.95594358,1.53367120,1.29163877,1.04506803,1.50128621,0.84885250
5.029980,70234024,0.95576596,1.53346378,1.29148022,1.04479206,1.50153178,0.84910522
5.037070,70241114,0.95585596,1.53373558,1.29165546,1.04490233,1.50146443,0.84886680
5.040131,70244175,0.95601332,1.53365869,1.28946022,1.04350102,1.50002199,0.84845255
5.047415,70251459,0.95555615,1.53307397,1.29131094,1.04474974,1.50110024,0.84904204
5.055485,70259529,0.95599722,1.53359074,1.29159168,1.04505730,1.50118905,0.84914098
5.058517,70262561,0.95582854,1.53327603,1.29164115,1.04503763,1.50142270,0.84899734
5.065553,70269597,0.95574986,1.53334099,1.29165605,1.04497266,1.50130171,0.84885727
5.068594,70272638,0.95582020,1.53354127,1.29155055,1.04501498,1.50147814,0.84893058
5.076487,70280531,0.95585894,1.53341848,1.29147783,1.04493452,1.50128323,0.84898661
5.083564,70287608,0.95590484,1.53354544,1.29150883,1.04483736,1.50136668,0.84895025
5.086621,70290665,0.95590782,1.53390724,1.29155890,1.04516578,1.50143820,0.84918569
5.093706,70297750,0.95594894,1.53361756,1.29163221,1.04496551,1.50131780,0.84891687
5.096812,70300856,0.95383953,1.53925676,1.29140929,1.04196919,1.50609690,0.84722708
5.101130,70305174,0.95910441,1.53405089,1.25010267,1.04171527,1.49833280,0.85116158
5.107685,70311729,0.95633399,1.53335411,1.29169956,1.04499829,1.50134581,0.84903370
5.110841,70314885,0.95581722,1.53379339,1.29167632,1.04479683,1.50124747,0.84901343
5.117985,70322029,0.95586490,1.53357941,1.29147307,1.04488922,1.50178629,0.84903489
5.125963,70330007,0.95592391,1.53361160,1.29144028,1.04504121,1.50119501,0.84913502
5.129030,70333074,0.95574390,1.53378624,1.29180387,1.04493630,1.50158840,0.84897946
5.135179,70339223,0.95596623,1.53350848,1.29172817,1.04497445,1.50140125,0.84892462
5.138289,70342333,0.95581603,1.53424937,1.28746108,1.04741705,1.49796623,0.85010598
5.144639,70348683,0.95596683,1.52987260,1.29572705,1.04494048,1.50110680,0.84906767
5.152100,70356144,0.95610809,1.53354365,1.29201070,1.04477597,1.50164562,0.84885011
5.155131,70359175,0.95427882,1.53152842,1.29032687,1.04421926,1.50058943,0.84869872
5.163231,70367275,0.95577728,1.53328497,1.29146532,1.04478133,1.50142688,0.84909986
5.170454,70374498,0.95581245,1.53361279,1.29139975,1.04482842,1.50134760,0.84884713
5.173517,70377561,0.95569264,1.53387684,1.29179374,1.04515207,1.50123316,0.84902177
5.180710,70384754,0.95595252,1.53337616,1.29150764,1.04494346,1.50144178,0.84921549
5.188851,70392895,0.95553410,1.53151769,1.25038281,1.04744149,1.50213319,0.84726344
5.192128,70396172,0.95414233,1.53345126,1.29162625,1.04502631,1.50144714,0.84910045
5.198405,70402449,0.95585715,1.53342683,1.29143611,1.04492140,1.50129455,0.84901462
5.206457,70410501,0.95583510,1.53373737,1.29153207,1.04483021,1.50117117,0.84886382
5.209479,70413523,0.95593523,1.53336782,1.29156009,1.04481769,1.50155145,0.84874044
5.216556,70420600,0.95593464,1.53357286,1.29153446,1.04491365,1.50112468,0.84888886
5.219618,70423662,0.95586669,1.53373856,1.29156009,1.04508889,1.50122720,0.84919344
5.226713,70430757,0.95590603,1.53356034,1.29162148,1.04486538,1.50106269,0.84906231
5.234156,70438200,0.95607829,1.53337974,1.29173950,1.04479385,1.50140244,0.84892104
5.237261,70441305,0.95582199,1.53362412,1.29171208,1.04507280,1.50131720,0.84914277
5.245390,70449434,0.95588397,1.53352696,1.29159406,1.04479862,1.50119919,0.84909866
5.252539,70456583,0.95584940,1.53350193,1.29141704,1.04476166,1.50143105,0.84884773
5.255567,70459611,0.95581126,1.53341550,1.29140512,1.04504002,1.50151390,0.84910641
5.263460,70467504,0.95592331,1.53373975,1.29156307,1.04485405,1.50129396,0.84908496
5.266519,70470563,0.95592272,1.53395015,1.29171089,1.04509724,1.50128263,0.84898959
5.272702,70476746,0.95590841,1.53361100,1.29161135,1.04492081,1.50122958,0.84983717
5.277914,70481958,0.95590841,1.53359849,1.29151002,1.04506386,1.50134283,0.84895859
5.280959,70485003,0.95579338,1.53352517,1.29152194,1.04504479,1.50127131,0.84904264
5.288069,70492113,0.95583033,1.53361398,1.29131750,1.04481412,1.50127786,0.84887515
5.291101,70495145,0.95602405,1.53365571,1.29160658,1.04493690,1.50130469,0.84899197
5.298984,70503028,0.95587027,1.53322536,1.29153505,1.04488981,1.50148350,0.84912549
5.306051,70510095,0.95577788,1.53349239,1.29147724,1.04501558,1.50107521,0.84897290
5.309114,70513158,0.95615160,1.53336603,1.29159943,1.04494763,1.50157231,0.84908794
5.315189,70519233,0.95608603,1.53358299,1.29136578,1.04492081,1.50103289,0.84911297
5.323338,70527382,0.95638227,1.53346736,1.29162506,1.04499174,1.50148469,0.84900807
5.326449,70530493,0.95593941,1.53344053,1.29149750,1.04490233,1.50117713,0.84899793
5.332554,70536598,0.95603895,1.53324861,1.29155532,1.04480398,1.50130826,0.84888945
5.335581,70539625,0.95590960,1.53378743,1.29153029,1.04489577,1.50121349,0.84894190
5.343470,70547514,0.95594179,1.53343457,1.29139796,1.04483736,1.50130826,0.84907244
5.350559,70554603,0.95611166,1.53342086,1.29153088,1.04478491,1.50125998,0.84894071
5.399093,70603137,0.95586252,1.53355557,1.29158691,1.04482365,1.50136429,0.84914396
5.403038,70607082,0.95580947,1.53363425,1.29130438,1.04507101,1.50111216,0.84906052
5.406070,70610114,0.95575582,1.53324742,1.29150168,1.04502392,1.50150794,0.84896217
5.413954,70617998,0.95591318,1.53344649,1.29153029,1.04493809,1.50114495,0.84902595
5.416986,70621030,0.95604073,1.53335768,1.29161314,1.04482961,1.50144953,0.84904442
5.424970,70629014,0.95594298,1.53361339,1.29138247,1.04479027,1.50149781,0.84912072
5.432053,70636097,0.95574986,1.53353292,1.29126803,1.04510856,1.50106150,0.84885905
5.435076,70639120,0.95576119,1.53356630,1.29171625,1.04496611,1.50126594,0.84914992
5.459649,70663693,0.95684659,1.53447050,1.28739313,1.04800535,1.49858075,0.85116695
5.462936,70666980,0.95631909,1.53266806,1.25110760,1.04944122,1.50228876,0.84798227
5.467388,70671432,0.95320892,1.53674263,1.32751421,1.04529155,1.50199550,0.85131715
5.473796,70677840,0.95413577,1.53896827,1.29166797,1.04333532,1.50385696,0.84696303
5.477057,70681101,0.95393669,1.53781432,1.28990189,1.04395462,1.50009471,0.84868322
5.482480,70686524,0.95560860,1.53310198,1.29118518,1.04486120,1.50128442,0.84910462
5.490450,70694494,0.95609617,1.53345663,1.29158810,1.04492438,1.50101382,0.84903966
5.493474,70697518,0.95590484,1.53335649,1.29159168,1.04499054,1.50119382,0.84892402
5.500586,70704630,0.95587444,1.53351444,1.25276402,1.04377401,1.50219458,0.84872017
5.503773,70707817,0.95586788,1.53352636,1.29136161,1.04496790,1.50091010,0.84889720
5.510034,70714078,0.95577013,1.53356153,1.29131750,1.04484630,1.50151926,0.84910403
5.517961,70722005,0.95587623,1.53359670,1.29158214,1.04495180,1.50148469,0.84906350
5.520993,70725037,0.95574152,1.53349418,1.29158155,1.04496313,1.50130349,0.84901820
5.528057,70732101,0.95583808,1.53345007,1.29141406,1.04488743,1.50101858,0.84894667
5.531080,70735124,0.95599901,1.53371352,1.29157201,1.04485524,1.50123733,0.84891866
5.538975,70743019,0.95582556,1.53338451,1.29138604,1.04482306,1.50148410,0.84903429
5.546070,70750114,0.95592868,1.53293986,1.32802800,1.04477478,1.50182146,0.84737311
5.549379,70753423,0.95827829,1.53430897,1.32724182,1.04577017,1.49825233,0.85196088
5.557621,70761665,0.95638465,1.53399605,1.28932849,1.04494763,1.50244850,0.84919046
5.562197,70766241,0.95521461,1.53374869,1.29159228,1.04480279,1.50123316,0.84909688
5.565379,70769423,0.95589828,1.53372425,1.29157022,1.04501975,1.50141853,0.84895263
5.571511,70775555,0.95591199,1.53350133,1.29157380,1.04463411,1.50137502,0.84928523
5.579472,70783516,0.95595073,1.53364498,1.29161612,1.04480279,1.50134939,0.84903548
5.582500,70786544,0.95589411,1.53362531,1.29139379,1.04499412,1.50137264,0.84887038
5.589569,70793613,0.95573616,1.53336424,1.29148797,1.04506386,1.50102276,0.84895025
5.592685,70796729,0.95570158,1.53368193,1.29141883,1.04496968,1.50116044,0.84891091
5.600065,70804109,0.95571291,1.53336007,1.29155770,1.04491664,1.50143641,0.84911833
5.607959,70812003,0.95608842,1.53362710,1.29148022,1.04480458,1.50136727,0.84897111
5.610990,70815034,0.95595848,1.53340179,1.29157857,1.04494703,1.50121826,0.84907959
5.618048,70822092,0.95560026,1.53344769,1.29137114,1.04507220,1.50120634,0.84910403
5.621067,70825111,0.95609199,1.53355557,1.29163459,1.04498041,1.50102216,0.84899495
5.628983,70833027,0.95588874,1.53361041,1.29136697,1.04505075,1.50152046,0.84908555
5.636096,70840140,0.95612895,1.53402108,1.29060522,1.04505253,1.50214511,0.84651599
5.639409,70843453,0.95821034,1.53367418,1.29174904,1.04528678,1.50125164,0.84913502
5.644702,70848746,0.95589590,1.53339047,1.29162446,1.04478968,1.50120753,0.84912787
5.652808,70856852,0.95567059,1.53372127,1.29143850,1.04479504,1.50133806,0.84908496
5.655910,70859954,0.95586669,1.53362829,1.29155472,1.04504836,1.50143403,0.84908913
5.663062,70867106,0.95579636,1.53363067,1.29148201,1.04477478,1.50113064,0.84898899
5.666085,70870129,0.95581543,1.53363961,1.29138366,1.04478074,1.50100666,0.84902416
5.673047,70877091,0.95579874,1.53361875,1.29150168,1.04500366,1.50145727,0.84912191
5.680986,70885030,0.95577132,1.53014380,1.29346625,1.04465557,1.49750787,0.85147629
5.684227,70888271,0.95726084,1.53344709,1.29156605,1.04488564,1.50142330,0.84890495
5.690531,70894575,0.95588397,1.53337318,1.29156963,1.04463709,1.50130111,0.84906886
5.698457,70902501,0.95600140,1.53364259,1.29176394,1.04483498,1.50119561,0.84914694
