Relative_Time(s),Ard_Micros,CH1(V),CH2(V),CH3(V),CH4(V),CH5(V),CH6(V)
4.148269,19845385,1.50077122,1.46555322,0.84487091,0.95515143,1.28859714,1.05521990
4.155466,19852582,1.50081891,1.46547514,0.84477792,0.95511865,1.28843680,1.05499280
4.158498,19855614,1.50092202,1.46543341,0.84215174,0.95737707,1.28536180,1.05520380
4.165511,19862627,1.50111991,1.46534103,0.84483812,0.95513296,1.28858343,1.05499399
4.168546,19865662,1.49876016,1.46410483,0.84413598,0.95462572,1.28784910,1.05479372
4.173945,19871061,1.50041837,1.46523791,0.84468434,0.95534217,1.28858880,1.05531944
4.181053,19878169,1.50114614,1.46561104,0.84481309,0.95506739,1.28847853,1.05502141
4.184163,19881279,1.50084156,1.46545130,0.84469746,0.95521700,1.28855184,1.05513764
4.192275,19889391,1.50074381,1.46560269,0.84475349,0.95505189,1.28856138,1.05520976
4.199472,19896588,1.50076467,1.46537441,0.84468434,0.95514965,1.28825084,1.05507744
4.202500,19899616,1.50078017,1.46532017,0.84649454,0.95564794,1.28893450,1.05689240
4.209603,19906719,1.49955112,1.46862346,0.84513496,0.95512282,1.25013486,1.05588151
4.215162,19912278,1.50027174,1.46277624,0.84619234,0.95798802,1.29305676,1.05568898
4.218485,19915601,1.50201100,1.46198350,0.84331046,0.95243465,1.29174784,1.05577541
4.225132,19922248,1.50166112,1.46211642,0.84657441,0.95473241,1.28936485,1.09169139
4.229714,19926830,1.50071341,1.46547037,0.84477673,0.95493209,1.28852383,1.05504525
4.232820,19929936,1.50074857,1.46551567,0.84485779,0.95498454,1.28835813,1.05510128
4.238970,19936086,1.50082964,1.46559077,0.84464918,0.95510315,1.28851250,1.05525864
4.246881,19943997,1.50098342,1.46548885,0.84482501,0.95504414,1.28834144,1.05512214
4.249908,19947024,1.50060612,1.46140712,0.84458600,0.95403802,1.28730432,1.05446590
4.254378,19951494,1.50020081,1.46489578,0.84457288,0.95490705,1.28825382,1.05494989
4.257444,19954560,1.50111514,1.46557706,0.84494362,0.95509779,1.28849224,1.05506850
4.264554,19961670,1.50087792,1.46544951,0.84468792,0.95493030,1.28849045,1.05517400
4.272653,19969769,1.50087017,1.46564143,0.84479342,0.95510256,1.28826693,1.05500353
4.275773,19972889,1.50072235,1.46537798,0.84483872,0.95519316,1.28841296,1.05511559
4.282905,19980021,1.50085169,1.46540480,0.84471057,0.95492911,1.28851369,1.05525149
4.290856,19987972,1.50073904,1.46569150,0.84476302,0.95517051,1.28846840,1.05512930
4.293880,19990996,1.50083858,1.46540182,0.84467958,0.95306885,1.28538743,1.05875147
4.300009,19997125,1.50170463,1.46543163,0.84723960,0.95497620,1.28843621,1.05510128
4.303219,20000335,1.50072294,1.46562892,0.84487567,0.95496606,1.28844992,1.05506075
4.309465,20006581,1.50075930,1.46541136,0.84460269,0.95504176,1.28859833,1.05526818
4.317356,20014472,1.50089163,1.46556395,0.84480117,0.95506203,1.28837839,1.05500174
4.320384,20017500,1.50083500,1.46549123,0.84477435,0.95517826,1.28835574,1.05505896
4.327452,20024568,1.50062877,1.46569091,0.84464202,0.95516216,1.28842965,1.05509532
4.330475,20027591,1.50108832,1.46546739,0.84472488,0.95524322,1.28830269,1.05504585
4.338379,20035495,1.50068182,1.46559614,0.84482024,0.95513474,1.28858164,1.05508936
4.343670,20040786,1.50072354,1.46550613,0.84457646,0.95490467,1.28824130,1.05508280
4.346824,20043940,1.50078255,1.46548706,0.84477971,0.95523607,1.28859655,1.05510188
4.354084,20051200,1.50078076,1.46556276,0.84479342,0.95499944,1.28838614,1.05508400
4.362212,20059328,1.50088269,1.46557885,0.84469448,0.95510792,1.28843144,1.05509592
4.365320,20062436,1.50083143,1.46539765,0.84503065,0.95529150,1.28844098,1.05505598
4.372469,20069585,1.50070387,1.46543401,0.84480355,0.95510852,1.28824726,1.05511201
4.375488,20072604,1.50106388,1.46563488,0.84476779,0.95533561,1.28840521,1.05513108
4.383366,20080482,1.50068182,1.46542984,0.84471474,0.95515382,1.29336849,1.05585468
4.388485,20085601,1.49927276,1.47080558,0.84257196,0.95664036,1.28921763,1.05463458
4.391812,20088928,1.50201875,1.46659094,0.84647606,0.95565628,1.25014320,1.05245126
4.396380,20093496,1.50621432,1.46149951,0.84267149,0.95631194,1.28333405,1.05782581
4.401985,20099101,1.50104302,1.46456021,0.84704707,0.95483851,1.28817931,1.05511738
4.405169,20102285,1.50075811,1.46551209,0.84486495,0.95510077,1.28839389,1.05497730
4.412360,20109476,1.50070924,1.46555203,0.84474514,0.95511984,1.28857032,1.05515969
4.420353,20117469,1.50086600,1.46548050,0.84479163,0.95509302,1.28858224,1.05507625
4.423376,20120492,1.50082606,1.46552163,0.84480951,0.95531296,1.28838554,1.05510307
4.430447,20127563,1.49674910,1.46514076,0.84493170,0.95518958,1.28846542,1.05507386
4.433624,20130740,1.50097805,1.46540957,0.84479700,0.95496070,1.28858820,1.05500115
4.440002,20137118,1.50084156,1.46545666,0.84468792,0.95516455,1.28864125,1.05505002
4.447891,20145007,1.50109071,1.46555918,0.84466169,0.95496427,1.28844396,1.05503751
4.450919,20148035,1.50077063,1.46565097,0.84502528,0.95496368,1.28849820,1.05497969
4.457961,20155077,1.50082070,1.46542805,0.84469567,0.95515263,1.28843025,1.05528308
4.465873,20162989,1.50083560,1.46547812,0.84477912,0.95489752,1.28846422,1.05502737
4.468897,20166013,1.50084692,1.46558421,0.84459196,0.95515024,1.28833727,1.05255497
4.476039,20173155,1.50403339,1.46652478,0.84316383,0.95815312,1.28479377,1.05856729
4.479353,20176469,1.49745601,1.46753984,0.84384630,0.95879387,1.28928498,1.01579261
4.483746,20180862,1.49689215,1.47058326,0.84300945,0.95524918,1.29061655,1.05510665
4.488187,20185303,1.50070685,1.46533924,0.84473978,0.95506441,1.28826216,1.05505002
4.491287,20188403,1.50104362,1.46541673,0.84484289,0.95516872,1.28840164,1.05507029
4.497419,20194535,1.50043029,1.46532374,0.84445308,0.95508706,1.28856794,1.05526818
4.505376,20202492,1.50056678,1.46549958,0.84483336,0.95493924,1.28836826,1.05514301
4.508412,20205528,1.50071281,1.46551984,0.84474693,0.95522177,1.28829256,1.05523539
4.515448,20212564,1.50067228,1.46571415,0.84466885,0.95509600,1.28841535,1.05491830
4.518502,20215618,1.50108951,1.46551865,0.84460507,0.95512461,1.28847674,1.05501664
4.526415,20223531,1.50073367,1.46540838,0.84463070,0.95516872,1.28838972,1.05502916
4.533456,20230572,1.50073844,1.46545428,0.84462116,0.95518183,1.28832058,1.05513168
4.536479,20233595,1.50101143,1.46541673,0.84486137,0.95513296,1.28871158,1.05506731
4.544378,20241494,1.50086480,1.46534341,0.84463726,0.95505905,1.28834561,1.05522526
4.547405,20244521,1.50095958,1.46562355,0.84470938,0.95514130,1.28816382,1.05502797
4.554468,20251584,1.50094646,1.46556812,0.84486077,0.95516395,1.28874258,1.05500293
4.562354,20259470,1.50088030,1.46552819,0.84485720,0.95509302,1.28843502,1.05514003
4.565412,20262528,1.49705487,1.46661418,0.84489773,0.95447552,1.28601030,1.05810118
4.570915,20268031,1.50375086,1.46448570,0.84501932,0.95526051,1.32502095,1.05517042
4.579148,20276264,1.50105375,1.46566587,0.84484289,0.95515859,1.28836886,1.05518771
4.582263,20279379,1.50089103,1.46554309,0.84498833,0.95504772,1.28834919,1.05503810
4.589423,20286539,1.50069016,1.46536070,0.84460567,0.95503163,1.28820137,1.05514003
4.592450,20289566,1.50089222,1.46565395,0.84474276,0.95516514,1.28838793,1.05513943
4.600372,20297488,1.50071102,1.46554309,0.84469686,0.95512103,1.28858403,1.05509890
4.607460,20304576,1.50069493,1.46548110,0.84460149,0.95504951,1.28827289,1.05511380
4.610542,20307658,1.50047737,1.47105592,0.84486971,0.95505189,1.28842369,1.05509711
4.616872,20313988,1.50080282,1.46534520,0.84479044,0.95519375,1.28851846,1.05502976
4.624868,20321984,1.50074500,1.46571892,0.84460328,0.95508944,1.28840581,1.05512274
4.627892,20325008,1.50092679,1.46537917,0.84478686,0.95534634,1.28849581,1.05510009
4.634969,20332085,1.50096732,1.46549183,0.84476123,0.95513653,1.28846840,1.05496240
4.637987,20335103,1.50073546,1.46572786,0.84472607,0.95520925,1.28821090,1.05516506
4.645863,20342979,1.50069135,1.46550792,0.84458719,0.95503461,1.28839151,1.05503572
4.652946,20350062,1.50097924,1.46553176,0.84469388,0.95492374,1.28835097,1.05380846
4.656092,20353208,1.50405663,1.46651226,0.84491859,0.95792543,1.28497377,1.05879677
4.660728,20357844,1.50216061,1.46629470,0.84486077,0.95374178,1.28708855,1.05563057
4.665177,20362293,1.50037187,1.46540957,0.84486554,0.95489752,1.28838912,1.05501664
4.668284,20365400,1.50095481,1.46539646,0.84472845,0.95506143,1.28801778,1.05499876
4.675441,20372557,1.50068063,1.46530944,0.84446321,0.95514666,1.28826872,1.05507148
4.678463,20375579,1.50105494,1.46546024,0.84481726,0.95510792,1.28842846,1.05506552
4.686378,20383494,1.50089639,1.46554428,0.84462414,0.95510017,1.28862992,1.05500532
4.693453,20390569,1.50060433,1.46554011,0.84460447,0.95509064,1.28831700,1.05509353
4.696515,20393631,1.50123316,1.46536666,0.84612141,0.95542681,1.25028446,1.05607165
4.704521,20401637,1.50114852,1.46557945,0.84480832,0.95512461,1.28853694,1.05511857
4.707635,20404751,1.50089699,1.46541792,0.84478329,0.95504236,1.28843800,1.05495704
4.711977,20409093,1.50073904,1.46535056,0.84466169,0.95522236,1.28856376,1.05516744
4.719867,20416983,1.50087494,1.46556812,0.84473262,0.95518064,1.28831819,1.05490936
4.722899,20420015,1.50076824,1.46564322,0.84462057,0.95502924,1.28859237,1.05512632
4.729958,20427074,1.50090891,1.46544772,0.84473858,0.95492494,1.28838078,1.05522347
4.737875,20434991,1.50092024,1.46550434,0.84476183,0.95514965,1.28844813,1.05503393
4.740933,20438049,1.50070208,1.46518904,0.84458421,0.95507872,1.28861145,1.01615501
4.746092,20443208,1.50441307,1.46557289,0.84486137,0.95519018,1.28843859,1.05510486
4.749201,20446317,1.50065321,1.46537381,0.84484528,0.95516216,1.28850237,1.05500413
4.756372,20453488,1.50070685,1.46547335,0.84464322,0.95497262,1.28852144,1.05525566
4.764379,20461495,1.50106627,1.46549302,0.84484289,0.95516216,1.28860072,1.05505419
4.767410,20464526,1.50077003,1.46531003,0.84478448,0.95525097,1.28833965,1.05509771
4.774444,20471560,1.50057036,1.46552103,0.84482203,0.95519494,1.28801719,1.05511916
4.777463,20474579,1.50110203,1.46554905,0.84475945,0.95508646,1.28848091,1.05505539
4.785406,20482522,1.50066751,1.46555262,0.84460567,0.95491421,1.28872529,1.05502618
4.790563,20487679,1.50266188,1.46863955,0.84506045,0.95522594,1.28495291,1.01941002
4.793854,20490970,1.49718422,1.46793264,0.84514032,0.95495295,1.29084424,1.05218185
4.799088,20496204,1.50665182,1.46651047,0.84326516,0.95820379,1.28502027,1.05256034
4.807407,20504523,1.50343496,1.46155494,0.84546397,0.95513296,1.28829197,1.05499876
4.810485,20507601,1.50066632,1.46541434,0.84486435,0.95512998,1.28820017,1.05503631
4.816454,20513570,1.50057513,1.46546620,0.84484766,0.95519256,1.28816858,1.05501664
4.819486,20516602,1.50094229,1.46549123,0.84477494,0.95516991,1.28840521,1.05511916
4.827395,20524511,1.50079447,1.46544176,0.84461699,0.95515859,1.28864542,1.05526162
4.833531,20530647,1.50113243,1.46536070,0.84475349,0.95507752,1.29331962,1.05276538
4.836747,20533863,1.50626081,1.46562653,0.84684382,0.95260512,1.29332021,1.05571998
4.841243,20538359,1.50179702,1.46551567,0.84469328,0.95515382,1.28852740,1.05501784
4.848456,20545572,1.50076228,1.46558958,0.84464024,0.95519018,1.28853932,1.05506135
4.851488,20548604,1.50094289,1.46542745,0.84482084,0.95507037,1.28839508,1.05500770
4.859373,20556489,1.50074798,1.46554845,0.84475468,0.95513236,1.28848747,1.05513406
4.862405,20559521,1.50111872,1.46579462,0.84474335,0.95513951,1.28834203,1.05502856
4.869513,20566629,1.50074202,1.46589177,0.84484587,0.95493984,1.28864304,1.05514897
4.876581,20573697,1.50106031,1.46558779,0.84477614,0.95491599,1.28837124,1.05517877
4.879675,20576791,1.50080341,1.46537441,0.84530423,0.95543038,1.29067854,1.05324937
4.885181,20582297,1.49797279,1.46730917,0.84507058,0.95366728,1.28865198,1.05511976
4.892462,20589578,1.50062937,1.46546143,0.84484051,0.95516693,1.28858641,1.05506254
4.895481,20592597,1.50093514,1.46557110,0.84486256,0.95508527,1.28840700,1.05524195
4.903375,20600491,1.50096732,1.46537143,0.84487150,0.95514011,1.28849939,1.05512751
4.906403,20603519,1.50088447,1.46570998,0.84455262,0.95512759,1.28856555,1.05501664
4.913478,20610594,1.50070506,1.46562057,0.84474693,0.95489871,1.28874615,1.05499340
4.920540,20617656,1.50110263,1.46538812,0.84465812,0.95511388,1.28858284,1.05509353
4.923649,20620765,1.50079268,1.46543759,0.84473084,0.95507752,1.28845588,1.05507565
4.931795,20628911,1.50073725,1.46559196,0.84477375,0.95501673,1.28816203,1.05536891
4.938956,20636072,1.50106210,1.46548467,0.84462295,0.95497381,1.28859535,1.05509890
4.941979,20639095,1.50082964,1.46552640,0.84471832,0.95520329,1.28854827,1.05503393
4.949872,20646988,1.50076348,1.46551984,0.84460567,0.95496904,1.28844157,1.05512393
4.952899,20650015,1.50083083,1.46575528,0.84479938,0.95494461,1.28857509,1.05510188
4.959976,20657092,1.50069255,1.46545904,0.84480534,0.95507216,1.28836588,1.05530573
4.967045,20664161,1.50075930,1.46563726,0.84477971,0.95525038,1.28829495,1.05503452
4.970154,20667270,1.50086957,1.46749633,0.84230493,0.95564317,1.25017539,1.09176947
4.976746,20673862,1.49848300,1.46999377,0.84330092,0.95517528,1.28831104,1.05521036
4.982132,20679248,1.50086719,1.46533447,0.84474276,0.95519435,1.28851787,1.05503452
4.985244,20682360,1.50067943,1.46546918,0.84481369,0.95523309,1.28858939,1.05507684
4.993349,20690465,1.50073248,1.46548169,0.84480475,0.95516633,1.28844396,1.05506552
4.996386,20693502,1.50099951,1.46547216,0.84462951,0.95516455,1.28853456,1.05506731
5.003505,20700621,1.50112230,1.46542865,0.84478806,0.95505249,1.28879145,1.05520917
5.010552,20707668,1.50096613,1.46558183,0.84469686,0.95492255,1.28856376,1.05488909
5.013657,20710773,1.50080758,1.46558302,0.84267567,0.95791053,1.32431583,1.05610324
5.019923,20717039,1.50182802,1.46448153,0.84234009,0.95829558,1.28540352,1.05580939
5.024523,20721639,1.50187689,1.46203535,0.84773610,0.95266890,1.28954486,1.05518294
5.027842,20724958,1.50092083,1.46604615,0.84480057,0.95515799,1.28858045,1.05493558
5.034958,20732074,1.50057274,1.46549421,0.84476123,0.95508646,1.28838256,1.05511499
5.042865,20739981,1.50096196,1.46552163,0.84458302,0.95519912,1.28839389,1.05524731
5.045927,20743043,1.50064486,1.46517831,0.84458004,0.95520746,1.28832236,1.05555785
5.052049,20749165,1.50081533,1.46546739,0.84469328,0.95509481,1.28831938,1.05506612
5.055136,20752252,1.50089997,1.47038060,0.84241937,0.95823597,1.28923432,1.05430616
5.063387,20760503,1.50538343,1.46172601,0.84638010,0.95554184,1.28875331,1.05503989
5.071401,20768517,1.50084990,1.46549123,0.84455023,0.95506322,1.28839985,1.05526162
5.074424,20771540,1.50074679,1.46556931,0.84485958,0.95518898,1.28832117,1.05513704
5.081454,20778570,1.50083441,1.46546202,0.84457467,0.95499527,1.28832773,1.05512512
5.084481,20781597,1.50087136,1.46555680,0.84478031,0.95504891,1.28848210,1.05501545
5.092402,20789518,1.50062102,1.46544474,0.84446559,0.95511031,1.28875807,1.05519188
5.097537,20794653,1.50101680,1.46530288,0.84472607,0.95517766,1.28843382,1.05508400
5.100651,20797767,1.50090235,1.46560031,0.84436248,0.95801961,1.28515676,1.05905545
5.107956,20805072,1.50200802,1.46290022,0.84752808,0.95242929,1.29092947,1.05491055
5.112454,20809570,1.50081772,1.46543401,0.84461639,0.95510852,1.28820792,1.05501724
5.115478,20812594,1.50092500,1.46551627,0.84476302,0.95531117,1.28829852,1.05512453
5.122468,20819584,1.50070983,1.46530944,0.84463785,0.95510613,1.28837601,1.05520321
5.125491,20822607,1.50114554,1.46571475,0.84480832,0.95518600,1.28844694,1.05522049
5.133394,20830510,1.50078315,1.46557527,0.84454070,0.95499944,1.28865913,1.05517519
5.139526,20836642,1.50110441,1.46542328,0.84473382,0.95510852,1.28846840,1.05499697
5.142625,20839741,1.50085109,1.46557468,0.84483455,0.95511925,1.28837780,1.05515135
5.149857,20846973,1.50075930,1.46552223,0.84515880,0.95437002,1.28496066,1.05282915
5.156433,20853549,1.49903911,1.46662432,0.84498475,0.95509600,1.28870443,1.05504525
5.159535,20856651,1.50099593,1.46544951,0.84469865,0.95518302,1.28851489,1.05512870
5.166754,20863870,1.50072891,1.46541255,0.84460984,0.95517408,1.28851429,1.05507804
5.174853,20871969,1.50086004,1.46552938,0.84471236,0.95514786,1.28835813,1.05509234
5.177916,20875032,1.50074679,1.46527010,0.84458957,0.95521223,1.28854648,1.05536116
5.184030,20881146,1.50083202,1.46533984,0.84467481,0.95510971,1.28840641,1.05529679
5.187127,20884243,1.50082785,1.46552878,0.84482799,0.95512282,1.28861979,1.05514897
5.195234,20892350,1.50085348,1.46309751,0.84704230,0.95240545,1.28861681,1.05526281
5.203394,20900510,1.50097388,1.46560150,0.84468911,0.95515263,1.28838197,1.05513466
5.206421,20903537,1.50075454,1.46560090,0.84477077,0.95531058,1.28832177,1.05511141
5.213467,20910583,1.50086421,1.46537083,0.84460328,0.95504414,1.28820673,1.05488849
5.216498,20913614,1.50094169,1.46546799,0.84473322,0.95491063,1.28856972,1.05520678
5.224407,20921523,1.50058824,1.46557408,0.84469686,0.95503520,1.28866926,1.05518354
5.230531,20927647,1.50107998,1.46536666,0.84478031,0.95495355,1.28849343,1.05490459
5.233628,20930744,1.50082248,1.46550971,0.84474037,0.95513296,1.28493026,1.01945889
5.241845,20938961,1.49685401,1.46843749,0.84461341,0.95493745,1.28857747,1.05514599
5.246137,20943253,1.50057095,1.46555978,0.84483693,0.95505726,1.28834680,1.05508161
5.249249,20946365,1.50087672,1.46543938,0.84481488,0.95522654,1.28857330,1.05506671
5.257329,20954445,1.50092679,1.46545189,0.84483932,0.95502567,1.28841833,1.05513049
5.260366,20957482,1.50101739,1.46551746,0.84461461,0.95532965,1.28819660,1.05509294
5.267479,20964595,1.50054175,1.46534580,0.84478865,0.95499527,1.28863708,1.05522168
5.274538,20971654,1.50085884,1.46553891,0.84474872,0.95512759,1.28830150,1.05490697
5.277648,20974764,1.50084096,1.46541553,0.84477673,0.95507633,1.28843919,1.05511976
5.285781,20982897,1.49816829,1.46958011,0.84264408,0.95830035,1.25026658,1.05507208
5.293169,20990285,1.50108773,1.46566587,0.84476421,0.95502805,1.28859655,1.05512989
5.296275,20993391,1.50097209,1.46555799,0.84482501,0.95518481,1.28833488,1.05511320
5.304350,21001466,1.50087553,1.46558123,0.84485601,0.95510494,1.28842667,1.05507088
5.307373,21004489,1.50088805,1.46576899,0.84475349,0.95518779,1.28824428,1.05517042
5.314485,21011601,1.50081414,1.46535772,0.84486018,0.95490348,1.28848091,1.05502678
5.320528,21017644,1.50122243,1.46559792,0.84482263,0.95494401,1.28860310,1.05509353
5.323623,21020739,1.50056022,1.46555262,0.84469984,0.95509242,1.28849999,1.05518413
5.330872,21027988,1.50187033,1.46163243,0.84705363,0.95518958,1.28843800,1.05515791
5.337953,21035069,1.50080758,1.46570640,0.84460745,0.95504236,1.28853992,1.05498207
5.340985,21038101,1.50097388,1.46574872,0.84472368,0.95521104,1.28868655,1.05499638
5.348870,21045986,1.50070804,1.46539586,0.84478329,0.95508170,1.28835038,1.05511380
5.351893,21049009,1.50072891,1.46547275,0.84479461,0.95492553,1.28849760,1.05491472
5.358987,21056103,1.50050062,1.46555382,0.84457586,0.95519018,1.28852264,1.05521751
5.366045,21063161,1.50091368,1.46563607,0.84472547,0.95511329,1.28855959,1.05508161
5.369150,21066266,1.50097924,1.46552580,0.84478448,0.95272910,1.25240341,1.05471028
5.377365,21074481,1.50252360,1.46649140,0.84241579,0.95508170,1.29070178,1.05578495
5.380555,21077671,1.50187510,1.46272558,0.84351609,0.95856916,1.28937081,1.05551911
5.387120,21084236,1.50164980,1.46152573,0.84486018,0.95533323,1.28873960,1.05526519
5.395358,21092474,1.50096136,1.46555262,0.84458659,0.95518362,1.28852144,1.05506015
5.398385,21095501,1.50114554,1.46560210,0.84484289,0.95513474,1.28839151,1.05504227
5.405480,21102596,1.50083679,1.46546501,0.84481905,0.95515620,1.28867582,1.05523003
5.411535,21108651,1.50092143,1.46557349,0.84478150,0.95516097,1.28830329,1.05510903
5.414627,21111743,1.50076526,1.46545666,0.84479521,0.95523309,1.25005439,1.09217895
5.421944,21119060,1.50221723,1.47025722,0.84520886,0.95539820,1.32508890,1.05500115
5.428514,21125630,1.50096077,1.46530586,0.84478210,0.95519733,1.28858582,1.05485213
5.431619,21128735,1.50092739,1.46557766,0.84479819,0.95527720,1.28841117,1.05518652
5.439765,21136881,1.50074500,1.46544951,0.84469805,0.95513653,1.28831462,1.05517877
5.446947,21144063,1.50093454,1.46553772,0.84477256,0.95496129,1.28847138,1.05515016
5.450024,21147140,1.50093454,1.46557051,0.84462057,0.95338952,1.28666476,1.05420066
5.457302,21154418,1.50005597,1.46496373,0.84427128,0.95480871,1.28825441,1.05510784
5.460352,21157468,1.50113481,1.46651524,0.84240864,0.95775318,1.32429139,1.05600250
5.468571,21165687,1.50186020,1.46201866,0.84760855,0.95240902,1.28846661,1.05515910
5.474126,21171242,1.50096375,1.46555858,0.84483574,0.95508885,1.28842667,1.05486108
5.477226,21174342,1.50073546,1.46556276,0.84461461,0.95507872,1.28845767,1.05487240
5.485324,21182440,1.50086004,1.46539408,0.84467600,0.95515859,1.28856197,1.05510009
5.492459,21189575,1.50076884,1.46536249,0.84478686,0.95514965,1.28841892,1.05502082
5.495517,21192633,1.50114256,1.46534103,0.84494958,0.95507633,1.28861085,1.05508519
5.502585,21199701,1.50079209,1.46530467,0.84464620,0.95496666,1.28843025,1.05505419
5.510727,21207843,1.49658936,1.47050458,0.84281395,0.95586431,1.28898755,1.09226240
5.513974,21211090,1.50202173,1.46451908,0.84512423,0.95531654,1.28843025,1.05512512
5.519423,21216539,1.50082546,1.46548289,0.84449897,0.95515024,1.28838078,1.05513347
5.522442,21219558,1.50109607,1.46568435,0.84476958,0.95511805,1.28836647,1.05509353
5.530362,21227478,1.50074381,1.46531242,0.84459494,0.95515620,1.28857866,1.05516625
5.537442,21234558,1.50068182,1.46530228,0.84470103,0.95515084,1.28836826,1.05507029
5.540504,21237620,1.50107700,1.46530586,0.84486793,0.95511269,1.28862456,1.05513406
5.547586,21244702,1.50080699,1.46530407,0.84462474,0.95512402,1.28840343,1.05511440
5.555720,21252836,1.49672228,1.47041100,0.84315072,0.95591139,1.25022724,1.09131349
5.558984,21256100,1.50229651,1.47010225,0.84512423,0.95367860,1.28697709,1.05424298
5.564406,21261522,1.50001901,1.46498936,0.84447692,0.95494580,1.28800169,1.05510128
5.567441,21264557,1.50108176,1.46551090,0.84472547,0.95509481,1.28849283,1.05506314
5.575378,21272494,1.50055963,1.46552699,0.84471713,0.95514845,1.28834144,1.05501128
5.582459,21279575,1.50056142,1.46550852,0.84464739,0.95513653,1.28839031,1.05489326
5.585522,21282638,1.50117415,1.46533328,0.84500502,0.95517051,1.28847078,1.05489863
5.592597,21289713,1.50074619,1.46557825,0.84473858,0.95517885,1.28839210,1.05509830
5.600702,21297818,1.49748284,1.46950024,0.84251712,0.95587921,1.25012890,1.09183146
5.603984,21301100,1.50233823,1.46322804,0.84503601,0.95527481,1.28845290,1.05503631
5.609428,21306544,1.50060076,1.46531063,0.84465335,0.95505607,1.28827110,1.05502380
5.612451,21309567,1.50106984,1.46555799,0.84460805,0.95522594,1.28834919,1.05527294
5.620359,21317475,1.50084156,1.46562951,0.84466408,0.95515203,1.28849224,1.05526341
5.627436,21324552,1.50067586,1.46555680,0.84461639,0.95497977,1.28822819,1.05514003
5.630498,21327614,1.50095719,1.46521467,0.84480355,0.95518600,1.28845349,1.05508936
5.637581,21334697,1.50082845,1.46555501,0.84483395,0.95495355,1.28835455,1.05489624
5.645717,21342833,1.49686235,1.47051948,0.84249924,0.95618379,1.25006691,1.05233205
5.649004,21346120,1.50498051,1.46138685,0.84627519,0.95527362,1.28851191,1.05511201
5.657261,21354377,1.50093752,1.46546620,0.84475885,0.95504951,1.28836170,1.05488492
5.660363,21357479,1.50098461,1.46571594,0.84469805,0.95515441,1.28823117,1.05513883
5.667433,21364549,1.50059420,1.46536547,0.84459494,0.95501315,1.28856555,1.05522645
5.675349,21372465,1.50070745,1.46563547,0.84476004,0.95507931,1.28852442,1.05508698
5.678416,21375532,1.50050002,1.46531778,0.84474872,0.95518362,1.28863946,1.05512095
5.684532,21381648,1.50090593,1.46553176,0.84457884,0.95503342,1.28834859,1.05501307
5.687623,21384739,1.49660963,1.47037881,0.84484647,0.95508229,1.28852025,1.05506433
5.693874,21390990,1.50072294,1.46572011,0.84481905,0.95516335,1.28857866,1.05535341
5.699155,21396271,1.50088686,1.46554488,0.84471832,0.95518422,1.28853277,1.05486108
5.702251,21399367,1.50070447,1.46552163,0.84498892,0.95510673,1.28853694,1.05506731
5.710354,21407470,1.50077838,1.46532255,0.84464620,0.95514130,1.28847972,1.05515016
5.717432,21414548,1.50069433,1.46531540,0.84469328,0.95506262,1.28842369,1.05509353
5.720486,21417602,1.50091368,1.46541792,0.84478865,0.95514845,1.28848270,1.05519367
5.726564,21423680,1.50090057,1.46524149,0.84464024,0.95493566,1.28841475,1.05506433
5.729662,21426778,1.50071341,1.46558481,0.84480355,0.95509898,1.25016704,1.09136594
5.736957,21434073,1.50260586,1.47005874,0.84488819,0.95062267,1.25186101,1.05476750
5.745197,21442313,1.50066930,1.46122950,0.84743689,0.95387828,1.29267172,1.05501247
5.748419,21445535,1.50111932,1.46556395,0.84484885,0.95515978,1.28836707,1.05506135
5.754441,21451557,1.50050598,1.46555262,0.84468017,0.95507812,1.28867224,1.05527771
5.762354,21459470,1.50070924,1.46558302,0.84475051,0.95508110,1.28818050,1.05497909
5.765429,21462545,1.50065082,1.46552163,0.84478269,0.95515501,1.28871933,1.05502499
5.770529,21467645,1.50103289,1.46544653,0.84473739,0.95512163,1.28850058,1.05514181
5.773626,21470742,1.50090235,1.46557885,0.84472428,0.95515978,1.28495232,1.05841232
5.781838,21478954,1.49708885,1.46774965,0.84531317,0.95522355,1.28857747,1.05513824
5.789268,21486384,1.50102693,1.46542567,0.84480773,0.95511567,1.28820613,1.05511499
5.792350,21489466,1.50113958,1.46563607,0.84485958,0.95509183,1.28831462,1.05513883
5.800380,21497496,1.50061625,1.46533686,0.84465335,0.95508170,1.28857986,1.05514420
5.807462,21504578,1.50087434,1.46547514,0.84466408,0.95493388,1.28843442,1.05497611
5.810521,21507637,1.50115150,1.46557527,0.84327529,0.95392179,1.28746346,1.05447722
5.816805,21513921,1.50023657,1.46526056,0.84455798,0.95500719,1.28828481,1.05531407
5.824842,21521958,1.50078315,1.46559494,0.84514211,0.95507514,1.28823057,1.05498386
5.827962,21525078,1.50081950,1.46550852,0.84470819,0.95510137,1.28848032,1.05514181
5.832152,21529268,1.50095004,1.46543282,0.84474931,0.95494818,1.28837601,1.05486406
5.835255,21532371,1.50089461,1.46556395,0.84481309,0.95501732,1.28834501,1.05490578
5.843349,21540465,1.50100249,1.46530348,0.84486495,0.95495235,1.28860608,1.05513466
5.850458,21547574,1.50077659,1.46557408,0.84465514,0.95516514,1.28834323,1.05499995
