time,FX,FY,FZ,RX,RY,RZ,
3280.27,-5.27177,3.86933,0.32567,-0.35857,0.198515,-0.427594,
3280.28,-5.27177,3.86933,0.32567,-0.35857,0.198515,-0.427594,
3280.29,-5.22641,3.39449,0.406944,-0.345841,0.202312,-0.415259,
3280.29,-5.30945,3.28122,0.309973,-0.343681,0.196227,-0.421989,
3280.3,-5.55694,3.71656,0.494334,-0.354693,0.192227,-0.423984,
3280.3,-5.52663,3.88512,0.322294,-0.356809,0.196228,-0.426627,
3280.31,-5.40885,3.62531,0.413952,-0.35064,0.196885,-0.422056,
3280.31,-5.1638,3.25149,0.533203,-0.34511,0.202448,-0.409247,
3280.32,-4.76394,3.12966,0.619288,-0.341119,0.211766,-0.407152,
3280.32,-5.44435,3.57842,0.471441,-0.350314,0.193795,-0.42136,
3280.33,-5.39578,3.81211,0.280204,-0.355914,0.195146,-0.425198,
3280.33,-5.54451,3.5544,0.414241,-0.349939,0.194566,-0.42089,
3280.34,-5.44836,3.41674,0.41973,-0.348055,0.194813,-0.417945,
3280.34,-5.10787,3.23414,0.379887,-0.34145,0.202459,-0.414693,
3280.35,-5.31961,3.16597,0.43427,-0.340517,0.199519,-0.419408,
3280.36,-5.48452,3.88719,0.398227,-0.356131,0.195377,-0.428596,
3280.36,-5.71862,3.20626,0.404729,-0.343199,0.189418,-0.409164,
3280.37,-5.48193,3.69877,0.380962,-0.354819,0.195499,-0.417768,
3280.38,-5.54518,3.49485,0.438903,-0.34883,0.19301,-0.418468,
3280.38,-5.55025,3.52602,0.409913,-0.350999,0.195123,-0.418753,
3280.39,-4.97221,3.02829,0.52407,-0.339454,0.205417,-0.409049,
3280.39,-4.80455,3.11525,0.406805,-0.338379,0.208042,-0.408547,
3280.4,-5.40448,3.42679,0.304236,-0.348118,0.194333,-0.414931,
3280.4,-5.40448,3.42679,0.304236,-0.348118,0.194333,-0.414931,
3280.41,-5.53407,3.60799,0.392839,-0.348543,0.194606,-0.415544,
