-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.64043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63943,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63843,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63743,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63643,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63443,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63343,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63243,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63143,-0.11277,0.04389,2.22124,2.2214,0.0
-0.63043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62943,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62843,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62743,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62643,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62443,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62343,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62243,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62143,-0.11277,0.04389,2.22124,2.2214,0.0
-0.62043,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61943,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61843,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61743,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61643,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.61543,-0.11277,0.04389,2.22124,2.2214,0.0
-0.6159300000000001,-0.11363602540378444,0.04389,2.22124,2.2214,0.0
-0.61643,-0.11450205080756887,0.04389,2.22124,2.2214,0.0
-0.61693,-0.11536807621135331,0.04389,2.22124,2.2214,0.0
-0.61743,-0.11623410161513775,0.04389,2.22124,2.2214,0.0
-0.6179300000000001,-0.1171001270189222,0.04389,2.22124,2.2214,0.0
-0.61843,-0.11796615242270662,0.04389,2.22124,2.2214,0.0
-0.6189300000000001,-0.11883217782649107,0.04389,2.22124,2.2214,0.0
-0.61943,-0.11969820323027551,0.04389,2.22124,2.2214,0.0
-0.6199300000000001,-0.12056422863405994,0.04389,2.22124,2.2214,0.0
-0.62043,-0.12143025403784438,0.04389,2.22124,2.2214,0.0
-0.62093,-0.12229627944162882,0.04389,2.22124,2.2214,0.0
-0.62143,-0.12316230484541325,0.04389,2.22124,2.2214,0.0
-0.6219300000000001,-0.1240283302491977,0.04389,2.22124,2.2214,0.0
-0.62243,-0.12489435565298214,0.04389,2.22124,2.2214,0.0
-0.62293,-0.12576038105676657,0.04389,2.22124,2.2214,0.0
-0.62343,-0.126626406460551,0.04389,2.22124,2.2214,0.0
-0.6239300000000001,-0.12749243186433545,0.04389,2.22124,2.2214,0.0
-0.62443,-0.1283584572681199,0.04389,2.22124,2.2214,0.0
-0.62493,-0.12922448267190434,0.04389,2.22124,2.2214,0.0
-0.62543,-0.13009050807568878,0.04389,2.22124,2.2214,0.0
-0.6259300000000001,-0.1309565334794732,0.04389,2.22124,2.2214,0.0
-0.62643,-0.13182255888325764,0.04389,2.22124,2.2214,0.0
-0.62693,-0.13268858428704208,0.04389,2.22124,2.2214,0.0
-0.62743,-0.13355460969082653,0.04389,2.22124,2.2214,0.0
-0.6279300000000001,-0.13442063509461097,0.04389,2.22124,2.2214,0.0
-0.62843,-0.1352866604983954,0.04389,2.22124,2.2214,0.0
-0.6289300000000001,-0.13615268590217983,0.04389,2.22124,2.2214,0.0
-0.62943,-0.13701871130596427,0.04389,2.22124,2.2214,0.0
