time,FX,FY,FZ,RX,RY,RZ,
8.70151,-3.92235,0.511722,-1.29156,-0.316076,0.265898,-0.197327,
8.70941,-3.92817,0.450641,-1.30796,-0.315458,0.265219,-0.195025,
8.71244,-3.68134,0.461468,-1.43998,-0.317249,0.274088,-0.197384,
8.71955,-3.95906,0.546192,-1.38301,-0.3166,0.26757,-0.194746,
8.76464,-4.2438,0.475942,-1.40919,-0.317306,0.258974,-0.196907,
8.76792,-3.88619,0.492996,-1.32815,-0.316271,0.266833,-0.196676,
8.7753,-3.94852,0.626186,-1.33218,-0.316133,0.263235,-0.195238,
8.78342,-4.12573,0.339964,-1.31424,-0.312782,0.261402,-0.194946,
8.78644,-3.93082,0.597036,-1.31788,-0.320008,0.262932,-0.196963,
8.79352,-3.95599,0.43366,-1.34048,-0.315778,0.264776,-0.196757,
8.79655,-3.87655,0.426999,-1.34687,-0.3145,0.267322,-0.200253,
8.80441,-4.0616,0.273593,-1.34054,-0.307878,0.263855,-0.195652,
8.80877,-3.85728,0.538758,-1.26764,-0.316784,0.265433,-0.197496,
8.81206,-3.81435,0.416484,-1.31149,-0.31482,0.265595,-0.196809,
8.81655,-3.9143,0.357658,-1.25134,-0.313386,0.265765,-0.195555,
8.82117,-3.89299,0.278058,-1.26553,-0.308126,0.267123,-0.202029,
8.82447,-4.1241,0.51061,-1.40078,-0.316756,0.26245,-0.196828,
8.82897,-4.00124,0.349307,-1.29134,-0.313545,0.264364,-0.195861,
8.83602,-3.9808,0.562063,-1.27581,-0.319211,0.266745,-0.192272,
8.83905,-4.00473,0.467777,-1.26213,-0.316575,0.265725,-0.19407,
8.84694,-4.02006,0.559225,-1.41191,-0.316917,0.266534,-0.195496,
8.84998,-3.91233,0.416115,-1.19185,-0.312717,0.267104,-0.193571,
8.85632,-3.85624,0.514443,-1.33466,-0.315324,0.266985,-0.195356,
8.86441,-3.77188,0.452619,-1.3914,-0.313155,0.27008,-0.195401,
8.86744,-4.02494,0.425476,-1.40439,-0.313062,0.263755,-0.194915,
8.87451,-3.77974,0.578067,-1.22215,-0.318186,0.2712,-0.195267,
8.88242,-3.70117,0.499472,-1.37846,-0.314328,0.268067,-0.199244,
8.88544,-3.92984,0.475282,-1.3178,-0.3152,0.268849,-0.196846,
8.89256,-3.80657,0.608335,-1.26122,-0.319651,0.270023,-0.199229,
