time,x,y,z,r,p,y,
3582.28,-0.329173,0.0431125,0.0155011,0.000130271,3.14157,4.51932e-05,
3582.28,-0.329196,0.0431,0.0155089,2.48901e-05,-3.14153,-4.55919e-05,
3582.29,-0.329193,0.0430976,0.0155171,-1.50492e-05,-3.14152,7.62692e-06,
3582.29,-0.329182,0.0430905,0.0155019,-7.42004e-07,-3.14158,1.45118e-05,
3582.3,-0.329182,0.0430917,0.0155057,7.43634e-05,3.14159,-1.27631e-05,
3582.3,-0.329197,0.0431055,0.0155185,-9.54056e-06,-3.14153,-0.000118618,
3582.31,-0.329192,0.0430898,0.0154978,-7.57951e-05,-3.14158,6.374e-05,
3582.31,-0.329178,0.0430933,0.015509,-5.92458e-05,-3.14157,2.44585e-05,
3582.32,-0.329201,0.043083,0.0155108,6.86924e-05,-3.14157,-1.93468e-05,
3582.33,-0.329188,0.0430872,0.0155013,6.23943e-05,-3.14156,-3.38204e-05,
3582.33,-0.329179,0.0430837,0.0155169,5.95917e-06,-3.14156,-3.29743e-05,
3582.34,-0.329188,0.043104,0.0154985,-8.46345e-05,-3.14157,3.13312e-05,
3582.34,-0.329201,0.0431191,0.0155201,1.06171e-05,-3.1415,-8.58654e-05,
3582.35,-0.329185,0.0430754,0.0154997,0.000109647,-3.14157,-4.34179e-05,
3582.35,-0.329193,0.0430973,0.0155162,1.58861e-05,-3.14151,-4.21995e-05,
3582.36,-0.329219,0.043112,0.01552,-0.000139191,-3.14148,-0.000102448,
3582.37,-0.329188,0.0430941,0.0155203,3.67126e-05,-3.14156,-0.000110915,
3582.37,-0.32919,0.0431045,0.0155094,-5.23949e-05,-3.14156,-4.11306e-05,
3582.37,-0.329168,0.0430931,0.0155043,6.92905e-05,-3.14157,-4.58821e-05,
3582.38,-0.329184,0.043081,0.0155069,-0.000101626,3.14158,-3.58047e-06,
3582.39,-0.329194,0.0430881,0.015514,0.000126019,-3.14152,-5.48568e-05,
3582.39,-0.329185,0.0430933,0.0155121,6.4415e-05,-3.14154,-1.57912e-06,
3582.4,-0.329173,0.0430792,0.0155092,-5.06844e-05,3.14158,-2.17869e-05,
3582.4,-0.32921,0.043096,0.0155051,-3.15083e-06,-3.14152,6.01017e-05,
3582.41,-0.329175,0.0430963,0.0154916,-3.78907e-06,3.14156,-2.48294e-05,
3582.42,-0.32921,0.0431027,0.0155002,-8.09439e-06,-3.14152,9.02855e-06,
3582.42,-0.329189,0.0430881,0.0155127,0.000167159,-3.14157,-9.90647e-05,
3582.43,-0.329196,0.04309,0.0155024,1.56005e-05,-3.14157,3.1838e-05,
3582.43,-0.329211,0.0431261,0.015494,-8.50393e-05,-3.14154,-7.38413e-05,
3582.44,-0.329196,0.0431049,0.0154967,-1.48655e-05,-3.14158,-2.01672e-05,
3582.44,-0.329199,0.0430877,0.0155141,2.46204e-05,-3.14153,5.95943e-06,
3582.45,-0.329183,0.0430873,0.0154883,-8.14281e-06,3.14156,-5.85119e-05,
3582.46,-0.329184,0.0430869,0.0154989,6.21438e-05,-3.14158,5.47333e-05,
3582.46,-0.329192,0.0430896,0.0154979,6.93211e-05,-3.14152,-1.26383e-06,
3582.46,-0.329227,0.0431098,0.015521,-5.81352e-06,-3.14143,-4.10253e-05,
3582.47,-0.32919,0.0430958,0.0154951,7.5764e-05,-3.14159,-3.41129e-06,
3582.47,-0.329196,0.0431008,0.0154903,-0.000112946,-3.14157,1.72366e-05,
3582.48,-0.329154,0.0430735,0.0154904,2.89558e-06,3.14153,-3.50249e-05,
3582.49,-0.329181,0.0430894,0.0155058,-2.45201e-05,-3.14156,-3.06054e-05,
3582.49,-0.329191,0.0430958,0.0155121,2.93046e-05,-3.14152,-4.61398e-06,
3582.5,-0.329209,0.0431163,0.015489,1.14091e-05,-3.14157,-1.68011e-05,
3582.51,-0.329181,0.0431051,0.0155133,-4.99356e-05,-3.14156,-0.000100797,
3582.51,-0.329194,0.043095,0.0155163,-6.94651e-05,3.14159,0.000102299,
3582.52,-0.329188,0.0431106,0.0155114,-1.70605e-05,-3.14154,-6.00775e-05,
3582.52,-0.329175,0.0431029,0.0154939,7.33139e-05,3.14156,2.18971e-05,
3582.53,-0.329194,0.043093,0.0154966,-7.42845e-05,-3.14159,3.7219e-05,
3582.53,-0.329197,0.0431008,0.0155022,-6.1169e-05,-3.14154,-3.0238e-05,
3582.54,-0.32919,0.043094,0.0155148,-3.76014e-06,-3.14155,-4.1391e-05,
3582.54,-0.329186,0.0430871,0.0154967,-7.18939e-05,3.14156,4.40395e-05,
3582.55,-0.329185,0.0430909,0.0155017,-2.26461e-05,-3.14156,9.54496e-05,
3582.55,-0.329203,0.0431016,0.0155123,-9.19778e-05,-3.14151,-3.80293e-05,
3582.56,-0.329186,0.0430937,0.0155113,2.48158e-05,-3.14155,-4.52982e-05,
3582.56,-0.329169,0.0430847,0.0154888,2.22952e-05,3.14155,-5.41433e-06,
3582.57,-0.329198,0.0431224,0.0155234,-4.03019e-05,-3.14149,-7.98509e-05,
3582.58,-0.32917,0.0430825,0.015501,-4.84813e-05,-3.14158,7.96711e-06,
3582.58,-0.329199,0.0430986,0.0155142,6.23297e-05,-3.14151,-4.47517e-05,
3582.59,-0.329183,0.0430923,0.0155071,-3.37649e-05,-3.14157,3.87941e-06,
3582.6,-0.329182,0.0430958,0.0154826,5.17949e-06,3.14153,-3.72417e-06,
3582.6,-0.329199,0.0430936,0.0155143,-1.03141e-05,-3.14152,-6.57948e-05,
3582.61,-0.329191,0.0431056,0.0155106,-7.34227e-05,-3.14156,-3.49679e-05,
3582.61,-0.329183,0.0431048,0.0155094,-4.04666e-05,-3.14159,-5.9865e-05,
3582.62,-0.329188,0.0430934,0.0155101,2.48065e-05,-3.14155,-3.2584e-05,
3582.63,-0.329199,0.0431001,0.0154985,2.23256e-05,-3.14158,3.37144e-05,
3582.63,-0.329168,0.0430945,0.0154837,4.56691e-05,3.14154,-7.28727e-05,
3582.64,-0.329181,0.0431122,0.0154964,5.02192e-05,3.14159,-3.07212e-05,
3582.64,-0.329188,0.0431183,0.0155,1.78152e-06,-3.14158,-9.35372e-05,
3582.64,-0.329188,0.0431026,0.0155079,1.51326e-05,3.14159,2.87568e-05,
3582.65,-0.329174,0.0430916,0.0155085,3.38436e-05,3.14159,9.15063e-07,
3582.65,-0.329172,0.0431049,0.0154997,6.88012e-05,3.14156,4.98286e-05,
3582.66,-0.329188,0.0430924,0.0155054,-3.85803e-05,3.14159,-5.43389e-05,
3582.67,-0.329174,0.0430752,0.0154912,-2.98298e-05,3.14156,-8.55506e-05,
3582.67,-0.329198,0.0430997,0.0155081,-1.95858e-05,-3.14154,1.41786e-05,
3582.68,-0.329212,0.0431164,0.0155078,-0.000106146,-3.14153,-0.000107518,
3582.69,-0.329165,0.0430741,0.0154861,-1.76819e-05,3.14151,-0.000109701,
3582.69,-0.329197,0.0431037,0.0155137,-8.38068e-06,-3.14155,-3.10429e-05,
3582.7,-0.329186,0.0430725,0.0154976,0.000113956,-3.14159,-7.64637e-06,
3582.7,-0.329168,0.0430778,0.0155011,-9.44707e-05,3.14157,1.25458e-05,
3582.71,-0.329228,0.0431221,0.0155264,-4.02905e-05,-3.14141,-6.15325e-05,
3582.72,-0.329196,0.0431013,0.0155113,-8.45695e-06,-3.14156,-2.64375e-06,
3582.72,-0.329176,0.043083,0.0154853,8.17245e-06,3.14155,-3.19203e-05,
3582.72,-0.329203,0.0430968,0.0155019,-8.16466e-06,-3.14154,-1.98662e-06,
3582.73,-0.329201,0.0431064,0.015518,-8.41458e-06,-3.14154,-4.79741e-05,
3582.73,-0.32918,0.0430785,0.0154932,1.13502e-05,-3.14159,4.27905e-05,
3582.74,-0.329178,0.0430934,0.0154895,-1.79916e-05,3.14156,-4.04984e-05,
3582.75,-0.329213,0.0431073,0.0155093,7.60956e-05,-3.14155,-2.55138e-06,
3582.75,-0.329193,0.0431049,0.015509,4.5832e-05,-3.14153,-2.99682e-05,
3582.76,-0.329188,0.0430917,0.0154868,-5.55179e-05,3.14157,-2.50701e-05,
3582.76,-0.32919,0.0430987,0.0155112,5.45579e-05,-3.14158,-4.96668e-05,
3582.77,-0.329201,0.0431034,0.0155039,-4.80495e-05,-3.14157,-2.2111e-05,
3582.78,-0.329196,0.0431033,0.0155091,-3.74482e-06,-3.14158,-9.18996e-05,
3582.78,-0.329182,0.0430902,0.0155067,-7.85166e-05,-3.14155,-7.25509e-06,
3582.79,-0.32918,0.0431116,0.0155092,3.37205e-05,3.14159,7.21741e-05,
3582.79,-0.329204,0.0431123,0.0155115,-5.47592e-05,-3.14153,-2.44407e-05,
3582.8,-0.329187,0.0431097,0.0154986,-2.24743e-05,-3.14159,9.45412e-06,
3582.81,-0.329183,0.0430968,0.0155,5.09056e-05,-3.14159,1.60234e-05,
3582.81,-0.329172,0.043089,0.0155016,-2.47531e-05,3.14158,1.61975e-06,
3582.81,-0.329166,0.0430837,0.0155012,2.94621e-05,3.14154,-2.51877e-05,
3582.82,-0.329197,0.0431208,0.015518,-1.53453e-05,-3.14157,-4.45298e-05,
3582.83,-0.329204,0.0430879,0.0155092,9.51543e-05,-3.14153,-1.91527e-05,
3582.83,-0.329168,0.0430831,0.0154983,-7.31847e-06,-3.14158,5.53178e-05,
3582.84,-0.329183,0.0430932,0.0154998,-2.24352e-05,3.14159,-1.27098e-05,
3582.84,-0.329188,0.0431006,0.0155029,-7.78896e-05,-3.14155,3.70924e-05,
3582.85,-0.329182,0.0431118,0.0155155,5.05468e-05,3.14155,8.43812e-05,
3582.85,-0.329217,0.0431073,0.0155084,5.5361e-05,-3.14153,-4.62395e-05,
3582.86,-0.329196,0.0430846,0.0155137,4.11954e-05,-3.1415,3.44761e-05,
3582.87,-0.329198,0.0431064,0.0155118,-4.08699e-05,-3.14157,2.32126e-05,
3582.87,-0.329176,0.0430683,0.0155061,-1.41172e-05,3.14157,1.73011e-05,
3582.88,-0.3292,0.0430993,0.0154936,-0.000118967,-3.14156,8.24628e-06,
3582.88,-0.329182,0.0431,0.0154987,-9.9315e-05,-3.14157,-2.67937e-05,
3582.89,-0.329191,0.0430896,0.0154993,8.33516e-06,3.14158,4.67186e-06,
3582.9,-0.329184,0.0430929,0.0155081,1.26835e-05,-3.14156,1.42495e-05,
3582.9,-0.329181,0.0430944,0.0154995,-6.2757e-05,3.14159,-6.10928e-05,
3582.9,-0.329192,0.043108,0.0155,-5.01619e-05,3.14157,6.87502e-05,
3582.91,-0.329215,0.0430956,0.0155278,0.000135072,-3.14145,-0.00011309,
3582.91,-0.329181,0.0430961,0.0154943,-3.6384e-06,3.14157,-3.55569e-05,
3582.92,-0.329206,0.043099,0.015498,-5.09871e-05,-3.14158,-2.7978e-05,
3582.93,-0.329174,0.0430914,0.0155015,6.72952e-05,3.14159,1.34014e-05,
3582.93,-0.329199,0.0431039,0.0155221,-2.20389e-05,-3.14155,-3.53824e-05,
3582.94,-0.329209,0.0431096,0.0155098,-1.5038e-05,-3.14151,1.12749e-05,
3582.94,-0.329175,0.0430923,0.0154876,-4.34972e-05,3.14156,-4.50301e-05,
3582.95,-0.329181,0.043102,0.0155038,-8.5498e-05,-3.14156,8.18848e-05,
3582.96,-0.329202,0.0430989,0.0155048,-4.12243e-05,-3.14155,1.14751e-06,
3582.96,-0.329195,0.043092,0.0155031,-5.60658e-05,-3.14155,-4.93574e-06,
3582.97,-0.329189,0.0431047,0.0154978,3.8892e-06,-3.14159,-4.26896e-05,
3582.97,-0.329204,0.0431117,0.0155131,-6.59962e-05,-3.14154,-4.23828e-05,
3582.98,-0.329179,0.0430959,0.0154929,-5.08492e-05,3.14158,-7.09594e-05,
3582.99,-0.329193,0.0431022,0.0155009,-4.78204e-05,-3.14156,-9.0431e-06,
3582.99,-0.329186,0.0431013,0.0155044,8.90966e-05,-3.14158,-1.32174e-05,
3583,-0.329149,0.0430499,0.0154971,-8.28553e-05,3.14152,-0.000100251,
3583,-0.329224,0.0431172,0.0155333,2.52323e-05,-3.14139,-0.000166202,
3583.01,-0.329197,0.0431083,0.0155166,-4.79946e-05,-3.14154,-5.63487e-05,
3583.01,-0.329197,0.043108,0.0155255,-5.30315e-05,-3.14151,-0.000134421,
3583.02,-0.329192,0.0430972,0.0154974,-1.04997e-05,3.14159,2.34544e-05,
